rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID,,
50.495,40.25,50,0.495,0,0,0,0,0,-40.25,-0.495,0,0,0,0,0,0,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,1.42,0,0,0.666666667,1.42,0,0,0.666666667,0,1.42,0,0,0,0,0,0,0.666666667,0.666666667,0,0,1,52,3,3,N,A,N,11752,23947.05,2796.02,2690.82,23354.05,11516,54.91,476.61,235.02,54,28,51,312,150,55,T,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,7,4,WC,1,0,O,14,S,M,4,M,6,1,C,,0,S,U,U,U,U,U,Y,722,1000748,,
33.5975,172.5,39.99,3.2175,0,0,0,0,0.39,70.5,-1.6275,1.666666667,0,2.333333333,0,10,0,53.66666667,0,2.666666667,0,39.66666667,0,0,0,0,0.666666667,0,103.45,0,4.666666667,0,0,0,0,35,0,96.80666667,0,7.333333333,0,11.31,0,4,53.66666667,39.66666667,0,0,0,52,2,2,Y,A,N,2224,5491,2010.76,1947.53,5424,2185,38.95,108.48,43.7,149,49,34,199,71,37,S,MIDWEST AREA,Y,N,59.98999023,2,2,WCMB,0,0,O,7,S,M,4,M,9,2,C,A,0,S,Y,Y,Y,U,U,Y,369,1000749,,
58.745,734.75,55,0,0,0,0,0,0,-28.75,-0.495,2,0,5.333333333,0,31.33333333,0,156.3333333,0,211.3333333,0,119,0,0,0,0,122.3333333,0,154.63,0,296.2833333,13.66666667,13.85666667,11.66666667,20.75666667,216,0,263.1933333,0,113,0,187.72,0,7.333333333,156.3333333,119,0,3.333333333,0,46,1,1,Y,G,N,13017,20129,2654.18,2562.11,20030,12941,58.23,455.23,294.11,744,472,59,672,435,58,U,SOUTH FLORIDA AREA,Y,N,149.9899902,6,4,WCMB,0,0,O,1,S,U,2,M,5,,C,C,0,U,U,U,U,U,U,Y,221,1000750,,
128.1,842.25,100.2725,1.98,132,37.4,37.4,0,0,-291.25,-38.16,3.666666667,0,5.666666667,0,56.33333333,0,362,0,17.33333333,0,297,0,0.666666667,1.333333333,1.07,5.333333333,0.666666667,647.56,0,45.46333333,5.333333333,6.543333333,1.333333333,6.096666667,287.6666667,0,622.5133333,0,26,0,70.51333333,0,9.333333333,362,297,0,0.333333333,0,46,1,1,N,A,N,7297,19756.26,3155.71,3055.73,19694.26,7270,69.45,447.6,165.23,939,322,141,861,297,127,S,OHIO AREA,N,R,9.989997864,2,2,NA,0,0,O,15,S,M,5,M,8,,,A,1,G,U,U,U,U,U,Y,888,1000751,,
7.7425,0,7.7425,0,0,0,0,0,0,0,-7.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,1,N,B,N,2731,8310.873333,2011.92,1932.88,8273.87,2712,42.02,179.87,58.96,0,0,10,47,15,24,T,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,1,1,NA,0,0,O,7,S,M,2,M,7,2,C,A,0,N,U,U,Y,U,U,Y,1468,1000752,,
86.9775,1075.75,75,0.99,0,0,0,0,0,-131.75,-11.0775,11.33333333,0,2,0,121.6666667,0,484.6666667,0,518.6666667,0,354.3333333,0,0,0,0,407.3333333,2.333333333,348.3566667,0,322.7066667,34.33333333,36.11,13.33333333,14.18666667,442,0,461.8566667,0,212,0,209.2066667,0,13.33333333,484.6666667,354.3333333,0,0.333333333,0,48,2,1,N,A,N,30681,60835,4337.03,4219.93,60304,30396,91.74,1310.96,660.78,1120,744,91,669,428,83,U,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,129.9899902,13,5,WCMB,0,0,O,8,S,M,4,M,6,,,A,0,U,U,U,Y,Y,U,Y,80,1000753,,
62.9475,461,69.99,0.2475,29.25,11.7,11.7,0,0,125,33.6425,9.666666667,0,21.33333333,0,24.66666667,0,184,0,16.33333333,0,129.6666667,0,1.333333333,2.666666667,1.92,5,0,232.1266667,0,51.66,26.33333333,24.64333333,0,0,123.6666667,0,239.4266667,0,21,0,44.36,0,31,184,129.6666667,2,1,0,50,1,1,N,A,N,5736,13970.12667,2637.16,2539.91,13830.13,5675,66.84,363.95,149.34,419,161,52,604,219,99,S,SOUTH FLORIDA AREA,Y,N,129.9899902,11,4,WCMB,0,0,O,7,S,B,1,M,6,,C,A,0,I,U,U,U,U,U,Y,623,1000754,,
79.2525,680,50,0.495,113,28.25,28.25,0,0,-142,-29.2525,9.333333333,0,0,0,33.66666667,0,241.6666667,0,81.66666667,0,203.3333333,0,0.333333333,0.333333333,0.056666667,44.33333333,0,330.2033333,0,119.1466667,41.66666667,46.52,6.666666667,16.03,194.3333333,0,305.2866667,0,77.66666667,0,144.0633333,0,9.333333333,241.6666667,203.3333333,0,3.666666667,0,46,1,1,Y,A,N,7868,17228.16333,2499.44,2224.29,16914.16,7745,65.42,497.48,227.79,727,348,89,596,286,73,U,GREAT LAKES AREA,Y,N,129.9899902,5,3,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,271,1000755,,
131.2975,1262,79.8375,5.94,0,0,0,0,0.32,233,-7.6075,9,0,1.333333333,0,18.66666667,0,250,0,142,0,224.3333333,0,0.333333333,3.666666667,3.45,52,0.333333333,450.1833333,0,373.84,60.33333333,89.17,2,4.713333333,304.3333333,0,754.7233333,0,44,0,69.3,0,10.33333333,250,224.3333333,0,12.33333333,0,50,1,1,Y,A,N,23496,54964.48667,4402.15,4073.4,54718.49,23354,107.19,1439.96,614.58,1184,460,134,1250,512,116,S,CALIFORNIA NORTH AREA,Y,N,199.9899902,4,3,WCMB,0,0,O,7,S,M,3,M,9,2,C,A,0,N,Y,U,U,U,U,Y,526,1000756,,
29.5825,147,35.1425,0,10.25,2.5625,2.5625,0,0,-91,6.4075,1.333333333,0,0,0,7,0,27.66666667,0,11,0,19.33333333,0,0,0,0,9,0,44.7,0,8.636666667,3.333333333,2.106666667,1.333333333,1.173333333,15.33333333,0,21.58666667,0,9.666666667,0,31.75,0,1.333333333,27.66666667,19.33333333,0,0,1,50,2,2,Y,A,N,8221,12555,2557.07,2287.57,12447,8147,60.2,327.55,214.39,177,104,27,521,358,77,U,NEW YORK CITY AREA,Y,N,149.9899902,3,3,WCMB,1,0,O,4,M,A,5,M,6,1,,C,0,U,U,Y,Y,U,U,Y,365,1000757,,
61.7475,599.75,55,0.2475,16.25,1.625,1.625,0,0,133.25,10.2525,9,0,2.333333333,0,34,0,120.3333333,0,36,0,78.33333333,0,1,3,2.156666667,15,0,319.8833333,0,158.37,12,5.326666667,0,0,70,0,287.76,0,39.66666667,0,190.4933333,0,11.33333333,120.3333333,78.33333333,0,0,1,50,1,1,N,A,N,7441,30241.04667,3075.87,2982.37,30067.05,7383,78.48,791.24,194.29,555,150,58,532,165,71,,SOUTH FLORIDA AREA,Y,N,59.98999023,2,2,WCMB,0,0,O,,,S,1,M,6,,,,0,R,U,U,U,U,U,Y,364,1000758,,
50,62.5,50,0,0,0,0,0,0,-62.5,0,0,0,0,0,1.666666667,0,9.333333333,0,0,0,7.666666667,0,0,0,0,0,0,46.45666667,0,0,0.666666667,0.253333333,0,0,3.666666667,0,3.913333333,0,4,0,42.54333333,0,0,9.333333333,7.666666667,0,0,1,52,1,1,N,A,N,2332,8712,2575.3,2447.2,8682,2322,61.18,217.05,58.05,83,12,50,220,48,54,S,MIDWEST AREA,Y,R,9.989997864,3,3,WC,1,1,O,14,S,M,4,M,7,2,C,A,0,M,U,U,U,U,U,Y,530,1000759,,
20.68,465.25,9.0325,0,8,2.9,2.9,0,0,-48.25,-3.48,10,0,0,0,17,0,116.6666667,0,123,0,97,0,0.333333333,0.666666667,0.366666667,73,0.333333333,125.0633333,0,139.9933333,42.66666667,32.01333333,34.66666667,41.69,115.6666667,0,166.5633333,0,75,0,98.49666667,0,10,116.6666667,97,0,0.666666667,0,48,2,2,Y,A,N,7341,16231,2191.71,2123.71,16038,7268,58.99,445.5,201.89,481,227,22,693,288,86,,NEW YORK CITY AREA,N,N,129.9899902,5,4,WCMB,0,0,,,,U,,M,,,,,0,M,U,U,U,U,U,N,110,1000760,,
51.3275,427.5,50,0,0,0,0,0,0.8775,-164.5,-0.5475,0.333333333,0,0.666666667,0,11.33333333,0,90.33333333,0,35,0,78,0,0,0,0,14.33333333,0,185.0766667,0,118.81,4.333333333,3.736666667,0,0,101.6666667,0,275.9933333,0,11.33333333,0,27.89333333,0,1,90.33333333,78,0,1.333333333,1,46,1,1,N,B,N,7173,17444,2228.64,2145.34,16962,7000,63.1,498.88,205.88,482,186,52,442,167,51,R,CENTRAL/SOUTH TEXAS AREA,Y,N,59.98999023,3,3,WCMB,0,0,O,3,,U,1,M,7,1,,,0,G,U,U,U,U,U,Y,256,1000761,,
38.7475,366.5,32.49,0.495,15.75,4.725,4.725,0,1.0375,-54.5,-5.2675,3.666666667,0,2.333333333,0,14,0,106,0,66,0,87.33333333,0,0,0,0,28,0,148.03,0,120.3033333,13.33333333,11.96333333,14,17.91333333,109.6666667,0,209.9333333,0,42.33333333,0,58.4,0,6,106,87.33333333,0,1.666666667,0,50,2,2,N,A,N,6965,12752,1739.6,1671.6,12582,6866,43.99,331.11,180.68,385,199,40,348,183,46,C,DALLAS AREA,Y,N,149.9899902,5,3,WCMB,1,0,O,8,S,M,2,M,9,2,I,A,0,S,U,U,U,U,U,Y,635,1000762,,
36.895,136,29.99,0.2475,18.25,6.3875,6.3875,0,0,37,4.995,1,0,0.333333333,0,18,0,69,0,36.33333333,0,50.33333333,0,0,0,0,28.33333333,0,73.46666667,0,22.96666667,9.666666667,4.703333333,0,0,49.33333333,0,76.18333333,0,16.33333333,0,20.25,0,1.333333333,69,50.33333333,0,1,1,46,1,1,N,A,N,2487,4703.033333,1695.36,1626.03,4633.03,2436,38.72,110.31,58,124,69,35,106,63,33,S,GREAT LAKES AREA,N,R,9.989997864,2,2,NA,0,0,O,6,S,M,5,M,6,1,C,A,0,N,Y,U,U,U,U,Y,1101,1000763,,
36.85,300.25,34.98,0.99,2.75,0.88,0.88,0,0,-65.25,0.11,6.333333333,0,4,0,22,0,96.66666667,0,51.33333333,0,66.33333333,0,4.333333333,4.333333333,0.796666667,20.66666667,0,129.04,0,100.9,13,13.31333333,10.66666667,14.15666667,64.33333333,0,125.2133333,0,51.33333333,0,104.7233333,0,10.33333333,96.66666667,66.33333333,0,1,1,48,2,2,Y,A,N,7013,14051.01667,2034.9,1939.73,13993.02,6975,44.08,318.02,158.52,322,151,37,302,144,38,U,SOUTH FLORIDA AREA,N,N,29.98999023,3,2,NA,0,0,O,10,S,M,2,M,6,2,C,A,0,I,U,U,U,Y,U,Y,750,1000764,,
29.365,23.5,39.365,0,0,0,0,0,0,-8.5,5.625,0,0,0.666666667,0,0.666666667,0,11,0,12.33333333,0,9.666666667,0,0,0,0,7,0,13.19333333,0,14.47666667,2.666666667,6.38,0,0,21.33333333,0,26.51666667,0,0.666666667,0,1.153333333,0,0.666666667,11,9.666666667,0,0,1,52,1,1,Y,B,N,440,961.02,1484.2,1414.87,914.02,409,29.48,19.04,8.52,26,14,27,24,13,31,,DALLAS AREA,N,N,29.98999023,1,1,NA,1,0,O,3,M,M,2,M,6,1,C,C,0,N,U,U,U,U,U,Y,1573,1000765,,
71.6425,455.25,50,10.6425,32.5,9.75,9.75,0,0,-189.25,-13.7225,34.66666667,0,22.33333333,0,31,0,182,0,4.333333333,0,95.33333333,0,0,0,0,0.333333333,0,246.12,0,6.613333333,3,2.59,0,0,55.33333333,0,107.0833333,0,43,0,145.65,0,57,182,95.33333333,0,0.333333333,0,50,1,1,Y,B,N,7098,18399,2800.36,2748.36,18289,7039,59.75,397.59,153.02,518,185,76,601,214,86,S,MIDWEST AREA,N,N,29.98999023,2,2,NA,0,0,O,15,S,M,4,M,6,2,C,A,0,N,U,U,U,U,Y,Y,1253,1000766,,
31.225,278.25,30,0,3.5,1.225,1.225,0,0,-16.25,-1.225,1.666666667,0,0.333333333,0,9.666666667,0,86.33333333,0,39.66666667,0,75.33333333,0,0.666666667,0.666666667,0.48,18,0,150.98,0,79.41666667,9,3.9,0,0,93,0,201.75,0,21.33333333,0,28.64666667,0,2,86.33333333,75.33333333,0,0.333333333,1,52,2,1,N,A,N,4071,9509,1649.38,1579.3,9199,3896,32.9,191.65,81.17,284,128,32,259,115,31,S,MIDWEST AREA,Y,N,129.9899902,4,3,WCMB,1,1,O,6,S,M,4,M,8,2,C,A,0,G,U,U,U,U,U,Y,691,1000767,,
38.63,189.75,29.99,2.97,18,5.4,5.4,0,0,-48.75,-4.68,0.666666667,0,1,0,5.333333333,0,51.33333333,0,19.66666667,0,44.66666667,0,0,0,0,6.333333333,0.333333333,78.48333333,0,33.84333333,0,0,0,0,55.33333333,0,104.9833333,0,8.666666667,0,7.343333333,0,1.666666667,51.33333333,44.66666667,0,0.333333333,1,46,1,1,Y,A,N,1708,3073,1435.87,1399.44,3063,1704,33.32,72.93,40.57,206,97,40,153,79,36,S,DALLAS AREA,N,N,29.98999023,1,1,NA,1,0,O,3,S,M,3,M,6,1,I,A,0,N,U,U,U,U,Y,Y,1404,1000768,,
65.4525,644.25,49.99,0.7425,53.75,21.5,21.5,0,0.195,-277.25,-24.6825,5.333333333,0,0.666666667,0,16.66666667,0.666666667,170.6666667,0.666666667,44,0,150.3333333,0,0,0,0,12.66666667,0,259.05,0,206.1533333,33.33333333,21.27666667,4,8.58,106.3333333,0,245.1066667,0,85.66666667,0,220.0966667,0,6,171.3333333,150.3333333,0,1.666666667,1,48,1,1,Y,CA,Y,2060,5175.113333,748.8,641.41,4739.11,1865,64.14,473.91,186.5,737,259,74,541,204,69,S,MIDWEST AREA,Y,N,149.9899902,4,3,WCMB,0,0,,1,M,M,1,M,4,,C,B,0,N,U,U,U,U,U,Y,196,1000769,,
96.0075,981,49.97,2.7225,60.75,27.3375,27.3375,0,8.195,636,91.3725,3.333333333,0,0.666666667,0,24.33333333,0,201.3333333,0.333333333,138,0,175,0.333333333,0.666666667,6.333333333,6.036666667,75,0,322.55,0.716666667,277.67,87.66666667,89.02333333,32.33333333,70.41333333,86.66666667,0,190.1633333,0,191,0.333333333,410.0533333,0.716666667,4,201.6666667,175.3333333,0,1.333333333,0,46,2,1,Y,BA,N,21306,44679.32333,4286.39,4204.41,44466.32,21183,95.55,1010.6,481.43,769,337,66,841,314,89,U,NEW YORK CITY AREA,T,N,199.9899902,16,9,WCMB,0,0,,,M,B,1,M,6,,C,,0,N,U,U,U,U,U,Y,3,1000770,,
301.5875,1618,39,1.2375,923.25,230.8125,230.8125,0,0,-161,-24.8375,6.666666667,0,1.666666667,0,9.666666667,0,168,0,176,0,152.6666667,0,0.333333333,0.333333333,0.023333333,37,0,461.72,0,947.6533333,56.33333333,44.36333333,5.666666667,28.46666667,241,0,1106.61,0,84.66666667,0,302.7633333,0,8.333333333,168,152.6666667,0,6.333333333,1,48,1,1,Y,B,N,10862,31550,4948.59,4889.24,31514,10845,106.29,685.09,235.76,1672,475,310,1593,421,292,C,MIDWEST AREA,N,N,59.98999023,4,3,WC,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,797,1000771,,
85.5625,1344,79.435,1.2375,0,0,0,0,0.39,-195,11.4075,9,0,0.333333333,0,43.33333333,0,393.3333333,0,270,0,343.6666667,0,0,0,0,108,0,547.6166667,0,607.8666667,132.3333333,126,6.666666667,14.53666667,524,0,1041.156667,0,52,0,114.3266667,0,9.333333333,393.3333333,343.6666667,0,13.66666667,0,52,1,1,N,A,N,21758,53123,4316.99,4006.25,52964,21688,80.13,1059.28,433.76,1409,644,82,1402,675,81,C,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,298,1000772,,
71.5925,2583.75,63.365,2.475,0,0,0,0,0,-134.75,1.3975,5.333333333,0,15.33333333,0,119.6666667,0,747,0,513,0,609,0,0,0,0,261,0,709.5266667,0,806.24,172.6666667,124.14,183.6666667,249.0333333,870,0,1061.526667,0,249.6666667,0,454.24,0,20.66666667,747,609,0,38.66666667,0,48,2,2,U,BA,N,52059,80545.02,4632.4,4542.29,80241.02,51872,96.64,1707.26,1103.66,2629,1597,71,2510,1540,73,,CENTRAL/SOUTH TEXAS AREA,N,R,9.989997864,6,2,NA,,,,,,,,,,,,,,,,,,,,,533,1000773,,
85.525,936.25,49.99,6.1875,25.75,7.7475,7.65,0.0975,0,-264.25,-25.305,21.66666667,0,2,0,68,0,335,0,82,0,248.6666667,0,2,4,2.63,32,0,344.0333333,0,163.1733333,39.66666667,38.87,5.333333333,7.793333333,188,0,315.23,0,133,0,191.9766667,0,23.66666667,335,248.6666667,0,1.666666667,1,48,1,1,U,C,N,9697,22931.2,2578.06,2379.06,22915.2,9688,52.87,509.23,215.29,1024,438,94,951,410,89,S,PHILADELPHIA AREA,Y,N,129.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,310,1000774,,
152.0625,836.5,57.2875,1.2375,244,97.6,97.6,0,1.155,1133.5,238.8775,21.33333333,0,0.666666667,0,29.66666667,0,160,0,61,0,115.3333333,0,0.333333333,2,1.74,24,0,222.55,0,105.0633333,33.66666667,19.20666667,0,0,106.3333333,0,183.9833333,0,58.66666667,0,143.63,0,22,160,115.3333333,0,2.666666667,1,48,1,1,Y,A,N,3254,8326.016667,1172.2,1098.01,8188.02,3203,54.9,409.4,160.15,459,162,72,423,163,53,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,R,9.989997864,7,3,WC,1,0,O,7,S,M,2,M,5,1,I,A,0,S,U,U,U,U,U,Y,100,1000775,,
82.7325,867.75,74.99,3.7125,1.75,0.6825,0,0.6825,0.0975,-40.75,2.4375,15.66666667,0,9,0,45,0.666666667,255,2.666666667,96,0,189.6666667,2,0,0,0,42.33333333,0,333.1733333,3.013333333,200.27,35.66666667,18.93,30.33333333,46.38,175.3333333,0.666666667,317.3133333,1.6,106,1.333333333,216.1266667,1.413333333,24.66666667,257.6666667,191.6666667,0,7.333333333,0,52,2,2,N,A,N,12075,30701.22,4991.78,4911.01,30701.22,12075,96.29,601.98,236.76,881,353,82,804,305,81,T,TENNESSEE AREA,T,R,59.98999023,4,4,WCMB,0,0,O,3,S,M,2,M,7,2,C,A,0,F,U,U,U,U,U,Y,71,1000776,,
106.57,969,67.0875,0,112.25,39.2875,39.2875,0,0.195,-844,-78.19,18.33333333,0,15,0,97.66666667,0,433.3333333,0,259,0,311,0,0,0,0,95,0,506.5333333,0,463.4466667,13,29.74666667,5.666666667,12.32666667,434.3333333,0,786.38,0,127,0,183.6,0,33.33333333,433.3333333,311,0,9,1,52,1,1,U,B,N,24605,50826,4838.52,4756.91,50627,24543,95.14,1012.54,490.86,1250,507,133,1299,572,148,S,SOUTH FLORIDA AREA,Y,N,79.98999023,4,3,WCMB,1,0,O,5,M,M,2,M,4,1,C,F,0,H,U,U,U,U,U,Y,630,1000777,,
81.2525,726.75,66.5225,13.1175,28.5,8.55,8.55,0,1.0825,147.25,13.6475,5.666666667,0.333333333,9.666666667,0,95.33333333,1,287.3333333,1.666666667,55.33333333,0,177.6666667,0.333333333,0,0,0,27,0,280.4233333,0.316666667,103.9466667,35.66666667,31.83666667,5.666666667,8.583333333,183.3333333,0.333333333,286.98,0.316666667,46.66666667,0,97.39,0,15.66666667,289,178,0,2,0,48,3,2,N,A,N,11412,29309.53667,3521.45,3439.21,28998.54,11323,73.17,616.99,240.91,678,267,77,597,243,72,S,SOUTH FLORIDA AREA,T,N,199.9899902,7,6,WCMB,0,0,O,0,M,M,3,M,9,1,C,B,0,N,U,U,U,U,U,Y,41,1000778,,
81.9525,700.75,84.99,3.7125,0,0,0,0,0,-45.75,-0.7425,15.33333333,0,13.66666667,0,82.33333333,0,301,0,44.33333333,0,192,0,0,0,0,13,0,358.8833333,0,139.35,33.33333333,28.65,4,11.46666667,162,0,368.1633333,0,72,0,130.07,0,29,301,192,0,1.333333333,1,50,1,1,N,A,N,10101,26514.03667,3616.03,3539.74,26365.04,10016,72.24,538.06,204.41,716,251,82,678,227,81,S,SOUTH FLORIDA AREA,Y,N,199.9899902,6,3,WCMB,0,0,O,7,S,S,2,M,8,1,C,A,0,U,U,U,U,U,U,Y,307,1000779,,
36.8325,328,30,0,18.75,6.5625,6.5625,0,0,-141,-6.8325,2.666666667,0,2.666666667,0,8.666666667,0,40.33333333,0,97.66666667,0,28.66666667,0,0.666666667,2,1.416666667,42,0,33.93666667,0,183.46,14.66666667,14.07,34,69.21333333,85,0,155.89,0,39,0,61.50666667,0,5.333333333,40.33333333,28.66666667,0,1,1,46,4,2,Y,A,N,5130,9273,1807.61,1724.38,9229,5106,38.32,205.09,113.47,375,216,39,415,234,45,C,DALLAS AREA,Y,N,59.98999023,4,4,WCMB,1,0,O,1,M,S,2,M,1,2,I,B,0,N,U,U,U,U,Y,Y,276,1000780,,
55,358.5,55,0,0,0,0,0,0,159.5,0,3,0,5,0,29.33333333,0,131,0,82,0,95.33333333,0,0.333333333,0.333333333,0.093333333,47,0,124.22,0,104.8633333,28.33333333,17.34333333,13.66666667,14.39666667,138.6666667,0,171.4233333,0,35.66666667,0,57.66,0,8,131,95.33333333,0,0.333333333,0,48,5,4,N,AA,N,11249,19417.04,2767.99,2691.7,19358.04,11223,57.27,411.87,238.79,305,179,55,280,155,56,S,SOUTH FLORIDA AREA,N,R,9.989997864,5,3,NA,0,0,O,8,S,S,3,M,9,1,C,A,0,I,U,U,U,U,U,Y,849,1000781,,
64.81,841.5,55,0.2475,7,0.7,0.7,0,0,25.5,-3.57,9.666666667,0,6.666666667,0,31.33333333,0,220.3333333,0,163.3333333,0,177.6666667,0,0,0,0,70,0,188.7933333,0,295.9333333,66,46.40333333,62,92.71,215.3333333,0,342.1933333,0,120.6666667,0,142.5333333,0,16.33333333,220.3333333,177.6666667,0,4.666666667,1,48,2,2,N,A,N,18564,30990.02,2816.44,2721.1,30602.02,18365,60.47,680.04,408.11,833,489,66,955,551,74,S,SOUTH FLORIDA AREA,N,N,79.98999023,2,2,WC,0,0,O,8,S,S,5,M,3,1,,A,0,H,U,U,U,U,U,Y,740,1000782,,
149.3925,1301.75,75,5.1975,0.75,0.2925,0,0.2925,23.04,-245.75,-35.0925,6,0,0,0,31,0,200.3333333,0.333333333,150.6666667,0,166.3333333,0.333333333,0,0,0,65.66666667,0.666666667,492.03,0.7,490.6966667,35.66666667,49.56666667,2.666666667,5.573333333,154,0,515.5366667,0,127.3333333,0.333333333,467.1866667,0.7,6,200.6666667,166.6666667,0,1.333333333,1,50,1,1,N,A,N,14587,37439.05,4553.29,4444.75,37258.05,14509,92.6,776.21,302.27,1384,441,161,1514,574,158,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,R,99.98999023,4,4,WCMB,0,0,O,1,M,S,2,M,3,1,C,F,0,N,U,U,U,U,U,Y,378,1000783,,
81.71,674,59.99,0.495,74.25,22.275,22.275,0,1.95,-68,-16.53,2.666666667,0,1.666666667,0,48.66666667,0,192.3333333,0,63.33333333,0,139.6666667,0,0,0,0,22.66666667,0,281.2833333,0,150.9633333,20.33333333,21.37,22.33333333,68.98,160.3333333,0,335.3266667,0,42.33333333,0,96.92,0,4.333333333,192.3333333,139.6666667,0,1.666666667,1,50,1,1,N,C,N,9101,22019,2921.84,2848.31,21785,9005,60.6,463.51,191.6,697,227,87,630,219,74,T,DALLAS AREA,Y,R,39.98999023,4,4,WCMB,1,0,O,12,S,M,3,M,5,1,C,A,1,S,U,U,U,U,U,Y,388,1000784,,
30.99,41.5,30,0.99,0,0,0,0,0,13.5,0,1.333333333,0,0.666666667,0,13,0,33,0,1.333333333,0,18,0,0,0,0,0.333333333,0,12.13,0,1.743333333,4.666666667,2.626666667,0,0,13.33333333,0,8.143333333,0,6,0,5.73,0,2,33,18,0,0,1,52,1,1,N,C,N,669,1150,1801.63,1733.63,1002,600,35.38,20.45,12.24,37,21,31,37,21,31,U,PHILADELPHIA AREA,Y,N,79.98999023,2,2,WCMB,0,0,O,3,S,S,1,M,3,1,A,A,0,N,U,U,U,U,U,Y,727,1000785,,
77.11,457,32.49,0.7425,102.5,30.75,30.75,0,0,-12,12.38,3.666666667,0,17.66666667,0,17,0,142.6666667,0,61,0,106,0,0,0,0,28.33333333,0,192.86,0,110.8033333,12,19.32666667,8,13.81333333,141,0,261.31,0,24.33333333,0,42.35,0,21.33333333,142.6666667,106,0,1.333333333,1,52,2,2,N,A,N,3169,6820,1890.43,1849.84,6769,3154,37.75,138.14,64.37,461,224,73,424,204,64,S,SOUTH FLORIDA AREA,Y,N,79.98999023,2,2,WCMB,0,0,O,7,S,M,2,M,6,1,I,A,0,N,U,U,U,U,U,Y,570,1000786,,
95.1,817.75,30,0,150.75,52.7625,52.7625,0,0,597.25,40.35,2.333333333,0,1.333333333,0,29.33333333,0,170.6666667,0,31.66666667,0,138.3333333,0,0,0,0,8.666666667,0,457.4733333,0,167.7866667,29,20.87,2.333333333,3.696666667,90.33333333,0,252.86,0,77.33333333,0,372.3966667,0,3.666666667,170.6666667,138.3333333,0,0.333333333,0,48,1,1,N,A,N,4402,11853,2068.15,2000.15,11751,4363,44.45,261.13,96.96,619,141,82,483,108,58,T,CENTRAL/SOUTH TEXAS AREA,N,N,29.98999023,1,1,NA,0,0,O,8,S,M,4,M,7,3,C,A,0,U,U,U,U,U,U,Y,1463,1000787,,
20.98,6,19.99,0.99,0,0,0,0,0,18,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,2,1,Y,B,N,6112,28545.36667,4519.16,4222.26,28148.37,6054,127.95,852.98,183.45,0,0,20,2,1,20,R,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,29.98999023,4,2,NA,1,1,,11,S,A,2,M,6,,C,A,0,S,U,U,U,U,Y,N,583,1000788,,
