,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean
7716,14.755,0.0,0.0,0.0
7717,30.0,0.0,11.25,4.5
7718,24.99,0.0,0.0,0.0
7719,9.8375,0.2475,51.75,15.525
7720,5.0,0.0,0.0,0.0
7721,74.99,0.7425,46.5,11.625
7722,44.99,0.495,0.0,0.0
7723,10.0,0.0,0.0,0.0
7724,50.0,1.2375,68.25,17.0625
7725,34.99,0.495,0.0,0.0
7726,9.8375,0.7425,20.5,8.2
7727,16.99,0.0,13.75,4.8125
7728,44.99,0.0,11.75,4.1125
7729,34.99,0.0,48.75,19.5
7730,24.99,0.0,0.0,0.0
7731,44.99,0.99,34.0,11.9
7732,49.99,0.495,45.5,11.375
7733,85.0,3.96,242.0,60.5
7734,84.99,1.98,0.0,0.0
7735,29.99,0.0,18.5,6.475
7736,59.99,0.0,0.0,0.0
7737,29.99,0.0,0.0,0.0
7738,34.99,3.7125,99.0,39.6
7739,13.435,0.0,0.0,0.0
7740,5.0,0.0,10.5,10.5
7741,35.99,1.485,0.0,0.0
7742,44.99,0.0,12.0,4.2
7743,47.165,0.99,8.0,2.0
7744,34.99,0.7425,0.0,0.0
7745,59.99,0.2475,0.0,0.0
7746,26.6075,0.0,0.0,0.0
7747,30.0,0.2475,62.0,21.7
7748,44.5,0.0,0.0,0.0
7749,94.99,0.0,0.0,0.0
7750,59.99,0.495,19.0,5.7
7751,32.49,0.0,0.25,0.0625
7752,16.99,0.0,3.5,1.295
7753,50.0,3.465,0.0,0.0
7754,30.0,0.7425,0.0,0.0
7755,16.325,0.2475,44.0,16.28
7756,32.49,0.0,4.25,1.0625
7757,75.0,3.465,0.0,0.0
7758,30.0,0.0,0.0,0.0
7759,32.49,1.2375,0.5,0.15
7760,30.0,0.2475,0.0,0.0
7761,30.0,0.0,1.5,0.525
7762,24.99,0.0,0.0,0.0
7763,10.0,2.475,0.0,0.0
7764,75.0,11.6325,200.0,50.0
7765,30.0,2.2275,8.0,3.2
7766,59.99,0.0,36.0,14.4
7767,35.395,0.0,56.5,22.6
7768,74.99,0.495,0.0,0.0
7769,59.99,3.96,349.75,139.8975
7770,16.99,0.0,0.0,0.0
7771,32.49,0.0,0.0,0.0
7772,29.99,0.495,60.0,21.0
7773,24.99,0.0,10.0,3.7
7774,32.49,0.2475,1.25,0.3125
7775,50.0,0.2475,0.0,0.0
7776,30.0,0.0,0.0,0.0
7777,30.0,0.0,3.0,1.17
7778,49.99,0.495,196.75,59.025
7779,79.99,0.0,9.25,3.7
7780,52.4975,0.495,84.75,21.1875
7781,32.3,0.0,11.25,2.8125
7782,30.0,1.98,4.5,1.7825
7783,32.49,0.0,0.0,0.0
7784,61.075,5.445,46.75,18.375
7785,41.28,0.0,190.0,76.0
7786,35.99,0.0,38.75,11.625
7787,34.99,0.0,74.75,29.9
7788,75.2825,9.1575,188.0,56.5
7789,39.99,20.79,176.5,70.6
7790,32.49,0.99,0.0,0.0
7791,32.49,1.7325,294.25,73.5625
7792,10.0,1.98,0.0,0.0
7793,69.99,0.99,20.5,8.2
7794,32.49,0.495,11.25,2.8125
7795,50.0,0.495,65.25,16.3125
7796,16.99,0.0,0.0,0.0
7797,10.0,0.0,43.5,10.875
7798,59.275,1.98,33.75,8.4375
7799,79.48,0.0,33.5,10.05
7800,16.99,0.0,35.0,12.25
7801,9.6775,0.99,0.0,0.0
7802,9.9525,0.0,0.0,0.0
7803,34.99,0.2475,0.0,0.0
7804,59.99,0.0,17.5,5.25
7805,50.0,0.0,0.0,0.0
7806,32.49,0.2475,13.0,3.25
7807,16.99,0.0,1.75,0.875
7808,45.0,5.6925,467.5,117.365
7809,134.99,6.93,0.0,0.0
7810,24.99,0.0,0.0,0.0
7811,30.0,0.0,0.0,0.0
7812,16.99,0.0,0.0,0.0
7813,54.98,0.99,0.0,0.0
7814,44.99,0.0,88.5,30.975
7815,39.99,0.2475,9.25,3.7
7816,24.99,0.0,0.0,0.0
7817,45.655,0.0,0.0,0.0
7818,94.99,0.0,9.5,3.325
7819,54.99,0.0,0.0,0.0
7820,30.0,0.0,9.0,3.15
7821,85.0,0.99,31.0,7.75
7822,44.99,0.0,8.0,2.8
7823,49.99,0.0,0.0,0.0
7824,29.99,0.0,0.0,0.0
7825,30.0,0.0,14.0,5.6
7826,30.0,2.7225,8.75,3.5
7827,34.99,0.0,0.0,0.0
7828,48.78,0.2475,65.5,23.4
7829,24.08,0.0,0.0,0.0
7830,32.49,0.0,0.0,0.0
7831,50.0,0.0,0.0,0.0
7832,49.99,0.495,98.75,24.6875
7833,32.49,0.7425,0.0,0.0
7834,44.99,0.2475,0.25,0.0875
7835,30.0,0.0,26.0,10.4
7836,59.99,0.0,0.0,0.0
7837,50.0,0.495,67.0,16.75
7838,34.99,0.7425,100.5,40.2
7839,50.0,1.7325,0.0,0.0
7840,34.99,0.0,0.0,0.0
7841,34.99,0.7425,12.5,4.875
7842,74.99,0.2475,0.0,0.0
7843,30.0,0.0,5.5,1.925
7844,69.99,0.495,0.0,0.0
7845,29.99,0.0,0.0,0.0
7846,10.0,0.0,0.0,0.0
7847,44.99,0.0,0.0,0.0
7848,0.0,0.0,0.0,0.0
7849,94.99,0.0,0.0,0.0
7850,49.99,0.2475,0.0,0.0
7851,30.0,0.7425,80.0,32.0
7852,37.4125,0.2475,35.25,14.1
7853,32.49,0.0,0.0,0.0
7854,49.9975,0.0,1.25,0.4925
7855,59.98,0.0,0.5,0.195
7856,30.0,0.0,0.0,0.0
7857,50.0,0.2475,0.0,0.0
7858,38.695,0.0,0.0,0.0
7859,30.0,0.0,0.0,0.0
7860,50.0,1.2375,0.0,0.0
7861,30.0,0.2475,0.0,0.0
7862,16.99,0.0,24.0,7.2
7863,32.49,2.475,71.0,17.75
7864,69.99,0.0,58.0,17.4
7865,34.99,0.99,43.75,17.5
7866,75.0,2.2275,15.0,3.75
7867,16.99,0.0,3.0,0.9
7868,75.0,0.495,1.5,0.585
7869,40.205,0.0,0.0,0.0
7870,10.0,0.0,0.0,0.0
7871,50.315,0.7425,81.75,27.3
7872,69.99,0.0,0.0,0.0
7873,39.99,0.0,107.5,43.0
7874,30.0,0.495,0.0,0.0
7875,50.0,1.485,0.0,0.0
7876,16.99,0.0,6.0,2.34
7877,44.99,0.2475,17.75,7.1
7878,84.99,1.485,37.25,9.3125
7879,16.99,0.0,0.0,0.0
7880,45.0,0.0,163.5,40.875
7881,34.99,0.495,2.75,1.1
7882,29.99,0.0,0.0,0.0
7883,59.99,0.2475,0.0,0.0
7884,54.905,0.495,46.25,15.525
7885,34.99,0.0,0.0,0.0
7886,59.99,0.0,0.0,0.0
7887,29.9925,0.0,26.5,9.275
7888,29.99,0.2475,0.0,0.0
7889,32.49,0.0,8.5,2.125
7890,50.0,0.0,0.0,0.0
7891,32.49,0.2475,0.0,0.0
7892,27.785,0.0,31.25,9.375
7893,41.2825,0.2475,3.0,1.05
7894,44.99,0.0,0.25,0.0975
7895,43.54,1.485,11.0,4.29
7896,10.0,0.0,17.0,4.25
7897,84.99,2.2275,37.75,9.4375
7898,59.99,0.0,0.0,0.0
7899,104.99,2.7225,131.0,32.75
7900,40.0525,1.98,5.0,1.25
7901,69.99,0.0,0.0,0.0
7902,50.0,0.0,0.0,0.0
7903,30.0,0.0,0.0,0.0
7904,30.0,0.0,0.0,0.0
7905,29.99,0.99,0.0,0.0
7906,49.99,0.0,5.25,2.1
7907,16.99,0.0,0.0,0.0
7908,19.665,0.0,0.0,0.0
7909,59.99,0.0,119.0,35.7
7910,34.98,0.495,0.0,0.0
7911,32.49,1.2375,218.0,54.5
7912,29.99,0.0,0.0,0.0
7913,44.99,0.0,17.5,6.125
7914,32.49,0.0,0.0,0.0
7915,34.99,0.0,0.0,0.0
7916,44.99,0.0,0.0,0.0
7917,49.99,1.485,281.75,84.525
7918,69.99,2.7225,148.75,59.5
7919,30.0,1.2375,0.0,0.0
7920,32.49,0.495,250.25,62.5625
7921,29.99,0.0,0.0,0.0
7922,24.99,0.0,0.0,0.0
7923,75.0,0.495,0.0,0.0
7924,29.99,0.0,0.0,0.0
7925,10.0,0.0,10.75,2.6875
7926,50.0,0.7425,145.0,36.25
7927,10.0,0.0,0.0,0.0
7928,30.0,0.0,0.0,0.0
7929,32.49,1.98,151.75,37.9375
7930,32.49,0.0,22.0,5.5
7931,16.99,0.0,9.75,3.4125
7932,10.0,0.495,2.25,0.8775
7933,94.99,1.485,2.75,0.9625
7934,43.5475,0.2475,0.0,0.0
7935,26.235,0.0,0.0,0.0
7936,30.0,0.0,0.0,0.0
7937,39.99,0.0,13.25,5.3
7938,75.0,6.435,288.5,72.125
7939,16.99,0.0,0.0,0.0
7940,9.8375,0.0,0.0,0.0
7941,16.99,0.0,2.5,0.875
7942,16.99,0.0,0.0,0.0
7943,47.4175,0.2475,188.75,57.31
7944,30.0,0.99,0.0,0.0
7945,29.99,0.0,0.0,0.0
7946,49.99,0.0,11.25,3.375
7947,30.0,0.0,16.0,5.6
7948,94.9075,0.0,0.0,0.0
7949,10.0,0.99,0.0,0.0
7950,44.99,0.0,47.25,18.9
7951,30.0,0.0,0.0,0.0
7952,24.99,0.0,50.5,18.685
7953,44.99,5.6925,32.0,11.21
7954,32.49,0.0,0.0,0.0
7955,93.9475,1.485,119.5,37.125
7956,10.0,0.0,0.0,0.0
7957,39.99,0.0,0.0,0.0
7958,59.99,0.0,0.0,0.0
7959,69.99,0.2475,13.25,3.975
7960,77.49,0.2475,90.75,27.225
7961,30.0,0.0,0.0,0.0
7962,69.99,0.495,23.75,7.125
7963,50.0,0.0,8.0,2.0
7964,39.99,0.2475,0.0,0.0
7965,39.99,0.0,3.25,1.3
7966,12.6975,0.0,0.0,0.0
7967,34.99,0.2475,201.25,80.5
7968,78.0125,0.0,0.0,0.0
7969,44.99,0.7425,72.0,25.2
7970,30.0,0.2475,10.75,4.3
7971,59.99,1.2375,17.5,5.25
7972,59.99,0.7425,0.0,0.0
7973,32.49,0.0,0.0,0.0
7974,52.505,0.0,0.0,0.0
7975,54.98,0.0,2.5,0.975
7976,44.99,9.9,0.5,0.175
7977,40.07,2.7225,1.0,0.39
7978,30.0,0.0,0.0,0.0
7979,30.0,0.495,85.0,34.0
7980,34.99,0.2475,138.0,55.2
7981,50.0,0.7425,0.0,0.0
7982,68.4575,2.97,46.75,11.6875
7983,79.99,0.0,0.0,0.0
7984,30.0,0.0,0.0,0.0
7985,41.2,0.0,0.0,0.0
7986,43.1175,0.495,0.0,0.0
7987,30.0,0.0,71.75,28.7
7988,32.735,4.7025,71.25,28.4975
7989,52.4925,0.2475,27.75,8.325
7990,50.0,0.0,0.0,0.0
7991,32.5775,0.2475,110.75,39.4625
7992,84.99,1.485,209.75,83.885
7993,59.99,0.0,16.5,6.6
7994,16.99,0.0,3.25,1.2675
7995,10.0,0.0,32.0,8.0
7996,34.99,4.95,191.5,76.6
7997,59.99,3.2175,108.0,32.4
7998,46.2375,0.0,0.0,0.0
7999,49.99,0.495,0.0,0.0
8000,34.99,0.0,0.0,0.0
8001,69.99,0.2475,0.0,0.0
8002,32.49,1.485,0.0,0.0
8003,30.0,0.2475,22.5,7.875
8004,39.99,1.98,43.75,15.3125
8005,35.99,0.7425,1.75,0.525
8006,44.99,1.7325,0.0,0.0
8007,19.99,0.0,6.5,2.535
8008,35.99,2.97,0.0,0.0
8009,10.0,0.0,1.5,0.6
8010,50.0,0.2475,0.0,0.0
8011,34.99,0.2475,12.75,5.1
8012,10.0,0.2475,0.0,0.0
8013,94.99,0.0,0.25,0.0625
8014,79.99,0.0,0.0,0.0
8015,73.3775,0.0,0.0,0.0
8016,29.99,0.2475,30.25,10.5875
8017,69.99,0.2475,45.0,18.0
8018,39.99,0.2475,0.0,0.0
8019,49.905,0.99,0.0,0.0
8020,61.98,0.0,48.25,14.475
8021,71.155,0.99,32.0,12.375
8022,30.0,0.0,0.0,0.0
8023,29.99,0.7425,0.0,0.0
8024,30.0,0.0,0.0,0.0
8025,30.0,0.0,71.75,28.7
8026,59.265,0.2475,0.0,0.0
8027,30.0,0.2475,0.0,0.0
8028,,,,
8029,49.99,15.84,394.5,110.5425
8030,30.0,0.0,0.0,0.0
8031,159.99,3.465,62.75,15.6875
8032,30.0,0.2475,0.0,0.0
8033,32.49,0.7425,0.0,0.0
8034,30.0,0.0,0.0,0.0
8035,42.495,0.495,122.5,30.625
8036,10.0,0.0,23.0,6.9
8037,93.32,0.33,0.0,0.0
8038,44.99,0.0,9.5,3.325
8039,10.0,0.0,130.75,32.6875
8040,84.99,1.7325,144.5,36.125
8041,29.99,2.475,0.0,0.0
8042,30.0,0.7425,0.0,0.0
8043,30.0,1.2375,73.25,25.6375
8044,10.0,0.99,21.0,5.25
8045,84.99,1.7325,97.25,38.9
8046,32.49,0.0,50.25,12.5625
8047,39.99,1.485,92.75,32.4625
8048,44.99,0.0,13.75,4.8125
8049,74.99,4.7025,61.0,15.25
8050,44.99,0.0,0.0,0.0
8051,34.99,0.0,0.0,0.0
8052,59.99,0.99,0.0,0.0
8053,59.99,0.495,0.0,0.0
8054,69.99,0.0,0.0,0.0
8055,37.99,1.485,66.0,26.4
8056,10.0,0.99,0.0,0.0
8057,50.07,0.0,173.0,69.2
8058,16.99,0.0,8.25,3.0525
8059,8.54,0.0,0.0,0.0
8060,59.99,3.2175,216.75,86.6525
8061,30.0,0.0,0.0,0.0
8062,29.99,0.2475,56.0,19.6
8063,34.99,0.0,152.0,60.8
8064,33.78,0.2475,0.0,0.0
8065,49.9925,0.0,15.0,5.965
8066,40.1525,0.0,9.75,3.6075
8067,30.0,0.2475,2.75,1.1
8068,84.99,0.0,21.25,8.5
8069,44.99,0.0,54.5,21.8
8070,10.0,0.0,0.0,0.0
8071,36.36,2.97,87.75,32.6025
8072,95.0,0.2475,12.5,3.125
8073,49.99,0.2475,162.5,65.0
8074,40.99,0.495,0.0,0.0
8075,34.98,0.0,0.0,0.0
8076,24.99,0.0,0.0,0.0
8077,57.49,1.98,461.25,115.3125
8078,10.0,0.7425,40.0,10.0
8079,52.2475,5.1975,114.5,45.8
8080,32.49,0.0,0.0,0.0
8081,44.99,0.2475,50.5,20.2
8082,69.99,0.2475,241.5,72.4725
8083,10.0,1.7325,0.0,0.0
8084,32.49,1.485,99.0,24.75
8085,39.6775,0.0,0.0,0.0
8086,10.0,1.98,19.25,7.7
8087,30.0,0.0,0.0,0.0
8088,39.99,0.0,0.0,0.0
8089,42.49,0.7425,1.5,0.375
8090,71.1175,0.0,0.25,0.0975
8091,30.0,0.0,31.5,12.6
8092,69.99,0.0,20.0,6.0
8093,30.0,0.0,0.0,0.0
8094,,,,
8095,29.99,0.2475,12.25,4.2875
8096,31.99,0.0,0.0,0.0
8097,75.0,1.98,168.0,42.0
8098,34.99,0.0,0.0,0.0
8099,94.99,0.0,2.25,0.7725
8100,29.99,0.0,146.0,51.1
8101,49.99,0.99,0.0,0.0
8102,34.99,0.0,26.75,10.7
8103,16.99,0.0,0.25,0.0975
8104,50.0,1.98,46.0,13.8
8105,39.99,0.495,0.0,0.0
8106,42.49,0.0,0.0,0.0
8107,75.0,0.0,0.25,0.0975
8108,24.99,1.7325,20.5,7.585
8109,32.49,1.7325,27.25,6.8125
8110,32.49,0.2475,34.5,8.625
8111,49.99,0.0,0.0,0.0
8112,30.0,0.2475,0.0,0.0
8113,29.865,0.0,41.5,11.475
8114,32.57,0.7425,206.0,72.1
8115,97.8925,0.0,21.0,8.4
8116,159.99,18.0675,0.0,0.0
8117,75.0,2.7225,91.25,22.8125
8118,75.0,0.0,0.0,0.0
8119,10.0,0.99,0.0,0.0
8120,54.98,1.2375,51.5,12.875
8121,16.99,0.495,26.5,10.335
8122,32.49,3.96,15.0,3.75
8123,29.99,0.0,0.0,0.0
8124,30.0,0.2475,0.0,0.0
8125,34.99,0.0,0.0,0.0
8126,79.99,1.2375,24.25,8.4875
8127,32.5,0.2475,0.0,0.0
8128,32.5,0.495,0.0,0.0
8129,59.99,0.7425,167.25,50.175
8130,22.335,0.0,10.25,4.1
8131,32.49,0.99,49.5,12.375
8132,29.99,0.0,0.0,0.0
8133,34.99,0.0,21.75,8.7
8134,44.99,0.0,6.75,2.3625
8135,44.99,6.435,0.0,0.0
8136,16.99,0.0,6.75,2.3625
8137,44.99,1.2375,248.0,99.2
8138,93.9825,0.2475,0.0,0.0
8139,32.49,0.0,0.0,0.0
8140,29.99,0.0,0.0,0.0
8141,46.98,2.2275,429.0,150.15
8142,59.99,0.495,0.0,0.0
8143,59.99,0.0,0.0,0.0
8144,30.0,0.0,0.0,0.0
8145,50.0,0.0,22.75,5.8625
8146,59.99,0.99,40.5,12.1725
8147,30.0,0.2475,0.0,0.0
8148,59.99,0.0,0.0,0.0
8149,44.99,0.0,0.75,0.2925
8150,30.0,0.0,0.0,0.0
8151,30.0,0.0,0.0,0.0
8152,44.99,3.465,12.5,4.375
8153,44.99,0.0,38.25,13.3875
8154,21.035,0.0,1.5,1.5
8155,32.49,0.0,1.0,0.25
8156,49.99,0.0,28.5,9.975
8157,84.99,4.95,231.75,57.9375
8158,32.49,0.0,8.0,2.0
8159,44.99,0.0,0.0,0.0
8160,30.0,0.0,3.0,1.05
8161,44.99,1.2375,6.5,2.6
8162,40.4275,2.97,181.0,45.25
8163,74.99,3.7125,60.25,15.0625
8164,39.99,0.2475,51.25,17.9475
8165,50.0,3.2175,48.5,12.125
8166,59.99,0.2475,0.0,0.0
8167,35.99,0.0,0.0,0.0
8168,24.99,0.0,13.5,5.01
8169,32.49,0.0,0.0,0.0
8170,69.99,0.0,0.0,0.0
8171,50.0,0.7425,0.0,0.0
8172,44.99,0.0,3.0,1.05
8173,30.0,0.2475,0.0,0.0
8174,79.99,2.7225,0.0,0.0
8175,30.0,0.0,1.75,0.7
8176,29.99333333,3.96,41.33333333,14.46666667
8177,34.48,0.0,0.0,0.0
8178,30.0,0.495,0.0,0.0
8179,30.0,0.2475,0.0,0.0
8180,54.99,0.0,0.0,0.0
8181,257.49,0.0,0.0,0.0
8182,59.99,0.0,0.0,0.0
8183,35.99,0.0,0.0,0.0
8184,45.07,0.0,90.75,36.3
8185,49.99,0.495,59.25,20.7375
8186,34.99,0.0,0.0,0.0
8187,32.49,0.0,0.0,0.0
8188,34.99,3.96,0.0,0.0
8189,50.0,0.0,0.0,0.0
8190,44.99,0.0,0.0,0.0
8191,59.99,0.0,0.0,0.0
8192,50.0,0.0,0.0,0.0
8193,59.99,1.7325,192.0,57.69
8194,59.99,0.7425,0.0,0.0
8195,32.49,0.99,6.25,2.5
8196,32.49,0.0,0.5,0.125
8197,84.99,2.7225,0.0,0.0
8198,94.99,0.0,0.0,0.0
8199,29.99,0.0,0.0,0.0
8200,44.99,0.0,28.5,9.975
8201,86.0775,1.485,90.25,26.35
8202,59.99,0.0,0.0,0.0
8203,48.83,0.2475,18.0,7.2
8204,39.99,0.99,1.25,0.5
8205,16.99,0.2475,0.0,0.0
8206,59.99,0.2475,136.5,54.6
8207,59.99,3.7125,548.0,164.4
8208,30.0,0.0,0.0,0.0
8209,18.12,0.2475,40.25,12.0925
8210,34.9075,0.0,0.0,0.0
8211,69.99,0.0,8.0,2.4
8212,29.99,0.2475,0.0,0.0
8213,30.0,0.0,0.0,0.0
8214,43.1175,0.2475,4.75,1.1875
8215,49.99,0.0,14.75,9.05
8216,44.87,0.0,0.5,0.2
8217,10.0,0.0,0.0,0.0
8218,44.99,0.2475,0.0,0.0
8219,30.0,0.0,6.5,2.6
8220,51.99,1.485,0.0,0.0
8221,59.99,0.495,8.75,3.4125
8222,24.99,0.0,26.0,9.62
8223,24.675,0.495,2.5,0.975
8224,44.99,0.0,16.75,5.8625
8225,50.0,0.2475,0.0,0.0
8226,10.0,0.0,25.5,6.375
8227,94.97,0.2475,0.0,0.0
8228,69.99,0.0,0.0,0.0
8229,66.65333333,0.66,0.0,0.0
8230,30.0,0.2475,0.0,0.0
8231,51.99,0.0,0.0,0.0
8232,74.99,0.0,0.0,0.0
8233,30.0,0.0,0.0,0.0
8234,29.99,0.495,20.75,8.3
8235,76.99,0.0,0.0,0.0
8236,32.49,0.0,0.0,0.0
8237,50.0,0.2475,8.0,2.0
8238,75.0,2.2275,0.0,0.0
8239,16.99,0.0,0.0,0.0
8240,16.99,0.0,0.0,0.0
8241,30.0,0.0,58.5,20.475
8242,50.0,0.0,0.0,0.0
8243,45.0,1.7325,0.0,0.0
8244,95.2525,7.92,20.0,5.5625
8245,50.0,0.2475,3.0,0.9
8246,76.5225,0.0,0.0,0.0
8247,30.0,0.0,0.25,0.0975
8248,49.99,0.2475,0.0,0.0
8249,59.99,2.7225,54.75,21.9
8250,199.99,1.7325,0.0,0.0
8251,29.99,0.0,105.5,42.2
8252,49.99,0.2475,11.25,3.375
8253,50.0,0.495,0.0,0.0
8254,30.0,0.0,0.0,0.0
8255,24.99,0.2475,60.5,22.385
8256,32.49,0.0,0.0,0.0
8257,30.0,0.2475,0.0,0.0
8258,34.99,0.0,0.0,0.0
8259,84.99,0.0,0.0,0.0
8260,32.49,0.0,11.75,2.9375
8261,30.0,0.0,0.0,0.0
8262,30.0,0.0,78.75,31.5
8263,10.0,0.495,162.0,40.5
8264,29.99,1.2375,20.25,7.0875
8265,85.0,0.495,328.25,82.0625
8266,32.49,0.0,0.5,0.125
8267,35.08,0.2475,0.0,0.0
8268,29.99,0.0,6.25,2.5
8269,29.99,0.2475,0.0,0.0
8270,34.99,0.0,0.0,0.0
8271,30.0,0.0,60.0,24.0
8272,30.0,0.0,0.0,0.0
8273,30.0,0.0,3.75,1.5
8274,33.1775,0.0,0.0,0.0
8275,59.99,0.495,312.25,93.675
8276,24.99,0.0,0.0,0.0
8277,32.49,0.2475,152.0,38.0
8278,50.0,1.485,3.25,0.975
8279,159.99,7.1775,0.0,0.0
8280,49.99,0.7425,4.0,1.2
8281,10.0,2.7225,0.0,0.0
8282,44.91,1.98,41.0,12.81
8283,24.99,0.2475,0.0,0.0
8284,30.0,0.99,261.25,104.4975
8285,50.0,6.93,18.5,4.73
8286,60.4725,0.0,0.0,0.0
8287,49.99,0.0,0.0,0.0
8288,41.285,0.0,46.75,18.7
8289,59.99,0.7425,24.0,7.2
8290,88.7425,0.0,5.25,2.0625
8291,60.03,0.0,65.0,23.3625
8292,29.99,0.0,0.0,0.0
8293,39.99,0.2475,0.0,0.0
8294,44.99,0.0,0.0,0.0
8295,30.0,0.495,0.0,0.0
8296,16.99,0.0,1.0,0.39
8297,42.49,0.495,0.0,0.0
8298,16.99,0.0,0.5,0.175
8299,50.0,0.0,0.0,0.0
8300,32.49,2.7225,63.0,15.75
8301,32.49,0.0,6.5,1.625
8302,32.49,0.0,0.0,0.0
8303,30.0,0.2475,0.0,0.0
8304,30.0,0.2475,19.5,6.825
8305,50.0,0.99,0.0,0.0
8306,37.99,0.0,0.0,0.0
8307,50.0,0.7425,317.5,79.375
8308,30.0,4.455,145.75,51.0125
8309,54.8225,0.0,0.0,0.0
8310,94.99,0.0,1.25,0.3125
8311,30.0,1.2375,0.0,0.0
8312,30.0,2.475,30.5,12.2
8313,29.99,0.495,0.0,0.0
8314,49.99,0.495,3.5,1.4
8315,75.0,0.2475,1.0,0.285
8316,29.99,0.0,15.0,5.25
8317,10.0,1.7325,33.75,8.4375
8318,34.99,0.0,0.0,0.0
8319,65.88,1.98,34.25,11.9875
8320,134.99,4.2075,0.0,0.0
8321,59.98,3.465,0.0,0.0
8322,30.0,0.99,2.0,0.71
8323,35.99,0.0,1.0,0.39
8324,85.0,0.0,0.0,0.0
8325,24.99,0.2475,3.5,1.295
8326,79.99,0.2475,740.5,214.825
8327,49.99,0.0,1.5,0.45
8328,29.99,0.0,0.0,0.0
8329,10.0,0.0,0.0,0.0
8330,34.99,0.2475,0.0,0.0
8331,34.99,0.0,0.0,0.0
8332,50.0,0.0,0.0,0.0
8333,29.99,1.98,0.0,0.0
8334,29.99,0.0,17.0,5.95
8335,50.0,0.7425,0.0,0.0
8336,30.0,0.0,0.0,0.0
8337,44.99,0.0,20.0,7.0
8338,19.99,0.0,32.25,12.5775
8339,30.0,1.98,22.0,8.8
8340,29.99,0.0,0.0,0.0
8341,32.49,1.2375,9.75,2.4375
8342,59.99,0.2475,0.0,0.0
8343,84.99,0.2475,58.5,14.625
8344,16.99,0.0,22.33333333,7.816666667
8345,30.0,0.0,0.0,0.0
8346,24.99,0.0,2.5,0.925
8347,104.99,0.2475,0.0,0.0
8348,74.99,0.2475,7.0,2.8
8349,32.49,0.0,0.0,0.0
8350,24.99,0.0,11.25,4.1625
8351,140.635,3.465,0.0,0.0
8352,34.6725,6.6825,11.5,3.45
8353,30.0,0.495,3.0,1.05
8354,34.98,0.0,0.0,0.0
8355,75.0,6.93,113.25,28.3125
8356,50.81,1.98,10.5,3.15
8357,30.0,0.2475,0.0,0.0
8358,39.835,0.0,13.25,5.2975
8359,69.99,0.0,0.0,0.0
8360,69.99,0.2475,26.25,7.875
8361,69.99,0.0,0.0,0.0
8362,59.99,2.97,190.75,57.225
8363,44.99,0.495,168.25,58.8875
8364,24.99,0.0,0.5,0.185
8365,59.99,0.2475,57.0,22.8
8366,32.49,1.485,0.0,0.0
8367,34.99,0.0,0.0,0.0
8368,59.99,0.495,12.5,3.7725
8369,32.5775,0.2475,85.75,30.0625
8370,18.7425,0.0,0.25,0.0925
8371,32.49,0.0,0.0,0.0
8372,50.0,2.475,63.5,15.875
8373,32.57,3.2175,8.5,3.4
8374,49.99,0.0,0.0,0.0
8375,30.0,1.2375,0.0,0.0
8376,84.99,5.94,0.25,0.0975
8377,16.5,0.495,438.5,153.475
8378,59.99,0.0,0.0,0.0
8379,44.99,0.0,0.0,0.0
8380,75.0,6.435,0.0,0.0
8381,32.49,0.0,10.75,2.6875
8382,39.74,0.0,12.5,3.75
8383,29.99,0.495,9.0,3.15
8384,50.0,1.2375,0.0,0.0
8385,10.0,0.0,0.0,0.0
8386,34.98,0.0,0.0,0.0
8387,44.99,0.2475,17.0,6.8
8388,16.99,0.0,0.0,0.0
8389,111.865,1.2375,0.0,0.0
8390,47.4925,2.97,185.25,74.1
8391,32.49,0.0,0.0,0.0
8392,24.99,0.0,30.25,11.1925
8393,30.0,1.98,278.0,111.2
8394,30.0,0.99,0.0,0.0
8395,10.0,0.0,0.0,0.0
8396,39.99,0.7425,0.0,0.0
8397,16.99,0.0,2.25,0.7875
8398,50.0,0.2475,101.0,30.3
8399,59.99,1.2375,0.0,0.0
8400,48.78,1.2375,12.0,4.2125
8401,132.49,0.0,0.0,0.0
8402,24.99,0.0,0.0,0.0
8403,34.99,0.0,4.25,1.7
8404,34.99,0.99,132.5,46.405
8405,30.0,0.0,0.0,0.0
8406,39.99,0.0,59.5,20.835
8407,84.99,1.485,12.5,4.9775
8408,29.99,0.7425,0.0,0.0
8409,30.0,1.485,15.5,6.2
8410,30.0,0.99,34.5,13.7625
8411,54.9075,0.495,25.75,9.0125
8412,50.4875,0.7425,0.0,0.0
8413,5.0,0.0,8.5,8.5
8414,75.0,4.7025,103.0,25.75
8415,84.99,0.495,49.0,19.5525
8416,49.99,0.0,15.75,4.725
8417,24.99,0.0,2.25,0.8325
8418,10.0,0.0,0.0,0.0
8419,69.99,1.485,79.5,27.825
8420,10.0,1.7325,0.0,0.0
8421,49.7475,1.2375,0.0,0.0
8422,30.0,0.0,0.0,0.0
8423,24.99,0.0,0.0,0.0
8424,29.99,2.2275,0.0,0.0
8425,45.0,0.2475,0.0,0.0
8426,24.99,0.0,0.0,0.0
8427,30.0,0.2475,0.0,0.0
8428,32.49,0.0,17.5,4.375
8429,27.8125,0.0,0.0,0.0
8430,59.99,0.0,0.0,0.0
8431,47.4175,0.0,19.75,6.5625
8432,16.99,0.2475,0.0,0.0
