,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,PRED,REAL,CORRECT,TP,TN,FP,FN
963,1,0,0,56,1,0,73.25,1,0,0,0,0,1,0
4734,0,1,1,39,1,0,80.0,1,1,1,1,0,0,0
6017,0,0,0,5,1,0,56.15,0,0,1,0,1,0,0
3638,1,1,0,2,1,0,50.15,0,1,0,0,0,0,1
5152,0,1,1,55,1,1,25.65,1,0,0,0,0,1,0
3150,0,0,0,17,0,1,25.65,1,0,0,0,0,1,0
857,0,0,0,1,1,0,50.8,1,1,1,1,0,0,0
5128,1,1,0,47,1,0,99.7,0,0,1,0,1,0,0
3469,1,0,0,15,1,1,91.5,1,0,0,0,0,1,0
2721,1,0,0,10,1,1,79.25,1,1,1,1,0,0,0
1445,0,0,0,20,1,1,98.55,0,0,1,0,1,0,0
227,0,1,0,1,1,0,55.2,0,1,0,0,0,0,1
335,0,1,1,68,1,1,75.8,0,1,0,0,0,0,1
2245,0,1,0,69,1,0,105.35,0,0,1,0,1,0,0
1137,0,1,1,71,1,0,19.8,0,0,1,0,1,0,0
88,0,1,1,46,1,1,19.95,0,0,1,0,1,0,0
376,0,0,0,1,0,0,25.35,0,0,1,0,1,0,0
2376,0,0,0,11,1,1,61.25,0,0,1,0,1,0,0
191,0,1,0,6,1,1,91.0,1,1,1,1,0,0,0
5407,0,1,1,63,1,0,63.55,0,0,1,0,1,0,0
6869,0,1,1,45,1,1,54.15,0,1,0,0,0,0,1
2831,1,1,0,12,1,1,98.1,1,1,1,1,0,0,0
1359,0,0,0,9,1,1,94.75,0,1,0,0,0,0,1
3659,0,1,0,67,1,0,109.9,1,0,0,0,0,1,0
591,0,1,1,46,1,0,24.9,0,0,1,0,1,0,0
1394,0,1,1,62,1,1,110.8,0,0,1,0,1,0,0
5703,1,0,0,72,1,0,25.4,0,0,1,0,1,0,0
3792,1,0,0,26,1,1,91.25,0,1,0,0,0,0,1
1470,0,0,0,8,1,0,19.2,0,0,1,0,1,0,0
5319,1,1,0,72,1,1,109.75,0,0,1,0,1,0,0
1459,0,0,0,60,1,1,99.65,1,0,0,0,0,1,0
86,0,1,0,35,1,1,62.15,0,0,1,0,1,0,0
4634,0,0,0,2,1,0,18.75,1,0,0,0,0,1,0
3857,0,0,0,5,1,0,20.65,0,0,1,0,1,0,0
5116,0,0,0,1,1,0,70.4,0,1,0,0,0,0,1
5402,0,1,1,9,1,0,20.35,1,0,0,0,0,1,0
3871,0,0,0,3,1,1,101.55,0,1,0,0,0,0,1
3716,0,1,0,11,1,1,102.0,1,1,1,1,0,0,0
470,1,0,0,17,1,0,20.65,0,0,1,0,1,0,0
4422,0,0,0,30,1,1,97.0,1,0,0,0,0,1,0
1021,0,1,0,28,1,0,54.35,0,0,1,0,1,0,0
1170,0,1,1,72,1,1,114.0,0,0,1,0,1,0,0
6086,0,1,0,61,1,1,69.9,0,0,1,0,1,0,0
1651,1,0,0,1,1,1,79.1,1,1,1,1,0,0,0
6426,0,0,0,41,1,0,50.05,0,0,1,0,1,0,0
1899,0,0,0,17,1,1,90.95,1,0,0,0,0,1,0
2977,0,0,0,1,1,1,19.5,0,0,1,0,1,0,0
3115,0,0,0,13,1,1,84.45,1,1,1,1,0,0,0
2028,0,0,0,15,1,0,19.6,0,0,1,0,1,0,0
3468,0,1,1,1,1,0,19.7,1,0,0,0,0,1,0
3305,1,0,0,38,1,0,94.75,1,0,0,0,0,1,0
8,0,1,0,28,1,1,104.8,1,1,1,1,0,0,0
6488,0,0,0,1,1,1,69.5,1,1,1,1,0,0,0
4219,0,0,0,48,1,0,75.15,1,0,0,0,0,1,0
4944,0,1,1,10,1,1,24.4,0,0,1,0,1,0,0
518,1,1,0,27,1,1,75.2,1,1,1,1,0,0,0
6091,1,1,0,2,1,1,86.85,0,1,0,0,0,0,1
4197,0,0,1,22,1,1,84.75,1,0,0,0,0,1,0
5098,1,0,0,3,1,1,77.0,1,1,1,1,0,0,0
5335,0,1,0,64,1,1,96.9,0,0,1,0,1,0,0
4641,0,0,0,1,0,0,24.4,0,0,1,0,1,0,0
551,0,1,1,72,1,1,115.6,0,0,1,0,1,0,0
6239,0,1,0,72,1,1,99.4,0,0,1,0,1,0,0
5884,1,1,0,46,0,1,59.9,0,1,0,0,0,0,1
5546,0,0,0,4,0,0,42.4,0,0,1,0,1,0,0
1787,1,1,0,42,1,1,105.2,0,0,1,0,1,0,0
5384,0,0,0,4,1,1,64.4,0,0,1,0,1,0,0
4693,0,0,1,52,1,0,25.6,0,0,1,0,1,0,0
4594,0,1,1,21,1,1,102.8,1,1,1,1,0,0,0
734,0,1,0,27,1,0,90.15,0,0,1,0,1,0,0
1690,0,1,1,70,1,1,97.55,0,0,1,0,1,0,0
3039,1,1,0,72,0,1,64.45,0,0,1,0,1,0,0
6802,0,0,0,20,1,1,89.1,1,0,0,0,0,1,0
3163,1,0,0,39,1,0,90.7,1,0,0,0,0,1,0
2099,0,1,0,40,1,1,78.85,0,0,1,0,1,0,0
2578,1,1,1,31,1,1,98.9,0,1,0,0,0,0,1
513,0,0,0,56,1,1,105.45,0,0,1,0,1,0,0
3336,0,1,1,55,1,0,20.3,0,0,1,0,1,0,0
4904,0,0,0,33,1,0,107.55,0,0,1,0,1,0,0
564,0,0,0,7,1,0,64.3,0,0,1,0,1,0,0
3893,1,0,0,7,1,1,51.3,0,0,1,0,1,0,0
5022,0,1,1,71,1,0,109.3,1,0,0,0,0,1,0
6353,0,1,0,10,1,1,54.95,0,0,1,0,1,0,0
3466,0,1,1,72,1,1,25.1,0,0,1,0,1,0,0
4342,1,0,0,52,1,0,59.85,0,0,1,0,1,0,0
913,0,0,0,12,1,0,20.05,0,0,1,0,1,0,0
1380,0,1,1,61,1,1,98.45,1,0,0,0,0,1,0
901,0,0,0,9,1,0,98.3,0,1,0,0,0,0,1
3861,0,0,1,26,1,1,105.45,1,0,0,0,0,1,0
3515,0,0,0,17,1,1,55.5,0,0,1,0,1,0,0
891,0,1,1,50,1,1,103.85,0,1,0,0,0,0,1
2200,0,0,0,19,1,0,58.2,0,0,1,0,1,0,0
4259,0,0,0,3,1,1,19.6,0,1,0,0,0,0,1
6004,0,1,1,67,1,0,84.8,1,0,0,0,0,1,0
3663,0,0,0,9,1,1,88.4,0,0,1,0,1,0,0
1194,0,0,0,14,1,0,50.45,0,0,1,0,1,0,0
2593,0,1,1,62,1,0,20.3,0,0,1,0,1,0,0
6035,1,1,0,66,1,1,110.85,0,1,0,0,0,0,1
5223,0,1,0,61,1,0,25.45,0,0,1,0,1,0,0
5659,0,0,0,63,1,1,71.9,0,0,1,0,1,0,0
452,0,1,0,60,0,1,60.2,0,0,1,0,1,0,0
4691,1,1,0,56,1,1,100.65,0,1,0,0,0,0,1
3013,0,0,0,29,1,1,71.0,1,0,0,0,0,1,0
5165,1,0,0,1,1,1,69.65,1,1,1,1,0,0,0
4478,0,0,0,3,1,1,54.2,1,0,0,0,0,1,0
2619,1,0,0,33,1,1,110.45,0,1,0,0,0,0,1
6783,0,0,1,21,0,0,53.15,1,0,0,0,0,1,0
5324,0,0,0,24,1,0,54.6,0,0,1,0,1,0,0
6579,0,0,0,72,1,0,84.3,0,0,1,0,1,0,0
3669,0,0,0,44,1,1,111.5,0,0,1,0,1,0,0
6487,0,1,0,61,1,1,94.35,1,0,0,0,0,1,0
1248,0,0,0,11,1,0,90.15,1,1,1,1,0,0,0
1069,1,0,0,20,1,0,54.0,0,0,1,0,1,0,0
3723,0,1,1,18,1,0,20.45,0,0,1,0,1,0,0
4083,1,1,0,68,1,1,100.2,0,1,0,0,0,0,1
5440,0,1,1,19,1,1,49.6,1,0,0,0,0,1,0
1567,0,1,0,10,1,1,67.8,1,0,0,0,0,1,0
5084,0,1,1,22,1,0,20.75,0,0,1,0,1,0,0
627,1,1,0,66,1,0,104.6,0,0,1,0,1,0,0
2906,0,1,1,6,1,1,48.8,0,0,1,0,1,0,0
155,0,1,1,14,1,1,80.9,1,0,0,0,0,1,0
5998,0,1,0,48,1,1,20.05,0,0,1,0,1,0,0
4752,0,0,0,23,1,0,20.45,0,0,1,0,1,0,0
3800,0,0,1,66,1,1,90.95,0,0,1,0,1,0,0
4000,1,0,0,39,1,1,99.75,0,0,1,0,1,0,0
2298,0,1,1,69,1,1,79.2,0,0,1,0,1,0,0
2276,1,1,0,44,1,0,104.15,1,0,0,0,0,1,0
1623,0,0,0,54,1,1,97.2,0,0,1,0,1,0,0
5204,1,1,0,38,0,1,24.85,0,0,1,0,1,0,0
2255,0,0,1,1,1,0,51.2,1,0,0,0,0,1,0
1772,0,0,0,2,1,0,79.0,0,1,0,0,0,0,1
4938,0,1,1,17,1,1,89.4,1,1,1,1,0,0,0
55,1,0,0,18,1,1,95.45,0,1,0,0,0,0,1
5520,0,0,0,55,1,1,84.25,0,0,1,0,1,0,0
1105,0,1,0,9,1,1,79.75,1,0,0,0,0,1,0
1883,1,1,0,35,1,1,100.5,0,1,0,0,0,0,1
2441,1,0,0,2,1,0,81.5,1,0,0,0,0,1,0
718,0,0,0,26,0,1,50.35,0,0,1,0,1,0,0
1976,1,0,0,1,1,1,93.55,1,1,1,1,0,0,0
3738,0,0,0,35,0,0,49.2,0,0,1,0,1,0,0
2848,0,1,1,24,1,1,56.25,0,0,1,0,1,0,0
5765,1,1,0,68,1,1,96.55,0,1,0,0,0,0,1
1671,0,1,1,66,1,1,103.15,0,0,1,0,1,0,0
297,1,1,0,35,1,1,100.8,0,0,1,0,1,0,0
6655,0,0,0,63,1,0,24.2,0,0,1,0,1,0,0
3598,1,0,0,1,1,0,46.3,1,0,0,0,0,1,0
1082,0,1,1,0,1,0,25.75,0,0,1,0,1,0,0
337,0,0,0,68,1,1,88.15,0,0,1,0,1,0,0
6349,0,1,1,35,1,0,19.7,0,0,1,0,1,0,0
5818,0,0,0,65,1,0,105.1,0,0,1,0,1,0,0
1823,0,0,0,19,1,1,73.85,0,1,0,0,0,0,1
66,0,1,0,47,1,1,78.9,0,0,1,0,1,0,0
5875,0,1,0,65,1,0,71.0,1,0,0,0,0,1,0
5922,0,1,1,72,1,0,105.25,0,0,1,0,1,0,0
961,0,0,0,17,1,1,20.5,0,0,1,0,1,0,0
3138,0,0,0,1,1,1,45.3,1,1,1,1,0,0,0
3215,0,1,0,41,1,1,80.25,1,0,0,0,0,1,0
6229,0,1,0,72,1,1,85.45,0,0,1,0,1,0,0
2528,0,0,0,8,1,1,80.1,1,1,1,1,0,0,0
2084,0,0,1,1,1,0,69.75,1,1,1,1,0,0,0
2115,0,0,0,71,1,1,118.65,0,0,1,0,1,0,0
6080,0,0,0,1,0,0,29.7,0,1,0,0,0,0,1
6565,0,1,0,61,1,1,106.2,1,0,0,0,0,1,0
4026,0,1,1,72,1,1,114.3,0,0,1,0,1,0,0
3926,0,0,0,11,0,0,34.7,0,0,1,0,1,0,0
2412,0,1,0,42,0,0,33.55,0,1,0,0,0,0,1
395,0,0,0,66,1,1,90.05,0,0,1,0,1,0,0
459,0,0,0,1,1,1,75.1,1,0,0,0,0,1,0
6318,0,0,1,12,1,0,21.05,0,0,1,0,1,0,0
5835,0,1,1,30,1,0,19.3,0,0,1,0,1,0,0
5159,0,0,0,9,1,1,76.25,1,0,0,0,0,1,0
948,1,0,0,35,1,1,99.05,0,1,0,0,0,0,1
5010,0,0,0,61,1,0,88.65,0,0,1,0,1,0,0
1810,0,1,1,71,1,1,95.15,0,0,1,0,1,0,0
6635,0,1,0,24,1,0,20.1,0,0,1,0,1,0,0
6290,0,1,0,71,1,1,93.7,0,1,0,0,0,0,1
6405,1,0,0,60,1,1,101.4,0,0,1,0,1,0,0
5228,0,0,0,9,1,1,44.4,0,0,1,0,1,0,0
3938,0,0,0,2,1,0,50.95,1,0,0,0,0,1,0
6550,0,1,0,21,1,1,106.1,0,1,0,0,0,0,1
5774,0,0,0,5,1,1,65.6,0,0,1,0,1,0,0
4987,0,1,0,71,1,0,24.45,0,0,1,0,1,0,0
4368,1,0,0,9,1,1,80.85,1,1,1,1,0,0,0
2925,0,1,1,50,1,0,103.05,1,0,0,0,0,1,0
1990,1,0,0,16,1,1,84.75,0,1,0,0,0,0,1
3425,0,1,1,28,1,1,70.4,0,0,1,0,1,0,0
409,0,0,0,1,1,1,19.6,0,1,0,0,0,0,1
5582,0,0,0,48,1,0,24.0,0,0,1,0,1,0,0
1361,0,0,0,4,1,0,78.45,0,1,0,0,0,0,1
1876,0,1,0,47,1,1,95.2,0,0,1,0,1,0,0
6543,0,1,1,62,1,0,54.75,0,0,1,0,1,0,0
5535,0,1,1,55,1,1,85.1,0,0,1,0,1,0,0
3268,0,1,1,24,1,0,74.8,0,0,1,0,1,0,0
693,0,0,0,3,1,1,75.1,0,1,0,0,0,0,1
4967,0,0,0,3,1,1,63.6,0,1,0,0,0,0,1
5370,0,1,1,16,1,1,90.8,1,0,0,0,0,1,0
4516,0,1,1,72,1,1,87.55,0,0,1,0,1,0,0
487,0,0,0,72,1,1,88.6,0,0,1,0,1,0,0
4936,1,0,0,45,1,1,97.05,0,0,1,0,1,0,0
5295,1,1,0,50,1,0,108.75,1,0,0,0,0,1,0
3520,0,1,0,16,1,0,19.6,0,0,1,0,1,0,0
4166,1,0,0,32,1,0,19.8,0,0,1,0,1,0,0
1800,0,0,0,1,1,1,43.85,0,0,1,0,1,0,0
2746,0,1,1,31,1,0,21.0,0,0,1,0,1,0,0
6199,1,0,0,43,1,1,89.55,1,1,1,1,0,0,0
1699,0,0,0,42,1,1,20.65,0,0,1,0,1,0,0
3875,1,1,1,41,1,1,111.95,0,1,0,0,0,0,1
4783,1,1,1,71,1,0,69.2,0,0,1,0,1,0,0
2661,0,0,0,66,0,1,47.4,1,0,0,0,0,1,0
1722,0,0,0,51,0,1,56.4,0,0,1,0,1,0,0
4920,0,1,1,71,1,0,20.1,0,0,1,0,1,0,0
747,1,0,0,3,1,0,75.05,0,0,1,0,1,0,0
6746,0,1,1,4,1,0,56.5,0,1,0,0,0,0,1
1487,0,0,0,56,1,1,106.8,0,0,1,0,1,0,0
6148,0,0,0,69,1,1,66.9,0,0,1,0,1,0,0
4124,1,1,0,19,1,1,94.95,0,0,1,0,1,0,0
1331,0,0,0,1,0,1,25.15,1,0,0,0,0,1,0
584,0,0,0,3,1,1,20.0,0,0,1,0,1,0,0
6392,0,1,1,60,0,1,49.75,1,0,0,0,0,1,0
1106,0,0,0,63,1,0,97.45,0,0,1,0,1,0,0
2570,0,1,0,30,1,1,94.05,1,1,1,1,0,0,0
1701,0,1,1,66,1,1,102.45,0,1,0,0,0,0,1
2824,0,1,0,63,1,0,19.25,0,0,1,0,1,0,0
3152,0,0,0,26,1,1,95.85,1,0,0,0,0,1,0
2474,0,0,0,47,1,1,106.35,0,0,1,0,1,0,0
1809,1,1,0,32,1,1,85.0,1,1,1,1,0,0,0
6331,0,1,1,47,0,0,40.3,0,0,1,0,1,0,0
3806,1,0,0,18,1,1,73.55,0,0,1,0,1,0,0
3749,1,0,0,2,1,1,93.85,1,1,1,1,0,0,0
3443,1,1,0,40,1,1,98.15,1,0,0,0,0,1,0
2223,0,0,0,28,1,1,89.95,1,1,1,1,0,0,0
1012,0,0,0,9,1,1,95.9,1,0,0,0,0,1,0
4071,0,0,0,16,0,1,38.9,1,0,0,0,0,1,0
2820,0,0,0,53,1,0,24.05,0,0,1,0,1,0,0
6138,1,1,0,67,1,0,83.85,1,0,0,0,0,1,0
2363,0,0,0,1,1,1,44.75,0,0,1,0,1,0,0
0,0,1,0,1,0,1,29.85,1,0,0,0,0,1,0
5518,0,1,1,30,1,1,94.4,1,1,1,1,0,0,0
180,0,0,0,1,0,0,29.95,0,1,0,0,0,0,1
2349,0,1,1,72,1,0,90.45,0,0,1,0,1,0,0
1920,0,1,0,22,1,1,20.45,0,0,1,0,1,0,0
5665,0,0,0,34,0,1,25.05,0,0,1,0,1,0,0
1310,0,1,0,34,1,1,97.65,1,1,1,1,0,0,0
5355,0,0,0,48,1,1,95.4,1,0,0,0,0,1,0
2289,0,1,1,72,1,0,107.45,0,0,1,0,1,0,0
3486,0,0,0,47,1,0,94.8,0,0,1,0,1,0,0
5716,0,0,1,2,1,1,55.3,0,0,1,0,1,0,0
5134,1,0,0,15,1,1,80.2,0,1,0,0,0,0,1
1952,0,1,1,20,1,1,95.5,0,0,1,0,1,0,0
4785,0,0,0,18,1,1,80.65,0,1,0,0,0,0,1
2303,0,0,0,2,1,1,47.8,0,1,0,0,0,0,1
6477,1,1,0,72,1,1,109.55,0,0,1,0,1,0,0
3876,0,0,0,22,1,1,100.65,1,0,0,0,0,1,0
5913,0,0,0,26,1,1,87.15,0,0,1,0,1,0,0
3665,0,1,0,71,1,1,99.0,0,0,1,0,1,0,0
5528,0,1,0,44,1,1,59.85,0,0,1,0,1,0,0
4671,0,0,0,25,1,1,100.25,0,1,0,0,0,0,1
2691,0,0,0,7,1,1,59.1,0,0,1,0,1,0,0
6707,1,1,0,72,1,1,25.7,0,0,1,0,1,0,0
675,1,0,0,65,1,1,110.35,0,0,1,0,1,0,0
5023,0,0,0,1,1,1,70.3,1,1,1,1,0,0,0
910,1,0,0,10,1,1,72.85,1,1,1,1,0,0,0
1146,0,0,0,29,0,0,35.6,0,0,1,0,1,0,0
759,0,1,1,72,1,1,90.35,0,0,1,0,1,0,0
391,1,1,0,27,1,1,84.8,1,0,0,0,0,1,0
5477,0,1,1,72,1,1,84.2,0,0,1,0,1,0,0
3592,0,0,0,1,1,1,45.65,1,1,1,1,0,0,0
3128,0,0,1,5,1,0,20.35,1,0,0,0,0,1,0
3619,0,1,1,72,1,0,85.3,0,0,1,0,1,0,0
1602,0,0,0,30,1,1,90.25,0,1,0,0,0,0,1
6065,0,0,0,59,1,0,25.0,0,0,1,0,1,0,0
4008,0,1,1,51,0,1,56.15,0,0,1,0,1,0,0
5071,0,1,0,1,1,0,75.35,1,0,0,0,0,1,0
4773,0,0,0,44,0,1,53.95,0,1,0,0,0,0,1
6855,0,0,0,42,1,1,67.7,0,0,1,0,1,0,0
6687,1,1,0,2,1,0,79.2,1,1,1,1,0,0,0
5073,0,0,1,22,0,1,49.45,1,0,0,0,0,1,0
4255,0,1,0,13,1,1,75.3,0,1,0,0,0,0,1
2970,1,0,0,5,1,1,70.25,0,1,0,0,0,0,1
3511,0,0,0,53,1,0,24.6,0,0,1,0,1,0,0
11,0,0,0,16,1,0,18.95,0,0,1,0,1,0,0
3925,0,1,0,37,1,0,72.1,0,0,1,0,1,0,0
3477,0,0,0,18,1,1,74.15,0,0,1,0,1,0,0
1231,0,0,0,20,1,0,64.4,0,0,1,0,1,0,0
4707,0,0,1,49,1,1,109.2,0,0,1,0,1,0,0
1927,0,1,1,47,1,1,107.35,1,1,1,1,0,0,0
5625,0,0,1,22,1,1,20.55,0,0,1,0,1,0,0
7038,0,1,1,24,1,1,84.8,1,0,0,0,0,1,0
1933,0,0,0,20,1,1,19.7,0,0,1,0,1,0,0
3378,0,1,0,72,1,0,84.45,0,0,1,0,1,0,0
1212,0,0,0,7,1,1,69.55,1,0,0,0,0,1,0
5981,0,1,1,38,1,1,20.2,0,0,1,0,1,0,0
2159,0,0,0,15,1,0,25.05,0,0,1,0,1,0,0
2775,1,1,0,53,1,1,60.05,0,1,0,0,0,0,1
1874,0,1,0,43,1,0,86.45,1,0,0,0,0,1,0
4540,0,0,0,1,1,0,20.95,1,0,0,0,0,1,0
2905,0,1,0,21,1,0,79.2,0,0,1,0,1,0,0
2782,0,1,1,38,1,1,85.4,1,0,0,0,0,1,0
4633,0,1,1,72,1,1,24.05,0,0,1,0,1,0,0
1625,0,1,0,9,1,1,75.75,0,1,0,0,0,0,1
4521,0,1,0,46,0,0,45.55,0,0,1,0,1,0,0
5743,1,0,0,38,1,0,20.2,0,0,1,0,1,0,0
3257,0,0,0,22,1,1,93.2,0,0,1,0,1,0,0
6385,0,0,1,4,1,1,101.7,0,1,0,0,0,0,1
3666,0,1,1,50,1,1,84.4,0,1,0,0,0,0,1
3634,1,0,0,72,1,0,113.8,0,0,1,0,1,0,0
4799,0,1,1,10,1,1,19.8,1,0,0,0,0,1,0
5232,0,1,1,2,1,0,20.3,0,0,1,0,1,0,0
3727,0,0,0,3,1,1,96.6,1,1,1,1,0,0,0
4661,0,1,1,70,1,1,89.0,0,0,1,0,1,0,0
3967,0,1,0,32,1,0,19.3,0,0,1,0,1,0,0
2504,0,0,0,2,1,1,75.7,1,1,1,1,0,0,0
6871,0,1,0,52,1,0,94.6,0,0,1,0,1,0,0
6884,0,1,0,3,0,1,35.15,1,1,1,1,0,0,0
4464,0,0,0,12,1,0,81.7,1,1,1,1,0,0,0
1916,0,0,0,44,1,1,84.8,0,1,0,0,0,0,1
151,0,0,0,7,1,0,95.0,0,1,0,0,0,0,1
667,0,0,0,49,0,1,30.2,0,0,1,0,1,0,0
840,1,0,0,55,1,1,100.0,1,1,1,1,0,0,0
2980,0,0,0,72,1,0,25.45,0,0,1,0,1,0,0
5172,0,0,0,54,1,0,20.0,0,0,1,0,1,0,0
4926,0,1,0,62,1,1,60.15,0,0,1,0,1,0,0
6022,0,0,0,20,1,1,18.9,0,0,1,0,1,0,0
4341,1,0,0,2,1,1,44.15,1,1,1,1,0,0,0
5309,0,1,0,61,1,0,20.25,0,0,1,0,1,0,0
1440,0,1,1,8,1,0,19.9,0,0,1,0,1,0,0
3985,1,1,0,16,1,1,54.55,1,0,0,0,0,1,0
253,0,0,1,32,1,0,83.7,1,0,0,0,0,1,0
4072,1,0,0,9,1,1,79.55,1,0,0,0,0,1,0
2758,0,0,0,5,1,0,20.25,0,0,1,0,1,0,0
5758,0,0,0,22,1,0,20.3,0,0,1,0,1,0,0
2199,0,1,1,52,1,0,25.75,0,0,1,0,1,0,0
4187,0,1,1,36,1,0,20.25,0,0,1,0,1,0,0
1728,0,0,0,45,1,0,81.65,0,0,1,0,1,0,0
6266,1,0,0,33,1,1,83.85,0,1,0,0,0,0,1
6823,0,0,0,4,1,1,50.55,0,0,1,0,1,0,0
377,0,1,0,25,1,1,104.95,1,1,1,1,0,0,0
3151,0,1,1,15,1,0,75.1,0,0,1,0,1,0,0
1940,0,0,0,63,1,0,71.5,0,0,1,0,1,0,0
5403,0,1,1,54,1,1,86.2,1,0,0,0,0,1,0
5915,0,0,0,69,1,1,19.1,0,0,1,0,1,0,0
4211,1,0,0,24,1,1,102.95,0,1,0,0,0,0,1
2526,0,0,0,1,1,0,19.4,0,1,0,0,0,0,1
5971,0,1,1,66,1,0,20.0,0,0,1,0,1,0,0
2166,1,1,0,59,1,1,94.05,1,0,0,0,0,1,0
754,0,1,0,2,1,0,90.35,1,0,0,0,0,1,0
6690,0,1,0,37,1,0,94.3,0,0,1,0,1,0,0
6046,0,0,0,9,1,1,85.3,1,0,0,0,0,1,0
2835,1,0,0,66,1,1,63.85,0,0,1,0,1,0,0
2270,1,0,0,3,1,1,86.85,0,1,0,0,0,0,1
2704,0,1,1,53,1,0,60.6,0,0,1,0,1,0,0
2510,0,0,0,1,1,1,74.25,1,1,1,1,0,0,0
6765,0,1,1,69,1,1,25.6,0,0,1,0,1,0,0
1532,0,0,0,14,1,0,19.6,0,0,1,0,1,0,0
538,0,1,0,69,1,1,95.65,0,0,1,0,1,0,0
2462,0,0,1,1,1,1,70.45,1,0,0,0,0,1,0
3166,0,1,0,14,1,0,48.8,0,0,1,0,1,0,0
2674,1,0,0,4,1,0,20.05,0,0,1,0,1,0,0
1917,1,1,0,72,1,0,89.1,0,0,1,0,1,0,0
782,0,1,1,27,1,1,54.75,0,0,1,0,1,0,0
5838,0,1,1,53,1,0,71.85,0,0,1,0,1,0,0
5135,0,0,0,1,1,0,19.75,0,0,1,0,1,0,0
6722,1,1,0,67,1,1,107.05,0,0,1,0,1,0,0
6001,0,0,0,1,0,1,24.9,0,0,1,0,1,0,0
3438,0,1,0,18,1,1,94.7,0,1,0,0,0,0,1
2609,0,1,0,61,1,1,105.55,0,1,0,0,0,0,1
7041,1,1,0,4,1,1,74.4,1,1,1,1,0,0,0
1663,0,1,0,51,1,1,94.65,0,1,0,0,0,0,1
2265,0,0,0,12,1,1,112.95,1,1,1,1,0,0,0
6933,0,0,0,1,1,1,69.6,1,1,1,1,0,0,0
5315,0,0,0,1,1,1,45.6,0,1,0,0,0,0,1
3331,0,1,1,0,1,0,19.85,1,0,0,0,0,1,0
3032,0,0,0,17,1,0,19.45,0,0,1,0,1,0,0
5669,1,1,0,43,1,1,100.55,0,0,1,0,1,0,0
4651,0,0,0,15,1,0,86.2,0,1,0,0,0,0,1
1435,1,1,0,65,1,1,109.4,1,0,0,0,0,1,0
5521,0,0,0,59,1,1,64.65,0,0,1,0,1,0,0
2670,0,1,1,51,1,1,95.15,1,0,0,0,0,1,0
3280,0,1,0,55,1,0,58.6,0,0,1,0,1,0,0
1978,0,0,0,57,1,0,69.75,0,0,1,0,1,0,0
2786,0,0,1,27,1,0,56.2,0,0,1,0,1,0,0
4727,0,1,0,60,1,1,20.5,0,0,1,0,1,0,0
2516,1,0,0,16,1,1,96.4,1,1,1,1,0,0,0
2297,0,1,0,54,1,0,110.35,1,1,1,1,0,0,0
6889,0,0,0,3,1,1,89.85,1,0,0,0,0,1,0
809,0,0,0,1,1,1,69.55,1,1,1,1,0,0,0
736,0,0,0,30,1,0,110.45,0,0,1,0,1,0,0
801,0,0,0,10,1,1,98.5,1,1,1,1,0,0,0
4753,0,1,1,4,1,0,80.85,1,1,1,1,0,0,0
218,0,1,1,65,1,1,84.2,0,0,1,0,1,0,0
5932,0,1,0,5,1,1,94.45,1,1,1,1,0,0,0
137,0,1,1,64,1,0,20.2,0,0,1,0,1,0,0
6949,0,1,1,32,0,1,36.25,1,0,0,0,0,1,0
4949,0,0,0,5,0,1,51.0,0,1,0,0,0,0,1
4407,0,0,1,8,1,0,20.35,1,0,0,0,0,1,0
3964,0,1,1,68,1,0,111.75,0,0,1,0,1,0,0
1649,0,0,0,27,1,1,56.15,0,0,1,0,1,0,0
6992,0,1,1,71,1,0,100.55,0,0,1,0,1,0,0
3860,0,0,1,19,0,1,25.35,0,0,1,0,1,0,0
4917,0,0,0,15,1,0,19.6,0,0,1,0,1,0,0
4243,0,0,1,40,1,1,64.1,1,0,0,0,0,1,0
1951,0,1,0,14,1,0,50.2,0,0,1,0,1,0,0
1124,0,0,0,12,1,1,49.05,0,0,1,0,1,0,0
6274,0,0,0,57,1,1,86.9,0,0,1,0,1,0,0
1556,0,0,0,1,1,0,91.7,1,1,1,1,0,0,0
2353,0,0,0,3,1,1,80.35,1,0,0,0,0,1,0
5654,1,1,0,70,1,0,105.35,0,0,1,0,1,0,0
814,1,0,0,5,1,0,20.05,0,0,1,0,1,0,0
4522,0,1,0,30,1,0,20.7,0,0,1,0,1,0,0
4838,0,1,0,67,1,1,109.7,1,0,0,0,0,1,0
5853,0,1,0,62,1,0,96.1,0,0,1,0,1,0,0
1816,0,0,0,1,1,0,19.2,0,0,1,0,1,0,0
895,0,0,0,30,1,1,94.3,0,0,1,0,1,0,0
6099,0,1,1,71,1,0,24.7,0,0,1,0,1,0,0
1788,0,1,0,57,1,1,19.6,0,0,1,0,1,0,0
6914,1,1,0,43,1,1,103.0,0,1,0,0,0,0,1
5777,0,1,0,72,1,0,68.15,0,0,1,0,1,0,0
3791,0,0,0,6,1,1,69.1,0,0,1,0,1,0,0
3196,0,0,0,3,1,0,20.25,0,0,1,0,1,0,0
4170,0,1,0,72,1,0,115.15,0,0,1,0,1,0,0
4816,0,1,1,55,1,1,75.0,0,0,1,0,1,0,0
5825,1,1,0,1,1,1,70.3,1,1,1,1,0,0,0
5122,0,1,1,27,1,0,49.85,0,0,1,0,1,0,0
