,,,,,,,,,,,,,,,,Threshold,0.5,Coefficient,10,1,5,20,,WEIGHTED ACCURACY,,,,,,,
,601,1,44,4,0,2,1,0,58561.31,0,0,1,0,0.230152564962608,0,0.269847435037392,0,TRUE,0,1,0,0,,,,,,,,,
,556,0,46,3,131764.96,1,1,1,108500.66,0,0,1,0,0.230223546007162,1,0.269776453992838,0,FALSE,0,0,0,1,,,,,,,,,
,647,1,64,1,91216,1,1,1,41800.18,0,0,1,0,0.230388096841997,0,0.269611903158003,0,TRUE,0,1,0,0,,,,,,,,,
,487,0,45,2,0,2,1,0,77475.73,1,0,0,0,0.230474818714585,0,0.269525181285415,0,TRUE,0,1,0,0,,,,,,,,,
,573,0,56,3,154669.77,1,0,1,115462.27,0,0,1,0,0.230808630120401,1,0.269191369879598,0,FALSE,0,0,0,1,,,,,,,,,
,489,1,51,3,0,2,0,1,174098.28,1,0,0,0,0.230927231420481,1,0.269072768579519,0,FALSE,0,0,0,1,,,,,,,,,
,590,1,40,2,117641.43,2,0,0,92198.05,0,1,0,0,0.231190420687531,0,0.268809579312469,0,TRUE,0,1,0,0,,,,,,,,,
,626,1,44,2,0,1,0,1,173117.22,1,0,0,0,0.231201100670538,1,0.268798899329462,0,FALSE,0,0,0,1,,,,,,,,,
,572,1,19,1,138657.08,1,1,1,16161.82,0,1,0,0,0.231292741159805,0,0.268707258840195,0,TRUE,0,1,0,0,,,,,,,,,
,586,0,38,2,136858.42,1,0,1,189143.94,0,1,0,0,0.231402942761814,0,0.268597057238185,0,TRUE,0,1,0,0,,,,,,,,,
,729,0,40,5,113574.61,2,1,0,103396.08,0,1,0,0,0.231603717209375,0,0.268396282790624,0,TRUE,0,1,0,0,,,,,,,,,
,636,0,52,4,111284.53,1,0,1,32936.44,0,0,1,0,0.231700257434238,1,0.268299742565762,0,FALSE,0,0,0,1,,,,,,,,,
,513,1,31,5,174853.46,1,1,0,84238.63,0,0,1,0,0.23198405540648,0,0.26801594459352,0,TRUE,0,1,0,0,,,,,,,,,
,615,1,41,9,109013.23,1,1,0,196499.96,0,0,1,0,0.231997111579753,0,0.268002888420247,0,TRUE,0,1,0,0,,,,,,,,,
,553,0,41,9,110112.54,2,0,0,81898.81,0,1,0,0,0.232832786599215,0,0.267167213400785,0,TRUE,0,1,0,0,,,,,,,,,
,622,1,46,4,107073.27,2,1,1,30984.59,0,0,1,0,0.233211421956197,1,0.266788578043803,0,FALSE,0,0,0,1,,,,,,,,,
,783,1,59,9,126224.87,1,1,1,4423.63,0,0,1,0,0.233628027876928,0,0.266371972123072,0,TRUE,0,1,0,0,,,,,,,,,
,616,0,59,5,153861.1,1,1,1,17699.48,1,0,0,0,0.233913970278755,0,0.266086029721245,0,TRUE,0,1,0,0,,,,,,,,,
,769,1,34,7,137239.17,1,1,1,71379.92,0,1,0,0,0.234256622937642,1,0.265743377062358,0,FALSE,0,0,0,1,,,,,,,,,
,757,1,44,9,0,2,1,0,177528.92,0,0,1,0,0.234273689312536,0,0.265726310687464,0,TRUE,0,1,0,0,,,,,,,,,
,725,0,46,6,0,2,1,0,161767.38,1,0,0,0,0.234641646976206,0,0.265358353023794,0,TRUE,0,1,0,0,,,,,,,,,
,755,0,40,2,137430.82,2,0,0,176768.59,0,1,0,0,0.234840258637484,0,0.265159741362516,0,TRUE,0,1,0,0,,,,,,,,,
,479,0,35,9,92833.89,1,1,0,99449.86,0,1,0,0,0.235074621622653,1,0.264925378377346,0,FALSE,0,0,0,1,,,,,,,,,
,554,1,37,4,58629.97,1,0,0,182038.6,0,1,0,0,0.23569329537032,0,0.26430670462968,0,TRUE,0,1,0,0,,,,,,,,,
,607,0,45,7,123859.6,1,0,1,113051.57,1,0,0,0,0.235892519970374,0,0.264107480029626,0,TRUE,0,1,0,0,,,,,,,,,
,738,1,67,1,130652.52,1,0,1,22762.23,1,0,0,0,0.235911636097484,0,0.264088363902516,0,TRUE,0,1,0,0,,,,,,,,,
,535,0,45,2,0,2,1,0,125658.28,1,0,0,0,0.235961778296186,0,0.264038221703814,0,TRUE,0,1,0,0,,,,,,,,,
,680,0,42,0,0,1,1,0,136377.21,0,0,1,0,0.236407902725708,0,0.263592097274292,0,TRUE,0,1,0,0,,,,,,,,,
,741,1,64,2,69311.16,1,1,1,59237.72,1,0,0,0,0.236526659945175,0,0.263473340054825,0,TRUE,0,1,0,0,,,,,,,,,
,711,1,35,2,133607.75,1,1,1,120586.32,0,1,0,0,0.237496017373336,0,0.262503982626664,0,TRUE,0,1,0,0,,,,,,,,,
,803,0,42,5,0,1,1,0,196466.83,1,0,0,0,0.237810716318833,1,0.262189283681167,0,FALSE,0,0,0,1,,,,,,,,,
,623,1,43,4,123536.52,2,0,0,154908.52,0,0,1,0,0.238642225610716,0,0.261357774389284,0,TRUE,0,1,0,0,,,,,,,,,
,533,0,47,9,83347.25,1,1,1,137696.25,1,0,0,0,0.238744266282923,0,0.261255733717077,0,TRUE,0,1,0,0,,,,,,,,,
,732,0,55,9,136576.02,1,0,1,3268.17,1,0,0,0,0.238800869347558,1,0.261199130652442,0,FALSE,0,0,0,1,,,,,,,,,
,748,1,40,3,103499.09,2,0,0,38153.19,0,1,0,0,0.238972736677316,0,0.261027263322684,0,TRUE,0,1,0,0,,,,,,,,,
,789,1,43,9,116644.29,2,1,1,60176.1,0,1,0,0,0.23901023100327,0,0.26098976899673,0,TRUE,0,1,0,0,,,,,,,,,
,590,1,51,10,84474.62,2,1,1,190937.09,0,0,1,0,0.239149104159272,0,0.260850895840727,0,TRUE,0,1,0,0,,,,,,,,,
,621,0,50,3,163085.79,1,0,1,131048.36,0,0,1,0,0.239283003647521,0,0.260716996352479,0,TRUE,0,1,0,0,,,,,,,,,
,757,0,46,0,0,2,1,0,37460.05,1,0,0,0,0.239396996582301,0,0.260603003417699,0,TRUE,0,1,0,0,,,,,,,,,
,657,0,42,5,41473.33,1,1,0,112979.6,0,0,1,0,0.239437450440166,1,0.260562549559834,0,FALSE,0,0,0,1,,,,,,,,,
,611,0,51,1,122874.74,1,1,1,149648.45,0,0,1,0,0.239879976619909,0,0.260120023380091,0,TRUE,0,1,0,0,,,,,,,,,
,769,0,43,4,110182.54,2,1,1,87537.32,0,1,0,0,0.240096223356363,0,0.259903776643637,0,TRUE,0,1,0,0,,,,,,,,,
,613,0,69,9,78778.49,1,0,1,8751.59,0,1,0,0,0.240149391484391,0,0.259850608515609,0,TRUE,0,1,0,0,,,,,,,,,
,704,0,48,8,167997.6,1,1,1,173498.45,0,0,1,0,0.240384252310425,0,0.259615747689575,0,TRUE,0,1,0,0,,,,,,,,,
,681,1,43,8,154100.3,1,0,0,114659.81,1,0,0,0,0.240426597025479,0,0.259573402974521,0,TRUE,0,1,0,0,,,,,,,,,
,708,1,42,8,192390.52,2,1,0,823.36,0,1,0,0,0.240669464673254,0,0.259330535326746,0,TRUE,0,1,0,0,,,,,,,,,
,580,0,76,2,130334.84,2,1,1,51672.08,0,1,0,0,0.240734740923622,0,0.259265259076378,0,TRUE,0,1,0,0,,,,,,,,,
,561,1,22,6,186788.96,2,1,0,73286.8,1,0,0,0,0.240809796105315,0,0.259190203894685,0,TRUE,0,1,0,0,,,,,,,,,
,497,0,41,5,80542.81,1,0,0,88729.22,0,1,0,0,0.241421716014097,1,0.258578283985903,0,FALSE,0,0,0,1,,,,,,,,,
,543,1,41,4,0,1,0,0,194902.16,0,0,1,0,0.241431791525922,0,0.258568208474078,0,TRUE,0,1,0,0,,,,,,,,,
,766,0,43,6,112088.04,2,1,1,36706.56,0,1,0,0,0.241668608915278,0,0.258331391084721,0,TRUE,0,1,0,0,,,,,,,,,
,702,0,45,0,80793.58,1,1,1,27474.81,1,0,0,0,0.241833587456406,0,0.258166412543594,0,TRUE,0,1,0,0,,,,,,,,,
,629,1,49,4,0,2,1,1,196335.48,1,0,0,0,0.242057775879723,0,0.257942224120277,0,TRUE,0,1,0,0,,,,,,,,,
,692,1,43,2,69014.49,2,0,0,164621.43,0,1,0,0,0.242290930558617,0,0.257709069441383,0,TRUE,0,1,0,0,,,,,,,,,
,645,0,45,4,0,1,0,1,174916.85,0,0,1,0,0.242607838410638,1,0.257392161589362,0,FALSE,0,0,0,1,,,,,,,,,
,611,1,40,7,128486.91,2,1,0,10109.47,0,1,0,0,0.242812719153077,0,0.257187280846923,0,TRUE,0,1,0,0,,,,,,,,,
,788,1,42,6,138650.49,2,1,0,64746.07,0,1,0,0,0.242994990059051,0,0.257005009940949,0,TRUE,0,1,0,0,,,,,,,,,
,847,1,35,5,111743.43,1,1,1,183584.14,0,1,0,0,0.243073537090221,0,0.256926462909779,0,TRUE,0,1,0,0,,,,,,,,,
,750,0,42,8,151836.36,2,1,0,68695.38,0,1,0,0,0.243563910265689,0,0.256436089734311,0,TRUE,0,1,0,0,,,,,,,,,
,598,1,64,1,62979.93,1,1,1,152273.57,0,0,1,0,0.243962914310305,0,0.256037085689695,0,TRUE,0,1,0,0,,,,,,,,,
,557,1,46,4,96173.17,2,1,1,116378.31,1,0,0,0,0.244100886993053,0,0.255899113006947,0,TRUE,0,1,0,0,,,,,,,,,
,794,1,46,8,134593.79,1,1,1,46386.37,0,0,1,0,0.244252985483501,0,0.255747014516499,0,TRUE,0,1,0,0,,,,,,,,,
,627,1,37,7,147361.57,1,1,1,133031.96,0,1,0,0,0.244516138752183,0,0.255483861247817,0,TRUE,0,1,0,0,,,,,,,,,
,718,0,26,7,147527.03,1,0,0,51099.56,0,1,0,0,0.244552574295849,0,0.255447425704151,0,TRUE,0,1,0,0,,,,,,,,,
,605,0,75,2,61319.63,1,0,1,186655.11,0,1,0,0,0.245045680067473,0,0.254954319932527,0,TRUE,0,1,0,0,,,,,,,,,
,594,0,50,7,81310.34,1,1,1,183868.01,1,0,0,0,0.245069950442357,0,0.254930049557643,0,TRUE,0,1,0,0,,,,,,,,,
,718,1,49,10,82321.88,1,0,1,11144.4,0,0,1,0,0.245783465960973,0,0.254216534039027,0,TRUE,0,1,0,0,,,,,,,,,
,657,0,40,7,99165.84,1,0,1,119333.95,0,1,0,0,0.246103793569308,1,0.253896206430692,0,FALSE,0,0,0,1,,,,,,,,,
,674,0,34,2,152797.9,1,1,0,175709.4,0,1,0,0,0.246316348024267,1,0.253683651975732,0,FALSE,0,0,0,1,,,,,,,,,
,558,1,32,1,108262.87,1,1,1,6935.31,0,1,0,0,0.246584251218031,0,0.253415748781969,0,TRUE,0,1,0,0,,,,,,,,,
,637,0,43,1,135645.29,2,0,1,101382.86,0,1,0,0,0.246779143623794,1,0.253220856376206,0,FALSE,0,0,0,1,,,,,,,,,
,722,0,46,5,0,2,1,0,179908.71,1,0,0,0,0.247325901894424,0,0.252674098105575,0,TRUE,0,1,0,0,,,,,,,,,
,749,1,40,8,141782.57,2,0,0,86333.63,0,1,0,0,0.247548171245752,0,0.252451828754248,0,TRUE,0,1,0,0,,,,,,,,,
,598,1,64,9,0,1,0,1,13181.37,1,0,0,0,0.247918192228877,1,0.252081807771123,0,FALSE,0,0,0,1,,,,,,,,,
,518,0,46,3,0,2,1,0,76515.79,1,0,0,0,0.248073360854616,0,0.251926639145384,0,TRUE,0,1,0,0,,,,,,,,,
,823,1,46,3,81576.75,1,1,1,28370.95,0,0,1,0,0.249244006341113,1,0.250755993658887,0,FALSE,0,0,0,1,,,,,,,,,
,837,0,49,8,103302.37,1,1,1,50974.57,1,0,0,0,0.249403161526801,0,0.250596838473199,0,TRUE,0,1,0,0,,,,,,,,,
,675,0,49,8,135133.39,1,0,1,179521.24,1,0,0,0,0.249743329319615,1,0.250256670680385,0,FALSE,0,0,0,1,,,,,,,,,
,698,1,36,7,121263.62,1,1,1,13387.88,0,1,0,0,0.249920669605533,0,0.250079330394467,0,TRUE,0,1,0,0,,,,,,,,,
,773,1,36,4,105858.71,1,0,1,4395.45,0,1,0,0,0.250083440914641,0,0.249916559085359,0,TRUE,0,1,0,0,,,,,,,,,
,548,0,57,6,76165.65,1,1,1,133537.53,1,0,0,0,0.250421504541065,0,0.249578495458935,0,TRUE,0,1,0,0,,,,,,,,,
,609,1,40,10,137389.77,2,1,0,170122.22,0,1,0,0,0.250487272658475,0,0.249512727341525,0,TRUE,0,1,0,0,,,,,,,,,
,646,0,39,9,111574.41,1,1,1,30838.51,0,1,0,0,0.250629730662205,0,0.249370269337795,0,TRUE,0,1,0,0,,,,,,,,,
,643,0,41,7,154902.66,1,1,1,49667.28,0,1,0,0,0.251439152384432,0,0.248560847615568,0,TRUE,0,1,0,0,,,,,,,,,
,686,0,29,3,185379.02,1,1,0,64679.07,0,1,0,0,0.251533468620416,0,0.248466531379584,0,TRUE,0,1,0,0,,,,,,,,,
,762,1,34,8,98592.88,1,0,1,191790.29,0,1,0,0,0.2517324219086,1,0.248267578091399,0,FALSE,0,0,0,1,,,,,,,,,
,712,0,43,1,141749.74,2,0,1,90905.26,0,1,0,0,0.251906062341177,0,0.248093937658823,0,TRUE,0,1,0,0,,,,,,,,,
,584,1,36,4,109646.83,1,1,1,70240.79,0,1,0,0,0.251926696822619,0,0.248073303177381,0,TRUE,0,1,0,0,,,,,,,,,
,463,0,20,8,204223.03,1,1,0,128268.39,0,0,1,0,0.251991411708873,0,0.248008588291127,0,TRUE,0,1,0,0,,,,,,,,,
,743,1,34,1,131736.88,1,1,1,108543.21,0,1,0,0,0.252251111563161,0,0.247748888436839,0,TRUE,0,1,0,0,,,,,,,,,
,707,1,53,6,109663.47,1,1,1,52110.45,0,0,1,0,0.252306659493609,0,0.247693340506391,0,TRUE,0,1,0,0,,,,,,,,,
,519,1,57,2,119035.35,2,1,1,29871.79,0,0,1,0,0.252328377163653,0,0.247671622836347,0,TRUE,0,1,0,0,,,,,,,,,
,850,0,43,5,129305.09,2,0,1,19244.58,0,1,0,0,0.252339670320981,0,0.247660329679019,0,TRUE,0,1,0,0,,,,,,,,,
,587,1,38,0,132122.42,2,0,0,31730.32,0,1,0,0,0.252493272099799,0,0.247506727900201,0,TRUE,0,1,0,0,,,,,,,,,
,549,0,25,6,193858.2,1,0,1,21600.11,0,0,1,0,0.25283567991547,0,0.24716432008453,0,TRUE,0,1,0,0,,,,,,,,,
,594,0,28,5,185013.02,1,1,0,16481.12,0,1,0,0,0.253091760465543,0,0.246908239534457,0,TRUE,0,1,0,0,,,,,,,,,
,739,0,58,2,101579.28,1,1,1,72168.53,1,0,0,0,0.25333936178825,0,0.246660638211749,0,TRUE,0,1,0,0,,,,,,,,,
,757,0,44,5,140856.16,2,1,0,158735.1,0,0,1,0,0.253378743654066,0,0.246621256345934,0,TRUE,0,1,0,0,,,,,,,,,
,674,1,38,10,83727.68,1,1,0,45418.12,0,1,0,0,0.253392695248348,0,0.246607304751652,0,TRUE,0,1,0,0,,,,,,,,,
,729,0,44,4,107726.93,2,1,0,153064.87,0,0,1,0,0.253578239632313,0,0.246421760367686,0,TRUE,0,1,0,0,,,,,,,,,
,850,1,45,2,122311.21,1,1,1,19482.5,0,0,1,0,0.253991466457048,0,0.246008533542952,0,TRUE,0,1,0,0,,,,,,,,,
,789,1,37,6,110689.07,1,1,1,71121.04,0,1,0,0,0.254163231840282,1,0.245836768159718,0,FALSE,0,0,0,1,,,,,,,,,
,729,0,39,6,127415.85,1,1,1,184977.2,0,1,0,0,0.254274214397566,1,0.245725785602434,0,FALSE,0,0,0,1,,,,,,,,,
,850,1,35,2,80931.75,1,0,0,12639.67,0,1,0,0,0.255114452820075,1,0.244885547179925,0,FALSE,0,0,0,1,,,,,,,,,
,446,1,45,10,125191.69,1,1,1,128260.86,0,0,1,0,0.255626427885331,1,0.244373572114669,0,FALSE,0,0,0,1,,,,,,,,,
,630,0,50,1,81947.76,1,0,1,63606.22,1,0,0,0,0.256419442606221,1,0.243580557393779,0,FALSE,0,0,0,1,,,,,,,,,
,515,0,48,5,129387.94,1,0,1,147955.91,1,0,0,0,0.256424252010085,1,0.243575747989915,0,FALSE,0,0,0,1,,,,,,,,,
,632,0,43,2,100013.51,1,1,0,24275.32,1,0,0,0,0.256696026186032,0,0.243303973813968,0,TRUE,0,1,0,0,,,,,,,,,
,611,1,43,8,64897.75,1,1,0,114996.33,1,0,0,0,0.256698199508842,0,0.243301800491158,0,TRUE,0,1,0,0,,,,,,,,,
,603,1,42,8,91611.12,1,0,0,144675.3,0,0,1,0,0.256704898091311,1,0.243295101908689,0,FALSE,0,0,0,1,,,,,,,,,
,739,1,41,8,0,1,1,0,191694.77,0,0,1,0,0.256765804557701,1,0.243234195442299,0,FALSE,0,0,0,1,,,,,,,,,
,708,1,44,2,161887.81,2,1,0,84870.23,1,0,0,0,0.25702044431558,0,0.24297955568442,0,TRUE,0,1,0,0,,,,,,,,,
,640,0,43,7,132412.38,1,0,0,69584.3,1,0,0,0,0.257301355393581,1,0.242698644606419,0,FALSE,0,0,0,1,,,,,,,,,
,682,0,46,4,0,1,1,1,4654.28,0,0,1,0,0.257309593599956,0,0.242690406400044,0,TRUE,0,1,0,0,,,,,,,,,
,745,0,35,4,98270.34,1,1,0,133617.43,0,1,0,0,0.25739737004261,0,0.24260262995739,0,TRUE,0,1,0,0,,,,,,,,,
,776,0,33,8,115130.34,1,0,0,129525.5,0,1,0,0,0.257407468779131,1,0.242592531220869,0,FALSE,0,0,0,1,,,,,,,,,
,626,0,43,4,137638.69,1,1,0,130442.08,1,0,0,0,0.257456645690577,1,0.242543354309423,0,FALSE,0,0,0,1,,,,,,,,,
,464,0,37,4,155994.15,1,0,0,143665.44,0,1,0,0,0.257572640694717,0,0.242427359305282,0,TRUE,0,1,0,0,,,,,,,,,
,611,0,46,6,0,2,1,0,45886.33,0,0,1,0,0.257866867216714,0,0.242133132783286,0,TRUE,0,1,0,0,,,,,,,,,
,572,0,43,2,140431.98,1,1,0,26450.57,1,0,0,0,0.257873624157037,1,0.242126375842963,0,FALSE,0,0,0,1,,,,,,,,,
,850,0,28,4,147972.19,1,1,0,60708.72,0,1,0,0,0.258025718078652,1,0.241974281921348,0,FALSE,0,0,0,1,,,,,,,,,
,817,0,59,1,118962.58,1,1,1,120819.58,1,0,0,0,0.258137723346953,0,0.241862276653047,0,TRUE,0,1,0,0,,,,,,,,,
,850,1,57,8,126776.3,2,1,1,132298.49,0,0,1,0,0.258535358637233,0,0.241464641362767,0,TRUE,0,1,0,0,,,,,,,,,
,649,1,37,8,114737.26,1,1,1,106655.88,0,1,0,0,0.259283818116353,1,0.240716181883647,0,FALSE,0,0,0,1,,,,,,,,,
,656,1,46,5,113402.14,2,1,1,138849.06,1,0,0,0,0.259447629536745,0,0.240552370463255,0,TRUE,0,1,0,0,,,,,,,,,
,724,1,33,9,119278.44,1,1,1,197148.24,0,1,0,0,0.259447758582717,0,0.240552241417283,0,TRUE,0,1,0,0,,,,,,,,,
,707,1,46,7,127476.73,2,1,1,146011.55,1,0,0,0,0.259486857069544,0,0.240513142930456,0,TRUE,0,1,0,0,,,,,,,,,
,625,1,49,2,80816.45,1,1,1,20018.79,0,0,1,0,0.260148094518208,0,0.239851905481792,0,TRUE,0,1,0,0,,,,,,,,,
,809,0,33,8,148055.74,1,0,0,199203.21,0,1,0,0,0.260183986253601,0,0.239816013746399,0,TRUE,0,1,0,0,,,,,,,,,
,756,0,62,3,0,1,1,1,11199.04,1,0,0,0,0.260649155574656,1,0.239350844425344,0,FALSE,0,0,0,1,,,,,,,,,
,738,1,40,1,115409.18,2,0,0,180456.8,0,1,0,0,0.260700236305035,0,0.239299763694965,0,TRUE,0,1,0,0,,,,,,,,,
,625,0,43,4,122351.29,1,1,0,71216.6,1,0,0,0,0.26092771945293,0,0.23907228054707,0,TRUE,0,1,0,0,,,,,,,,,
,706,0,54,9,117444.51,1,1,1,186238.85,1,0,0,0,0.261849967226781,0,0.238150032773219,0,TRUE,0,1,0,0,,,,,,,,,
,745,0,46,2,122220.19,1,1,1,118024.1,1,0,0,0,0.262064545391922,0,0.237935454608078,0,TRUE,0,1,0,0,,,,,,,,,
,782,0,52,4,0,1,1,1,52759.82,0,0,1,0,0.262067759744529,1,0.237932240255471,0,FALSE,0,0,0,1,,,,,,,,,
,734,0,43,7,107805.67,1,0,0,182505.68,1,0,0,0,0.262351684926106,0,0.237648315073894,0,TRUE,0,1,0,0,,,,,,,,,
,567,0,29,5,129750.68,1,1,0,109257.59,0,1,0,0,0.262415550678923,0,0.237584449321077,0,TRUE,0,1,0,0,,,,,,,,,
,757,1,30,6,161378.02,1,0,0,71926.28,0,1,0,0,0.262715859144428,1,0.237284140855572,0,FALSE,0,0,0,1,,,,,,,,,
,778,1,29,6,150358.97,1,1,0,62454.01,0,1,0,0,0.262721103226727,1,0.237278896773273,0,FALSE,0,0,0,1,,,,,,,,,
,685,0,58,1,104796.54,1,1,1,154181.41,1,0,0,0,0.263028660532793,0,0.236971339467206,0,TRUE,0,1,0,0,,,,,,,,,
,645,0,44,8,113755.78,2,1,0,149756.71,0,0,1,0,0.263213319742707,1,0.236786680257293,0,FALSE,0,0,0,1,,,,,,,,,
,652,0,33,7,128135.99,1,1,0,158437.73,0,1,0,0,0.263434085454096,0,0.236565914545904,0,TRUE,0,1,0,0,,,,,,,,,
,489,1,47,8,103894.38,2,1,1,107625.46,1,0,0,0,0.263480297729648,0,0.236519702270352,0,TRUE,0,1,0,0,,,,,,,,,
,593,1,38,4,129499.42,1,1,1,154071.27,0,1,0,0,0.263688234707025,0,0.236311765292975,0,TRUE,0,1,0,0,,,,,,,,,
,625,0,26,3,130483.95,1,1,0,122810.53,0,1,0,0,0.263760574858592,0,0.236239425141408,0,TRUE,0,1,0,0,,,,,,,,,
,771,0,50,3,105229.72,1,1,1,16281.68,1,0,0,0,0.263958297929837,1,0.236041702070163,0,FALSE,0,0,0,1,,,,,,,,,
,680,0,33,10,183768.47,1,1,0,164119.35,1,0,0,0,0.264175378196538,0,0.235824621803462,0,TRUE,0,1,0,0,,,,,,,,,
,623,0,48,5,118469.38,1,1,1,158590.25,1,0,0,0,0.264487278968588,0,0.235512721031412,0,TRUE,0,1,0,0,,,,,,,,,
,713,0,46,5,0,1,1,1,55701.62,1,0,0,0,0.26452810359082,0,0.23547189640918,0,TRUE,0,1,0,0,,,,,,,,,
,537,0,66,8,103291.25,2,1,1,130664.79,0,1,0,0,0.2646829947925,0,0.2353170052075,0,TRUE,0,1,0,0,,,,,,,,,
,605,1,64,2,129555.7,1,1,1,13601.79,1,0,0,0,0.264879482300064,0,0.235120517699936,0,TRUE,0,1,0,0,,,,,,,,,
,656,0,43,7,134919.85,1,1,0,194691.95,1,0,0,0,0.265073093907387,0,0.234926906092613,0,TRUE,0,1,0,0,,,,,,,,,
,500,0,45,2,109162.82,1,1,1,126145.08,1,0,0,0,0.26508942851822,0,0.23491057148178,0,TRUE,0,1,0,0,,,,,,,,,
,516,0,50,5,0,1,0,1,146145.93,0,0,1,0,0.265136658485287,1,0.234863341514713,0,FALSE,0,0,0,1,,,,,,,,,
,571,1,34,1,101736.66,1,0,1,195651.66,0,1,0,0,0.265326473810215,0,0.234673526189785,0,TRUE,0,1,0,0,,,,,,,,,
,558,1,56,7,121235.05,2,1,1,116253.1,1,0,0,0,0.265544197077207,0,0.234455802922793,0,TRUE,0,1,0,0,,,,,,,,,
,559,1,28,3,152264.81,1,0,0,64242.31,0,1,0,0,0.26573223138567,0,0.23426776861433,0,TRUE,0,1,0,0,,,,,,,,,
,552,0,55,3,0,1,1,1,40333.94,0,0,1,0,0.265830875575962,0,0.234169124424038,0,TRUE,0,1,0,0,,,,,,,,,
,519,0,38,1,114141.64,1,1,1,60988.21,0,1,0,0,0.266397791404033,1,0.233602208595966,0,FALSE,0,0,0,1,,,,,,,,,
,760,0,43,8,121911.59,1,1,0,193312.33,1,0,0,0,0.266660815515343,0,0.233339184484657,0,TRUE,0,1,0,0,,,,,,,,,
,623,0,42,1,149332.48,2,1,0,100834.22,0,1,0,0,0.266925917675887,0,0.233074082324113,0,TRUE,0,1,0,0,,,,,,,,,
,617,1,46,3,106521.49,1,0,1,86587.37,0,0,1,0,0.266988902749741,0,0.233011097250258,0,TRUE,0,1,0,0,,,,,,,,,
,786,1,62,8,0,1,1,1,165702.64,1,0,0,0,0.267631163587345,0,0.232368836412655,0,TRUE,0,1,0,0,,,,,,,,,
,738,0,35,6,101744.84,1,0,0,85185.44,0,1,0,0,0.267867785509755,0,0.232132214490245,0,TRUE,0,1,0,0,,,,,,,,,
,496,1,41,1,176024.05,2,1,0,182337.98,1,0,0,0,0.26809504091109,0,0.23190495908891,0,TRUE,0,1,0,0,,,,,,,,,
,590,0,47,0,117879.32,1,1,1,8214.46,1,0,0,0,0.268394838065756,0,0.231605161934244,0,TRUE,0,1,0,0,,,,,,,,,
,682,0,48,1,138778.15,1,0,1,168840.23,1,0,0,0,0.269008545054712,0,0.230991454945288,0,TRUE,0,1,0,0,,,,,,,,,
,739,0,32,3,102128.27,1,1,0,63981.37,0,1,0,0,0.269077035309975,1,0.230922964690025,0,FALSE,0,0,0,1,,,,,,,,,
,581,1,38,3,135157.05,1,1,1,32919.42,0,1,0,0,0.26940936505725,0,0.23059063494275,0,TRUE,0,1,0,0,,,,,,,,,
,633,0,29,6,117412.35,1,0,0,30338.94,0,1,0,0,0.269551638010615,0,0.230448361989385,0,TRUE,0,1,0,0,,,,,,,,,
,491,0,19,2,125860.2,1,0,0,129690.5,0,1,0,0,0.269563100818063,0,0.230436899181937,0,TRUE,0,1,0,0,,,,,,,,,
,411,1,36,10,0,1,0,0,120694.35,1,0,0,0,0.26990799219094,0,0.23009200780906,0,TRUE,0,1,0,0,,,,,,,,,
,695,0,27,6,125552.96,1,1,0,105291.26,0,1,0,0,0.2699095377846,0,0.2300904622154,0,TRUE,0,1,0,0,,,,,,,,,
,714,0,52,4,100755.66,1,1,1,186775.25,1,0,0,0,0.270621568557134,0,0.229378431442866,0,TRUE,0,1,0,0,,,,,,,,,
,555,0,55,4,146798.81,1,1,1,74149.77,1,0,0,0,0.270715867393691,0,0.229284132606309,0,TRUE,0,1,0,0,,,,,,,,,
,597,1,35,8,131101.04,1,1,1,192852.67,0,1,0,0,0.27071713476494,0,0.22928286523506,0,TRUE,0,1,0,0,,,,,,,,,
,520,0,61,8,133802.29,2,1,1,90304.01,0,1,0,0,0.270739549168231,0,0.229260450831769,0,TRUE,0,1,0,0,,,,,,,,,
,648,0,44,9,111369.79,2,1,1,91947.74,0,1,0,0,0.270924001596378,0,0.229075998403622,0,TRUE,0,1,0,0,,,,,,,,,
,598,1,56,4,98365.33,1,1,1,44251.33,0,0,1,0,0.271383478006498,0,0.228616521993502,0,TRUE,0,1,0,0,,,,,,,,,
,671,0,58,1,178713.98,1,1,1,21768.21,0,0,1,0,0.271617897360956,0,0.228382102639044,0,TRUE,0,1,0,0,,,,,,,,,
,842,0,58,1,63492.94,1,1,1,83172.19,1,0,0,0,0.271716873427405,0,0.228283126572595,0,TRUE,0,1,0,0,,,,,,,,,
,850,1,42,8,0,1,1,0,19632.64,1,0,0,0,0.271791083789899,1,0.228208916210101,0,FALSE,0,0,0,1,,,,,,,,,
,651,0,29,3,121890.06,1,1,0,54530.51,0,1,0,0,0.271962229201528,1,0.228037770798472,0,FALSE,0,0,0,1,,,,,,,,,
,691,0,30,7,116927.89,1,1,0,21198.39,0,1,0,0,0.272450418047314,0,0.227549581952686,0,TRUE,0,1,0,0,,,,,,,,,
,777,0,44,3,124655.59,2,0,1,79792.3,0,1,0,0,0.272806159326225,0,0.227193840673775,0,TRUE,0,1,0,0,,,,,,,,,
,567,1,46,1,68238.51,2,1,1,109572.58,0,1,0,0,0.273100492641292,0,0.226899507358708,0,TRUE,0,1,0,0,,,,,,,,,
