,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.855333333333333,0.771333333333333,0.798333333333333,0.854666666666667
7475,698,0,31,1,156111.24,1,0,0,134790.74,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5674,540,0,28,8,0,2,0,0,197588.32,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9609,741,1,35,1,0,2,1,0,36557.55,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3600,506,1,57,6,0,2,0,1,194421.12,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
1537,821,1,28,8,0,1,1,1,36754.13,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8125,629,1,38,9,123948.85,1,1,0,76053.07,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2603,643,1,34,7,160426.07,1,0,1,188533.11,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4876,657,1,27,8,0,2,0,0,6468.24,0,0,1,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
2418,614,0,40,6,0,1,1,1,20339.79,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
8330,815,1,38,2,48387,1,1,0,184796.84,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2654,532,0,44,3,148595.55,1,1,0,74838.64,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
703,574,0,36,1,0,2,0,1,71709.12,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4685,537,0,42,1,190569.23,1,0,1,127154.8,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9195,529,0,29,4,135759.4,1,0,0,112813.79,0,1,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
9313,722,1,37,0,125977.81,1,0,0,160162.42,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
4993,554,1,44,6,92436.86,1,1,0,126033.9,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
7963,630,0,37,6,0,2,1,1,82647.65,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5169,651,0,31,7,138008.06,2,1,0,129912.74,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9590,772,0,34,7,111565.91,1,1,1,121073.23,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9800,762,1,35,3,119349.69,3,1,1,47114.18,0,0,1,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
9890,662,0,37,4,155187.3,1,1,0,48930.8,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7514,699,0,64,9,113109.52,1,1,0,27980.8,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
896,718,0,35,8,0,2,1,0,94820.85,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2486,683,1,36,7,0,2,1,0,104786.59,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6541,748,0,35,5,105492.53,1,1,1,150057.2,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8225,670,1,57,3,175575.95,2,1,0,99061.75,0,0,1,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
3091,656,0,37,2,0,2,0,1,67840.81,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1983,748,1,40,4,0,2,1,0,132368.47,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4215,789,1,53,1,158271.74,1,1,1,5036.39,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
4893,764,0,29,5,0,2,1,0,65868.28,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2867,559,1,27,1,0,1,0,1,1050.33,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7501,681,1,58,8,93173.88,1,1,1,139761.25,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8122,564,1,53,2,45472.28,1,1,1,41055.71,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
8926,620,0,28,8,0,2,1,1,199909.32,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6169,542,0,29,9,0,1,1,0,8342.35,1,0,0,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
9222,559,0,28,3,141099.43,1,1,1,15607.27,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5617,626,0,43,4,137638.69,1,1,0,130442.08,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
2899,586,1,35,7,0,2,1,0,70760.69,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2680,625,1,39,5,0,2,1,0,32615.21,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5705,628,0,40,5,181768.32,2,1,1,129107.97,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4243,768,1,26,5,51116.26,1,1,1,70454.79,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
5259,582,0,52,2,151457.88,1,0,1,40893.61,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6487,580,0,31,2,0,2,0,1,64014.24,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7920,714,0,34,5,141173.03,1,0,1,98896.06,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
835,559,0,34,2,137390.11,2,1,0,9677,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
782,517,0,41,2,0,2,0,1,75937.47,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9914,496,1,34,1,102723.35,2,1,0,180844.81,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8633,767,1,35,2,0,2,0,0,144251.38,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8624,745,0,35,4,98270.34,1,1,0,133617.43,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7766,643,0,35,2,0,2,0,0,67979.35,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9886,675,0,31,2,90826.27,2,1,0,60270.87,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2215,493,0,36,9,0,2,1,1,65816.53,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9901,706,1,56,3,139603.22,1,1,1,86383.61,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
4705,533,1,22,10,115743.6,1,0,0,43852.05,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6497,669,0,50,9,201009.64,1,1,0,158032.5,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
8748,655,1,44,6,146498.76,1,1,0,64853.51,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
6126,535,1,29,5,0,2,0,1,52709.55,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3265,422,1,33,2,0,2,1,0,102655.31,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1175,719,0,39,5,0,2,1,0,145759.7,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4807,611,0,28,2,0,2,0,0,25395.83,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9941,657,0,36,8,0,2,0,1,123866.43,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7707,848,0,35,5,120046.74,2,1,0,84710.65,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9154,581,1,27,5,102258.11,2,1,0,194681.6,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7951,850,1,40,0,0,2,1,0,1099.95,1,0,0,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
532,729,0,32,6,93694.42,1,1,1,79919.13,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7273,660,0,38,6,109869.32,1,1,1,154641.91,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8813,850,1,26,8,123126.29,1,1,0,74425.41,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
6926,660,0,34,1,0,2,1,0,9692.58,1,0,0,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
2606,657,0,32,3,118829.03,2,1,1,73127.61,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4286,781,1,42,3,156555.54,1,1,1,175674.01,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4369,662,1,22,2,126362.57,2,1,1,97382.8,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
684,583,0,24,9,135125.28,1,0,0,89801.9,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5197,804,1,71,8,0,2,0,1,147995.96,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2331,508,0,28,0,96213.82,2,1,0,147913.56,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4568,584,0,32,8,40172.91,1,1,1,137439.34,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7551,626,1,37,2,133968.96,2,1,0,148689.65,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1360,647,1,22,3,97975.82,2,0,1,62083,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5749,844,1,29,8,0,2,0,0,147342.03,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5148,731,0,70,3,0,2,1,1,141180.66,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9543,647,1,35,6,112668.7,1,0,1,122584.29,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2273,726,1,27,7,123826.07,1,0,1,78970.58,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9412,725,0,26,6,98684.15,1,0,0,133720.57,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9290,850,0,33,8,73059.38,1,1,1,186281,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7762,850,1,34,2,0,2,0,0,51919.04,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4485,751,0,34,9,108513.25,2,1,1,27097.82,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7553,719,1,35,8,0,1,1,1,165162.4,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
951,789,0,33,8,151607.56,1,1,0,4389.4,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2902,691,1,33,1,128306.83,1,1,1,113580.79,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3043,636,1,38,1,0,1,1,0,45015.38,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2122,765,1,32,9,178095.55,1,0,0,47247.56,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8178,707,1,46,7,127476.73,2,1,1,146011.55,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
828,630,1,31,2,112373.49,2,1,1,131167.98,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7921,588,1,35,7,0,2,1,1,108739.15,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4431,616,1,42,6,117899.95,2,0,0,150266.81,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
559,850,1,70,5,0,1,1,1,705.18,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
260,732,0,42,9,108748.08,2,1,1,65323.11,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8809,593,1,38,5,142658.04,2,0,1,135337.11,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3639,680,1,48,8,115115.38,1,1,0,139558.6,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
7804,684,0,59,9,122471.09,1,0,1,15807.07,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2424,573,0,31,2,0,2,1,1,91957.39,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8800,691,0,37,9,149405.18,1,1,1,146411.6,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2182,665,0,38,9,0,1,0,1,87412.74,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7684,615,0,41,1,126773.43,1,1,1,55551.26,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2083,534,0,24,1,0,1,1,1,169653.32,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6889,473,1,25,6,110666.42,2,0,0,46758.42,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4241,793,0,63,0,0,2,0,1,27166.75,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5729,488,0,43,10,112751.13,1,1,1,28332,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8589,691,1,34,7,0,2,0,1,161559.12,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6975,556,0,38,2,115463.16,1,1,0,150679.65,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5402,828,0,37,4,0,2,1,0,94845.45,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3141,710,1,24,2,110407.44,2,0,0,15832.43,0,1,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
2071,686,1,36,5,0,2,1,1,152979.14,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7722,684,0,18,9,90544,1,0,1,4777.23,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
272,811,1,34,1,149297.19,2,1,1,186339.74,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
660,632,1,41,3,81877.38,1,1,1,33642.21,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2275,550,1,48,6,0,2,1,1,191870.28,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4300,700,1,28,3,99705.69,2,0,0,146723.72,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4139,564,0,40,7,108407.34,1,1,1,83681.2,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
5646,526,1,35,9,118536.4,1,1,0,40980.87,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
779,679,1,35,8,119182.73,1,0,0,121210.09,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7439,432,1,27,6,62339.81,2,0,0,53874.67,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
179,754,1,55,3,161608.81,1,1,0,8080.85,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
2118,460,1,27,7,0,2,1,0,156150.08,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1219,693,0,44,5,124601.58,2,1,1,46998.13,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
4343,549,0,54,5,92877.33,1,1,0,2619.64,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
9828,576,0,39,1,0,2,1,1,68814.23,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1709,850,0,30,2,0,2,0,1,27937.12,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8181,598,0,28,8,129991.76,2,0,1,46041.08,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5135,518,0,40,4,0,2,0,1,194416.58,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3587,721,0,41,2,0,2,1,0,168219.75,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9435,685,0,38,4,111798.06,2,1,1,102184.66,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8711,516,1,65,9,102541.1,1,1,0,181490.42,0,0,1,1,0,1,0,0.68192439862543,TRUE,FALSE,TRUE,FALSE,FALSE
471,703,0,37,1,149762.08,1,1,0,20629.4,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
8143,676,0,23,1,107787.47,1,0,1,116378.82,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1653,500,0,56,1,100374.58,1,1,0,118490.8,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
3227,691,0,26,9,136623.19,1,1,0,153228,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8062,663,1,46,6,95439.4,1,1,1,21038.58,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
596,685,0,43,9,0,2,1,0,107811.28,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5340,680,0,42,0,0,1,1,0,136377.21,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
5667,672,1,34,8,0,2,1,1,16245.25,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5164,642,0,36,4,0,2,1,1,195224.91,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
128,828,1,41,7,0,2,1,0,171378.77,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2317,630,1,36,2,110414.48,1,1,1,48984.95,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2018,691,0,27,3,160358.68,2,1,0,142367.72,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2547,682,1,59,0,122661.39,1,0,1,84803.76,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
174,512,0,40,5,0,2,1,1,146457.83,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
749,460,0,46,4,127559.97,2,1,1,126952.5,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9853,719,0,37,10,145382.61,1,1,0,80408.59,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2214,850,1,26,4,62610.96,2,0,1,179365.1,1,0,0,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
8278,709,1,36,8,0,2,1,1,69676.55,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8682,735,0,34,1,141796.43,1,1,0,45858.49,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2583,712,1,31,7,0,2,1,0,170333.38,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6383,594,0,36,6,153880.15,1,0,0,135431.72,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2079,562,0,45,6,136855.24,1,1,0,46864,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8175,561,1,22,6,186788.96,2,1,0,73286.8,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6120,715,0,40,7,0,1,1,1,141359.11,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9323,644,0,50,9,76817,4,1,0,196371.13,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
4516,497,1,32,8,111537.23,4,1,1,9497.99,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
8812,652,0,26,3,137998.2,2,0,1,168989.77,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8492,494,0,28,9,114731.76,2,0,1,79479.74,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1322,700,1,44,2,58781.76,1,1,0,16874.92,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9066,662,0,30,5,115286.68,2,1,1,149587.92,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4253,728,1,29,1,0,1,1,1,83056.22,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1452,687,1,35,3,99587.43,1,1,1,1713.1,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
8149,492,1,38,8,57068.43,2,1,0,188974.81,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7633,661,1,47,0,109493.62,1,0,0,188324.01,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
5048,707,0,42,2,16893.59,1,1,1,77502.56,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
4415,764,1,24,0,0,2,1,0,88724.49,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7593,418,0,28,7,98738.92,1,1,0,122190.22,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3641,640,0,62,3,0,1,1,1,101663.47,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8498,712,0,37,7,93978.96,2,1,0,60651.77,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6515,803,1,65,2,151659.52,2,0,1,6930.17,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1579,618,0,41,8,37702.79,1,1,1,195775.48,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4670,637,0,41,2,138014.4,2,1,0,140298.24,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5125,542,0,54,8,105770.14,1,0,1,140929.98,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
34,722,1,29,9,0,2,1,1,142033.07,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6124,736,0,32,7,0,1,0,1,79082.62,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2241,681,0,42,3,118199.97,2,1,0,9452.88,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
6250,608,0,42,10,163548.07,1,1,0,38866.85,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1658,748,0,44,2,92911.52,1,0,1,85495.24,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2932,688,1,54,9,0,1,1,0,191212.63,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
8200,767,0,47,5,0,1,1,0,121964.46,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
1061,710,1,38,4,0,2,1,1,136390.88,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8159,461,1,25,6,0,2,1,1,15306.29,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4262,515,0,41,8,0,2,1,1,185054.14,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7429,685,1,43,6,117302.62,1,0,0,68701.73,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
7751,750,1,39,6,0,2,0,0,19264.33,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9717,757,0,30,3,145396.49,1,0,1,198341.15,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2339,651,0,26,5,147037.32,1,0,0,141763.26,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5088,543,0,42,4,89838.71,3,1,0,85983.54,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
2298,607,0,61,2,164523.5,2,1,1,35786.76,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5368,538,1,62,3,75051.49,1,0,0,17682.02,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
8681,565,1,40,2,0,2,1,1,129956.13,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6632,694,0,31,5,0,1,1,0,35593.18,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8096,671,1,38,6,132129.72,1,0,1,76068.95,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7062,597,1,41,4,145809.53,2,1,1,52319.26,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9341,654,0,29,7,0,2,1,1,149184.15,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8038,613,1,50,5,101242.98,2,1,0,12493.61,0,1,0,1,0,1,0,0.68192439862543,TRUE,FALSE,TRUE,FALSE,FALSE
9892,604,0,40,5,155455.43,1,0,1,113581.85,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2053,850,0,63,8,169832.57,1,0,0,184107.26,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
9756,648,1,43,7,81153.82,1,1,1,144532.85,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
129,770,0,24,9,101827.07,1,1,0,167256.35,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2490,696,1,35,4,174902.26,1,1,0,69079.85,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
