,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
108336,1,0,1,50,0,1,3363,3,3,3,3,3,4,5,4,4,4,4,3,4,4,39,34.0
86041,0,0,1,46,0,1,3359,3,5,5,5,5,4,4,3,3,3,3,2,3,3,18,11.0
67106,0,0,1,47,0,0,383,1,4,4,4,1,4,3,1,1,1,1,4,1,2,34,34.0
113803,1,1,1,72,0,0,1584,5,3,3,3,5,5,5,5,1,2,5,4,3,5,0,0.0
64340,1,0,1,46,0,1,283,0,0,0,3,4,4,5,3,3,2,2,5,3,4,0,0.0
101365,1,1,1,60,0,1,364,1,1,1,1,3,5,5,4,4,4,4,3,4,3,0,0.0
123674,1,1,1,34,0,1,373,5,5,5,5,4,5,5,5,5,5,5,5,5,3,2,1.0
85949,0,1,1,48,0,1,1507,3,5,5,5,5,3,4,3,3,3,3,3,3,1,6,2.0
92542,1,0,1,47,0,1,2846,1,1,1,1,4,4,4,4,4,4,4,5,4,4,21,11.0
102014,1,1,1,54,0,1,2492,5,5,5,5,3,4,5,4,4,4,4,4,4,5,0,0.0
40085,1,0,0,22,0,1,1442,0,0,0,1,5,0,5,5,5,3,4,3,5,5,0,0.0
117646,1,1,1,54,0,0,1258,5,2,2,2,5,5,5,5,3,2,4,4,3,5,9,0.0
45074,0,1,0,23,0,0,1534,2,0,2,4,4,2,4,4,3,3,5,4,4,4,5,0.0
20030,1,0,1,33,1,0,1444,5,5,5,5,2,5,4,4,4,5,4,3,4,3,0,0.0
9018,0,1,1,33,1,0,1210,2,1,2,3,2,2,2,2,1,4,3,2,2,2,0,0.0
29799,1,0,1,38,1,0,1236,1,1,1,1,5,5,5,5,5,3,5,5,4,5,0,0.0
22032,0,1,1,70,1,0,1228,3,2,3,3,5,3,5,5,3,3,2,4,3,5,0,0.0
92667,1,1,1,51,0,1,3526,5,5,5,5,4,4,5,4,4,4,4,4,4,5,0,0.0
64299,1,1,1,42,0,1,2693,0,0,0,3,3,4,4,4,4,4,4,4,4,4,19,19.0
63715,1,0,1,53,0,1,1805,0,0,0,1,4,5,5,2,2,2,2,5,2,4,3,0.0
116634,1,0,1,56,0,1,4477,3,3,3,3,5,5,5,4,4,4,4,5,3,5,415,410.0
56658,1,1,0,26,0,1,1802,4,0,4,1,5,4,5,5,4,3,5,4,5,5,0,0.0
96297,1,0,1,46,0,1,3770,5,5,5,5,3,4,5,4,4,4,4,5,4,5,31,52.0
85939,0,0,1,35,0,0,1287,3,2,4,2,3,3,3,3,1,5,3,2,3,3,23,23.0
101856,0,0,1,33,0,1,3668,4,3,3,3,4,3,3,4,4,4,4,2,4,3,0,4.0
74789,0,1,1,59,0,1,283,2,2,2,2,3,4,4,2,2,2,2,3,2,2,22,16.0
77368,0,1,1,32,0,1,4404,2,5,5,5,2,2,2,2,2,1,3,2,4,2,0,0.0
47441,0,1,0,34,0,1,1271,2,2,2,3,5,2,5,5,3,3,4,3,5,5,1,0.0
63968,1,0,1,60,0,1,3022,0,0,0,2,5,4,5,5,5,4,4,3,5,3,0,0.0
67765,0,1,1,28,0,1,1828,1,5,5,5,1,1,1,1,1,4,4,4,3,1,9,13.0
89289,1,0,1,56,0,1,252,1,1,1,1,4,5,4,3,3,4,4,5,3,4,56,58.0
77248,0,1,1,48,0,1,3398,2,5,3,5,4,3,3,2,2,2,2,4,2,3,31,11.0
47975,0,1,0,30,0,0,1385,2,2,2,3,4,2,3,4,2,2,3,3,3,4,0,0.0
8035,0,1,1,36,1,0,1555,1,5,5,1,2,5,4,2,4,4,5,3,5,2,24,6.0
20971,1,0,1,18,1,0,1093,3,3,3,3,2,5,1,5,5,5,4,3,5,3,0,0.0
37671,0,0,1,29,1,0,1936,4,5,4,3,5,4,5,5,3,3,4,3,4,5,67,53.0
119864,1,1,1,36,0,1,1896,1,1,1,1,2,4,4,5,5,5,5,3,5,4,14,0.0
252,1,0,1,13,1,0,1372,0,3,0,5,2,0,2,2,2,5,3,4,2,2,1,3.0
76962,1,1,1,47,0,1,1677,4,4,3,4,5,5,4,2,2,2,2,4,2,3,5,0.0
47016,0,0,0,42,0,1,1290,2,2,2,3,2,2,2,2,5,4,5,5,4,2,44,46.0
76960,1,0,1,59,0,1,415,3,3,3,3,2,5,5,2,2,2,2,3,2,4,56,33.0
80931,0,0,1,66,0,1,385,3,4,4,4,5,2,3,3,3,3,3,2,3,3,65,57.0
74137,0,0,1,40,0,0,1952,2,3,3,3,2,2,2,2,2,2,4,2,3,2,0,0.0
39671,1,0,1,69,1,0,403,5,5,5,2,4,5,4,1,1,5,1,4,1,5,0,0.0
80060,1,1,1,58,0,1,425,3,3,3,3,3,5,5,3,3,3,3,5,3,3,0,0.0
113963,1,1,1,23,0,1,3186,4,4,4,4,5,5,5,5,5,5,3,4,5,5,5,0.0
102685,1,1,1,43,0,1,2127,1,1,1,1,3,5,5,4,4,4,4,5,4,4,5,0.0
52504,0,0,0,30,0,1,2863,3,3,3,1,4,3,2,4,5,5,3,4,5,4,0,0.0
90924,1,1,1,34,0,1,3021,1,1,1,1,2,5,4,4,4,4,4,4,4,5,0,0.0
73450,0,1,1,64,0,1,1925,2,3,3,3,2,4,3,2,2,2,2,1,2,4,4,9.0
90925,1,1,1,30,0,1,5378,3,3,3,3,4,4,4,4,2,2,2,5,5,4,15,4.0
28499,0,1,1,28,1,0,2730,3,5,2,3,2,4,4,5,3,4,5,4,4,4,214,207.0
25288,1,0,1,65,1,0,758,4,4,4,4,3,5,5,5,5,5,5,5,5,3,4,13.0
35790,0,1,1,58,1,0,1759,4,4,4,4,2,4,3,2,3,4,5,4,5,2,31,27.0
39191,1,0,1,22,1,0,2227,5,4,5,3,3,4,3,3,4,4,5,5,5,3,0,3.0
76599,1,0,1,55,0,1,3121,1,1,1,1,4,5,4,2,2,2,2,4,2,5,30,28.0
63139,1,1,0,27,0,1,1974,5,5,5,3,1,5,2,1,3,3,5,5,5,1,12,20.0
123237,1,0,1,45,0,1,1635,4,4,4,4,2,5,4,5,5,5,5,5,5,3,25,26.0
91770,1,1,1,55,0,1,491,3,3,2,3,3,5,5,4,4,4,4,4,4,5,12,7.0
88322,1,0,1,48,0,1,3969,4,4,4,4,2,5,4,3,3,4,3,5,3,4,32,18.0
572,1,1,1,63,1,0,1652,0,5,0,1,4,0,4,4,4,4,4,4,4,4,0,0.0
10867,1,0,1,37,1,0,1619,5,5,5,5,5,4,4,4,4,4,4,3,4,5,0,0.0
19525,1,0,1,38,1,0,1555,4,4,4,4,5,4,5,5,5,4,5,3,5,3,0,0.0
13243,0,1,1,44,1,0,1700,2,4,2,2,5,2,5,5,3,5,5,3,5,5,0,0.0
19524,0,1,1,38,1,0,1756,2,5,2,5,2,2,2,2,5,2,5,3,5,2,0,0.0
106074,1,0,1,50,0,1,374,3,3,3,3,3,5,4,4,4,4,4,4,4,5,4,0.0
79271,1,1,1,41,0,1,4005,4,4,2,4,3,4,4,2,2,3,2,4,2,4,33,5.0
83495,0,1,1,17,0,1,4343,3,5,5,5,3,3,3,3,1,3,4,1,4,3,0,0.0
101776,0,1,1,31,0,0,2046,4,3,3,3,4,4,4,4,1,4,4,1,4,4,26,13.0
32708,0,0,1,18,1,0,1797,4,1,5,1,5,5,5,5,1,3,1,4,1,5,23,23.0
30600,0,1,1,66,1,0,1597,3,5,3,3,1,3,2,1,4,1,2,2,3,1,20,8.0
25477,0,1,1,64,1,0,1817,3,4,3,2,5,3,5,5,1,3,4,1,2,5,0,0.0
24170,1,0,1,45,1,0,399,3,3,3,3,3,4,4,5,5,5,5,4,5,3,0,0.0
101292,1,0,1,44,0,1,2398,1,1,1,1,2,5,5,4,4,4,4,4,4,3,22,4.0
91771,1,0,1,44,0,1,492,3,3,3,3,3,4,5,4,4,4,4,5,4,5,0,0.0
61448,1,0,0,23,0,0,1574,5,0,5,1,1,5,1,1,4,5,5,3,5,1,54,44.0
128394,1,0,1,18,0,1,3961,3,3,3,3,5,5,5,5,5,3,4,4,5,5,0,0.0
103651,1,0,1,60,0,1,3918,5,5,5,5,5,5,5,4,4,4,4,5,4,3,61,47.0
42302,0,0,0,24,0,0,2607,1,1,1,3,5,1,5,5,2,5,4,3,3,5,47,45.0
30140,0,1,1,10,1,0,2345,3,5,3,3,4,3,4,4,5,5,5,5,5,4,4,0.0
44585,0,1,0,25,0,1,1998,2,0,2,1,5,2,3,5,4,2,4,5,4,5,2,1.0
63170,1,1,0,26,0,1,1461,5,5,5,3,2,5,3,2,3,4,4,4,4,2,0,0.0
88680,1,0,1,50,0,1,3267,3,3,3,3,5,4,5,3,3,4,3,3,3,4,91,80.0
28550,0,1,1,46,1,0,1486,3,5,2,4,1,2,1,1,5,3,5,5,4,1,0,0.0
88881,1,1,1,47,0,1,542,3,3,3,3,2,5,5,3,3,4,3,3,3,3,0,0.0
115777,1,0,1,43,0,1,562,2,2,2,2,3,4,5,5,5,5,5,5,5,4,17,19.0
76331,0,0,1,45,0,0,539,2,3,3,3,1,4,4,2,2,2,2,1,2,4,21,15.0
91601,1,1,1,52,0,1,3261,5,5,5,5,4,4,4,4,4,4,4,5,4,3,0,0.0
3087,1,0,1,13,1,1,2113,5,5,5,2,1,5,1,1,1,4,2,4,3,1,10,18.0
60927,1,0,0,23,0,0,2410,4,5,4,1,3,4,3,3,4,2,4,5,5,3,31,30.0
128813,1,0,1,44,0,1,3993,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,0.0
111944,1,1,1,53,0,1,623,4,4,4,4,4,5,5,4,4,5,4,3,4,4,0,0.0
57623,1,1,0,18,0,0,2321,4,1,4,4,1,4,1,1,4,2,5,4,4,1,15,8.0
43436,0,0,0,24,0,1,2106,1,2,0,3,5,0,5,5,1,3,4,2,4,5,2,7.0
61672,1,0,0,10,0,0,1814,5,0,5,3,1,0,1,1,3,4,5,4,4,1,0,0.0
68250,0,1,1,52,0,0,1872,1,5,5,5,1,1,1,1,1,1,4,4,3,1,0,0.0
61769,1,0,0,39,0,0,1280,5,0,5,3,4,5,4,4,3,5,4,3,5,4,7,0.0
43900,0,1,0,19,0,0,2247,1,3,1,3,3,1,3,3,4,2,4,1,3,3,0,0.0
1900,1,0,1,32,1,0,2038,4,4,4,4,3,4,4,2,2,4,3,3,2,4,6,1.0
24702,1,0,1,15,1,0,1950,3,3,3,3,3,5,5,5,5,5,5,5,5,5,14,5.0
16371,0,1,1,46,1,0,1370,2,5,1,4,1,1,1,1,4,2,5,4,5,1,0,2.0
36724,0,0,1,36,1,1,588,4,5,4,1,4,5,4,1,1,4,1,5,1,4,0,6.0
82885,1,0,1,60,0,1,3393,4,5,4,4,2,5,5,3,3,3,3,3,3,4,0,0.0
95112,1,1,1,44,0,1,3760,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0.0
63388,1,0,0,27,0,1,1678,5,5,5,4,3,5,3,3,5,3,4,4,5,3,0,5.0
128878,1,1,1,43,0,1,2169,5,5,5,5,3,4,4,5,5,5,5,4,5,4,0,12.0
87552,1,0,1,51,0,1,1875,3,3,3,3,4,4,4,3,3,4,3,3,3,3,23,11.0
104961,1,0,1,50,0,1,623,5,5,5,5,2,4,4,4,4,4,4,4,4,5,0,0.0
43590,0,1,0,28,0,0,1619,1,2,1,4,1,1,1,1,4,1,4,2,4,1,14,60.0
15132,1,0,1,65,1,0,587,2,2,2,2,4,4,4,5,4,3,5,4,5,4,2,0.0
7020,1,0,1,34,1,0,2042,1,1,4,1,3,4,4,3,3,3,3,5,3,5,46,61.0
4478,1,0,1,48,1,0,604,0,5,1,2,3,4,5,3,3,3,3,5,3,4,25,34.0
15666,0,1,1,45,1,0,1531,2,4,2,5,2,2,2,2,5,2,5,3,5,2,0,0.0
110005,1,0,1,40,0,1,2596,1,1,1,1,5,4,5,5,5,4,5,3,5,3,4,7.0
98770,1,0,1,51,0,1,949,2,2,2,2,3,4,5,4,4,4,4,5,4,3,0,0.0
41148,0,0,0,20,0,0,2134,1,0,1,3,3,1,4,3,2,1,4,2,4,3,13,9.0
77598,1,0,1,52,0,1,2486,2,2,2,2,5,5,4,2,2,2,2,4,2,4,0,0.0
94251,1,1,1,48,0,1,893,1,1,1,1,2,4,4,4,4,4,4,4,4,4,85,69.0
114873,1,1,1,56,0,1,1564,2,2,2,2,4,5,5,5,5,5,5,5,5,5,4,0.0
90613,1,0,1,40,0,1,2758,1,1,1,1,3,5,5,4,4,4,4,4,4,5,17,10.0
115129,1,1,1,56,0,1,1903,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0.0
59637,0,1,0,18,0,0,2336,4,4,4,3,2,4,2,2,4,5,5,4,5,2,103,98.0
98767,1,0,1,57,0,1,953,2,2,2,2,2,5,4,4,4,4,4,5,4,4,39,38.0
78960,1,0,1,42,0,1,3317,4,4,5,4,3,4,4,2,2,3,2,4,2,3,0,0.0
118147,1,1,1,45,0,1,2490,5,5,3,5,4,4,5,5,5,5,5,3,5,4,2,0.0
41870,0,1,0,26,0,0,2604,1,1,1,2,5,1,5,5,1,3,3,4,2,5,38,28.0
71332,1,1,1,51,0,1,1574,3,1,3,3,2,4,4,2,2,2,2,3,2,3,22,39.0
125696,1,1,1,56,0,1,3311,1,1,1,1,2,4,5,5,5,5,5,3,5,3,4,0.0
94475,1,1,1,40,0,1,834,1,5,1,1,3,5,4,4,4,4,4,5,4,4,68,74.0
98780,1,0,1,40,0,1,956,5,5,5,5,3,4,4,4,4,4,4,3,4,4,0,0.0
45511,0,0,0,37,0,1,2182,2,1,1,5,4,1,4,4,4,5,5,4,4,4,0,0.0
99290,1,1,1,55,0,1,1732,3,3,3,3,4,4,4,4,4,4,4,3,4,3,0,0.0
90839,1,1,1,34,0,1,831,4,4,4,4,3,5,5,4,4,4,4,5,4,3,1,0.0
104135,1,0,1,51,0,1,2442,1,1,2,1,4,4,4,5,4,5,5,4,5,4,132,143.0
86856,0,1,1,51,0,0,2770,3,2,2,2,4,3,4,4,4,2,4,2,3,4,0,0.0
115133,1,1,1,46,0,1,823,4,4,4,4,4,5,5,5,5,5,5,5,5,4,0,20.0
43111,0,0,0,13,0,0,2715,1,1,1,4,3,1,1,3,1,4,3,4,3,3,5,13.0
54984,0,1,0,40,0,0,2469,3,3,3,4,5,3,5,5,4,2,4,1,4,5,23,22.0
57085,1,0,0,22,0,1,1505,4,0,4,3,4,4,4,4,4,2,5,3,4,4,0,0.0
119893,1,1,1,23,0,1,1188,1,1,1,1,5,5,5,5,2,1,5,3,5,5,10,0.0
51499,0,1,0,24,0,0,1729,3,1,3,4,2,3,5,2,2,2,4,3,4,2,1,7.0
57012,0,0,0,36,0,0,1556,4,0,4,3,1,4,1,1,4,4,1,1,2,1,16,0.0
26107,1,0,1,10,1,0,1545,4,4,2,4,4,5,4,5,5,5,5,4,5,3,18,28.0
35776,0,1,1,36,1,0,2453,4,4,4,4,2,4,2,2,4,4,4,3,4,2,3,0.0
38784,1,1,1,67,1,0,1775,5,3,5,3,3,5,3,3,3,5,3,1,4,3,12,3.0
11557,1,0,1,16,1,0,1922,5,5,4,5,4,4,4,4,5,2,5,5,5,4,0,0.0
24582,0,1,1,56,1,0,1865,3,4,3,1,5,3,5,5,2,2,4,1,4,5,3,0.0
31900,0,0,1,58,1,0,799,3,5,4,3,3,5,4,2,2,4,1,5,2,5,36,51.0
35763,0,0,1,44,1,0,880,4,4,4,4,1,4,4,5,5,4,5,3,5,3,4,0.0
19423,1,0,1,15,1,0,1894,1,1,1,1,2,5,5,5,5,4,5,3,5,5,85,80.0
30226,1,0,1,14,1,0,2650,1,1,2,1,4,2,4,5,5,5,5,3,5,5,11,13.0
36674,0,0,1,36,1,0,2178,4,5,4,1,1,4,1,1,5,3,4,5,4,1,0,0.0
98926,1,0,1,20,0,1,2157,3,3,3,3,4,4,4,4,5,5,4,3,5,4,14,0.0
107659,1,1,1,57,0,1,850,2,2,2,2,3,4,5,4,4,4,4,5,4,3,8,11.0
79161,0,1,1,52,0,0,1564,3,5,5,5,2,3,2,2,1,2,3,2,3,2,6,20.0
104134,1,0,1,60,0,1,2491,4,4,4,4,3,5,4,4,4,4,4,4,4,3,25,17.0
7700,0,0,1,35,1,0,2631,1,5,1,5,1,2,2,3,2,4,4,2,5,2,327,313.0
5352,0,1,1,31,1,0,2681,1,4,1,5,2,1,2,2,3,3,5,4,4,2,44,17.0
40663,1,1,0,24,0,1,1788,0,4,0,1,5,0,5,5,3,4,5,3,5,5,25,11.0
86099,0,1,1,78,0,1,3185,3,2,2,2,5,4,4,3,3,3,3,2,3,4,0,0.0
108642,1,0,1,39,0,1,1612,2,2,2,2,2,5,4,4,4,4,4,5,4,4,0,0.0
64286,1,1,1,48,0,1,327,0,0,0,3,4,4,5,5,5,2,2,3,5,5,12,9.0
116623,1,0,1,57,0,1,2059,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0.0
127509,1,0,1,39,0,1,3526,3,3,3,3,3,5,5,5,5,5,5,3,5,3,0,0.0
102999,1,0,1,48,0,1,1509,5,5,5,5,2,4,5,4,4,4,4,5,4,3,0,0.0
42068,0,1,0,21,0,0,1828,1,1,1,3,1,1,2,1,2,4,4,4,4,1,1,0.0
129740,0,1,0,19,1,0,2315,3,5,3,1,1,3,2,1,3,4,5,4,5,1,27,0.0
48565,0,1,0,34,0,1,3198,2,2,2,4,1,2,1,1,4,4,3,5,5,1,9,0.0
102610,1,1,1,55,0,1,2361,1,1,1,1,3,3,5,4,4,4,4,4,4,4,5,0.0
100824,0,0,1,39,0,0,3728,4,3,3,3,4,4,4,4,3,2,3,4,3,4,18,34.0
60024,0,0,0,14,0,0,3445,4,4,4,4,3,4,3,3,3,3,2,4,3,3,5,0.0
40276,1,1,0,25,0,1,2430,0,0,0,3,1,0,1,1,5,2,5,4,4,1,0,0.0
70874,1,1,1,36,0,0,2491,2,5,4,5,2,2,2,5,4,5,3,2,3,2,9,22.0
4797,0,0,1,21,1,0,3880,1,4,1,4,1,3,3,1,2,3,4,3,1,3,158,130.0
6309,1,0,1,65,1,0,2353,2,2,2,2,3,3,3,5,3,5,5,3,5,3,5,9.0
4115,0,1,1,62,1,0,3396,1,4,1,3,1,3,3,3,4,1,2,3,2,3,0,0.0
83989,0,0,1,15,0,0,3908,3,3,4,3,3,3,3,3,3,2,4,2,4,3,90,91.0
120518,1,0,1,46,0,1,2026,5,4,5,5,3,4,5,5,5,5,5,5,5,4,9,0.0
57993,0,0,0,22,0,0,2898,4,3,3,3,3,4,3,3,4,5,4,5,4,3,13,0.0
66608,0,1,1,29,0,1,3040,1,3,3,3,1,1,1,1,1,4,3,1,2,1,0,15.0
1475,1,0,1,48,1,1,714,4,2,4,4,3,3,3,1,1,4,4,3,1,1,0,0.0
122428,1,0,1,46,0,1,725,4,4,4,4,4,4,5,5,5,5,5,3,5,5,3,2.0
16290,1,0,1,19,1,0,2362,4,5,5,5,2,5,2,4,4,4,4,3,4,1,38,24.0
69417,0,1,1,21,0,1,4840,2,3,3,3,2,1,2,2,3,3,4,4,3,2,4,0.0
37581,1,0,1,22,1,0,1592,4,5,4,3,1,4,1,1,5,4,4,4,4,1,0,14.0
79977,1,0,1,51,0,1,505,4,4,5,4,2,5,5,3,3,3,3,5,3,3,73,65.0
96213,1,0,1,39,0,1,1683,5,5,5,5,3,4,5,4,4,4,4,3,4,5,19,13.0
63948,1,0,1,30,0,1,1247,0,0,0,2,4,4,4,4,3,4,4,4,5,4,20,21.0
95611,1,0,1,41,0,1,438,4,4,4,4,5,4,5,4,4,4,4,4,4,5,0,3.0
55424,0,0,0,47,0,1,1166,3,3,3,5,2,3,2,2,4,4,5,5,5,2,79,77.0
101790,1,1,1,56,0,1,3883,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,0.0
77206,0,1,1,48,0,1,3527,2,1,1,1,4,3,3,2,2,2,2,1,2,4,12,8.0
87598,1,0,1,46,0,1,2354,1,1,1,1,3,4,4,3,3,4,3,4,3,5,0,5.0
101797,1,0,1,43,0,1,3488,5,5,5,5,3,4,5,4,4,4,4,4,4,5,5,9.0
74275,1,0,1,60,0,1,3362,4,4,4,4,4,5,4,2,2,2,2,5,2,3,0,3.0
55422,1,1,0,47,0,1,1437,3,3,3,5,1,3,1,1,4,4,4,4,5,1,0,0.0
116589,1,0,1,55,0,1,3947,3,3,3,3,2,5,5,5,5,5,5,4,5,3,0,0.0
57103,0,0,0,19,0,0,1114,4,0,4,3,4,4,4,4,3,4,3,2,3,4,0,0.0
71770,1,1,1,39,0,1,436,5,5,5,5,4,4,4,2,2,2,2,5,2,3,0,0.0
77204,0,0,1,54,0,1,308,2,1,1,1,5,4,3,2,2,2,2,4,2,3,88,87.0
81,1,0,1,67,1,0,465,0,1,0,4,2,3,4,4,4,0,2,1,4,3,35,69.0
10478,0,1,1,24,1,0,1356,2,2,3,4,5,3,3,5,2,1,4,4,4,5,26,18.0
8998,1,0,1,47,1,0,336,5,5,5,5,5,4,5,4,4,4,4,3,4,5,0,0.0
15707,0,1,1,61,1,0,1685,2,4,2,5,3,2,3,3,5,5,4,3,5,3,24,24.0
32834,0,0,1,69,1,0,457,4,2,4,2,1,2,1,1,1,4,4,3,1,2,0,0.0
129735,0,1,0,65,1,0,1925,3,4,3,4,4,3,4,4,5,2,4,3,5,4,46,33.0
8024,0,1,1,23,1,0,1738,1,5,4,4,3,4,3,3,3,3,5,3,4,3,12,8.0
12740,0,1,1,45,1,0,1322,2,4,2,1,3,2,2,3,4,3,5,4,4,3,14,25.0
3600,0,1,1,23,1,0,1613,1,4,1,1,3,1,3,3,3,5,4,5,5,3,2,0.0
63687,1,0,1,52,0,1,3930,0,0,0,1,2,5,4,4,4,1,1,4,4,5,0,0.0
24894,0,1,1,24,1,0,1211,3,4,3,1,2,3,2,2,3,2,4,5,4,2,0,0.0
61089,0,0,0,20,0,0,1688,4,5,4,4,3,4,3,3,4,3,4,5,4,3,0,0.0
34517,0,0,1,42,1,0,479,4,4,4,1,3,4,4,4,4,4,4,5,4,5,14,15.0
9895,0,1,1,63,1,0,1613,2,2,2,3,5,2,5,5,3,3,4,1,4,5,0,0.0
3969,0,1,1,69,1,0,2037,1,4,1,2,5,1,5,5,5,5,5,4,5,5,115,103.0
32718,0,0,1,35,1,0,2281,4,1,5,3,3,5,3,3,1,3,2,4,3,3,0,0.0
110269,1,1,1,30,0,1,3133,3,3,3,3,5,4,5,5,4,3,4,3,5,5,0,0.0
122713,1,0,1,32,0,1,2686,3,3,2,3,5,5,5,5,5,3,4,5,4,5,12,21.0
53305,0,1,0,48,0,1,1855,3,3,3,3,2,3,1,2,5,3,5,5,5,2,8,7.0
4457,0,1,1,56,1,0,1990,1,4,1,3,4,1,4,4,4,5,5,5,4,4,25,40.0
14017,1,0,1,24,1,0,2090,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,0.0
82007,0,1,1,12,0,1,2939,3,2,2,2,3,3,3,3,1,3,3,1,4,3,0,0.0
9137,0,1,1,62,1,0,2541,2,1,2,4,1,2,1,1,2,3,4,1,3,1,0,3.0
115066,1,1,1,53,0,1,2237,1,1,1,1,3,4,5,5,5,5,5,5,5,4,39,35.0
61705,1,1,0,39,0,0,1866,5,0,5,3,4,5,4,4,4,3,4,2,1,4,44,41.0
122962,1,0,1,60,0,1,2109,5,5,5,5,2,5,4,5,5,5,5,4,5,5,0,0.0
45447,0,0,0,41,0,1,1851,2,1,1,4,4,4,4,4,4,5,3,2,4,4,18,13.0
70076,1,0,1,59,0,1,2694,5,5,5,5,5,5,5,1,1,2,1,4,1,3,54,50.0
60757,0,0,0,34,0,1,2146,4,4,4,5,4,4,4,4,4,2,4,5,5,4,10,6.0
46205,0,0,0,27,0,1,1694,2,2,2,1,3,2,1,3,4,2,5,4,5,3,63,63.0
91664,1,1,1,34,0,1,5568,4,4,4,4,4,4,4,3,2,5,4,4,4,4,180,178.0
122493,1,0,1,47,0,1,706,2,2,2,2,4,5,4,5,5,5,5,3,5,4,37,41.0
99857,1,1,1,47,0,1,692,2,2,2,2,2,5,5,4,4,4,4,4,4,4,8,0.0
59751,1,0,0,28,0,1,2031,4,4,4,3,1,4,1,1,5,5,5,3,5,1,6,15.0
84677,0,0,1,51,0,0,717,3,2,2,2,1,3,3,3,3,3,3,4,3,3,14,17.0
59756,1,0,0,28,0,1,2092,4,4,4,3,5,4,5,5,5,2,5,5,5,5,71,85.0
119057,1,0,1,49,0,1,3633,5,5,5,5,4,4,5,5,5,5,5,3,5,5,5,0.0
86816,0,0,1,58,0,0,683,3,4,4,4,3,3,3,4,4,3,4,4,4,3,14,18.0
59774,0,1,0,28,0,1,1687,4,4,4,3,1,4,1,1,4,2,4,3,4,1,0,0.0
123030,1,1,1,41,0,0,2174,5,3,3,3,5,5,5,5,5,4,3,1,3,5,0,0.0
76530,0,1,1,33,0,1,1248,2,4,5,4,2,2,2,2,1,4,3,3,3,2,19,21.0
39199,1,0,1,16,1,0,1591,5,4,5,3,1,5,1,1,5,5,4,5,5,1,0,0.0
38487,1,1,1,8,1,0,1471,5,1,5,3,2,5,4,2,4,4,4,4,4,2,0,0.0
11222,0,1,1,20,1,0,1906,2,3,2,3,2,2,2,2,4,4,3,1,2,2,9,3.0
38535,1,0,1,35,1,0,1617,5,1,5,4,1,5,1,1,4,1,4,2,4,1,0,0.0
115661,1,1,1,29,0,1,1497,4,4,4,4,5,5,5,5,5,4,5,5,4,5,7,9.0
105044,1,0,1,43,0,1,3408,4,4,5,4,4,5,5,4,4,4,4,4,4,4,7,0.0
128336,1,1,1,43,0,1,1847,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,0.0
97306,1,0,1,57,0,1,1693,5,5,5,5,2,4,4,4,4,4,4,5,4,5,0,11.0
120989,1,0,1,48,0,1,1311,5,5,5,5,5,5,4,5,5,5,5,4,5,4,1,0.0
117540,1,0,1,47,0,1,1347,1,5,1,1,4,4,5,5,5,5,5,4,5,4,5,0.0
55021,0,0,0,62,0,0,2328,3,3,3,4,5,3,5,5,3,3,4,3,3,5,11,0.0
39038,1,0,1,32,1,0,2482,5,4,5,2,3,5,3,3,4,5,3,3,5,3,3,0.0
31506,0,1,1,24,1,0,2928,3,5,3,5,1,3,1,1,4,5,4,5,5,1,79,59.0
127604,1,1,1,45,0,1,261,1,1,1,1,5,5,4,5,5,5,5,5,5,3,25,38.0
123128,1,0,1,42,0,1,3486,1,1,1,1,4,5,4,5,5,5,5,5,5,5,12,4.0
15201,1,0,1,44,1,1,505,4,3,2,2,1,5,3,4,4,4,4,5,4,4,0,0.0
27424,1,0,1,54,1,1,532,5,5,5,5,3,4,5,5,5,5,5,5,5,3,8,10.0
95378,1,1,1,53,0,1,518,3,3,3,3,2,5,4,4,4,4,4,4,4,5,2,0.0
40006,1,1,0,28,0,1,1946,0,0,0,1,3,0,3,3,4,2,4,4,4,3,0,0.0
74100,0,0,1,11,0,1,2136,2,4,4,4,2,2,2,2,2,5,4,2,4,2,72,62.0
64837,1,0,1,52,0,1,1747,0,1,1,2,4,4,4,4,4,4,4,4,4,3,0,0.0
80095,0,1,1,37,0,1,307,3,3,2,3,4,1,2,3,3,3,3,2,3,1,0,0.0
44024,0,0,0,30,0,0,1822,1,3,1,4,5,1,5,5,2,2,4,1,3,5,77,79.0
12138,0,1,1,66,1,0,2092,2,4,1,3,3,1,3,3,1,1,3,3,4,3,6,0.0
78984,0,1,1,27,0,1,5031,2,1,5,1,2,3,2,2,4,2,3,3,3,2,0,0.0
55173,0,1,0,27,0,1,2103,3,3,3,4,4,3,3,4,5,3,5,3,4,4,17,2.0
