,Track Name,Class,Feat,Length,WordCount,ng,Remix,Invalid
16462,Tulsa Time,Metal,False,10,2,False,False,False
16463,I Can't Wait Much Longer,Alt,False,24,5,True,False,False
16464,Under the Same Stars,Instrumental,False,20,4,False,False,False
16465,Chills & Thrills,Country,False,16,3,False,False,False
16466,Starless,Country,False,8,1,False,False,False
16467,Maria,Blues,False,5,1,False,False,False
16468,Floyd's Hotel,Alt,False,13,2,False,False,False
16469,Attention,Indie,False,9,1,False,False,False
16470,Un Dimanche Orageux,Indie,False,19,3,False,False,False
16471,Kenny,Alt,False,5,1,False,False,False
16472,Only Human,Instrumental,False,10,2,False,False,False
16473,ALL GIRLS ARE THE SAME,HipHop,False,22,5,False,False,False
16474,"My Sharona - Live Session from Abbey Road Studios, London, UK",Country,False,61,11,False,False,False
16475,Treat Me So Bad,Country,False,15,4,False,False,False
16476,I Don't Know,Alt,False,12,3,True,False,False
16477,I Can't Stop Thinking About It,Alt,False,30,6,True,False,False
16478,P's and Q's,HipHop,False,11,3,False,False,False
16479,VIP (feat. BLOODLINE),Instrumental,True,21,3,False,False,False
16480,Blues para Mi Guitarra,Alt,False,22,4,False,False,False
16481,Song 2,Country,False,6,2,False,False,False
16482,Scorpio,Country,False,7,1,False,False,False
16483,tdbn,Alt,False,4,1,False,False,False
16484,Sabotage,Indie,False,8,1,False,False,False
16485,American Cigarettes,Alt,False,19,2,False,False,False
16486,Olympians - Acoustic,Indie,False,20,3,False,False,False
16487,Foolish Enough (feat. Laura Jean),Alt,True,33,5,False,False,False
16488,"Good, Better, Best",Instrumental,False,18,3,False,False,False
16489,Too Far Gone,Country,False,12,3,False,False,False
16490,Levitating (feat. DaBaby),Instrumental,True,25,3,False,False,False
16491,Daydream (feat. Ashwin Srinivasan),Alt,True,34,4,False,False,False
16492,Prosthetic,Acoustic_Folk,False,10,1,False,False,False
16493,Tera Ban Jaunga,Pop,False,15,3,False,False,False
16494,Jealousy - Remastered 2011,Country,False,26,4,False,False,False
16495,Pretty People,Country,False,13,2,False,False,False
16496,Wish You Were Here,Alt,False,18,4,False,False,False
16497,Jobs,HipHop,False,4,1,False,False,False
16498,"What is Today, But Yesterday's Tomorrow?",Country,False,40,6,False,False,False
16499,Wasting My Time,Country,False,15,3,False,False,False
16500,Warm Ways - 2017 Remaster,Country,False,25,5,False,False,False
16501,Coal Miner's Daughter - Single Version,Metal,False,38,6,False,False,False
16502,◊û◊†◊í◊ô◊†◊™ ◊î◊ú◊ë,Instrumental,False,19,2,False,False,True
16503,The Great Depression,Country,False,20,3,False,False,False
16504,Vi√±ales,Alt,False,8,1,False,False,False
16505,Push It,HipHop,False,7,2,False,False,False
16506,The After Dinner Payback,Country,False,24,4,False,False,False
16507,Dangerous,Country,False,9,1,False,False,False
16508,Our Goal to Realise,Country,False,19,4,False,False,False
16509,Medicine,Alt,False,8,1,False,False,False
16510,Sara Zamana - Yaarana / Soundtrack Version,Pop,False,42,7,False,False,False
16511,"Violin Concerto No. 4 in D Major, K. 218: III. Rondeau. Andante grazioso - Allegro ma non troppo",Blues,False,96,18,False,False,False
16512,Forgetting You,Indie,False,14,2,False,False,False
16513,Lola - Remastered,Indie,False,17,3,False,False,False
16514,Sach Mere Yaar Hai - Saagar / Soundtrack Version,Pop,False,48,9,False,False,False
16515,Sock It 2 Me (feat. Da Brat),HipHop,True,28,7,False,False,False
16516,Greatest Love Story,Metal,False,19,3,False,False,False
16517,◊í◊®◊û◊†◊ô◊î,Country,False,12,1,False,False,True
16518,White Lines (Don't Do It),HipHop,False,25,5,True,False,False
16519,Mammoth,Country,False,7,1,False,False,False
16520,As She's Walking Away,Metal,False,21,4,False,False,False
16521,◊ê◊ë◊ê,Country,False,6,1,False,False,True
16522,Hum Unse Mohabbat Karke,Pop,False,23,4,False,False,False
16523,Crosscut Saw - Mono Mix,Alt,False,23,5,False,False,False
16524,Breathe In,Instrumental,False,10,2,False,False,False
16525,Where to from Here - Reimagined,Acoustic_Folk,False,31,6,False,False,False
16526,Fake Tales Of San Francisco,Country,False,27,5,False,False,False
16527,You Got What You Came For,HipHop,False,25,6,False,False,False
16528,Toxic Punk,HipHop,False,10,2,False,False,False
16529,Make Me Smile (Come up and See Me),Alt,False,34,8,False,False,False
16530,Magic Hour,Alt,False,10,2,False,False,False
16531,Happiness In Liquid Form,Instrumental,False,24,4,False,False,False
16532,Make U Mine,Indie,False,11,3,False,False,False
16533,Calling My Phone,Instrumental,False,16,3,False,False,False
16534,What Does It Look Like,Alt,False,22,5,False,False,False
16535,Bubblegum Bitch,Instrumental,False,15,2,False,False,False
16536,Dr Feelgood,Country,False,11,2,False,False,False
16537,One Last Time,Country,False,13,3,False,False,False
16538,Live Learn,Alt,False,10,2,False,False,False
16539,The Past And Pending,Alt,False,20,4,False,False,False
16540,Ladies First,HipHop,False,12,2,False,False,False
16541,All Mirrors,Alt,False,11,2,False,False,False
16542,This Side ft. Landstrip Chip,HipHop,False,28,5,False,False,False
16543,Liffey,Indie,False,6,1,False,False,False
16544,If U Ever,Indie,False,9,3,False,False,False
16545,Onenemy - Fury Weekend Remix,Acoustic_Folk,False,28,5,False,True,False
16546,Shame On The Moon,Country,False,17,4,False,False,False
16547,Rat Race,Country,False,8,2,False,False,False
16548,Stranger Still - Acoustic,Alt,False,25,4,False,False,False
16549,Catalan Folksong - arr. Pablo Casals (1876-1973),Blues,False,48,7,False,False,False
16550,Anti Love Song,Country,False,14,3,False,False,False
16551,I Don't Wanna Be Me,Acoustic_Folk,False,19,5,True,False,False
16552,Sometimes,Alt,False,9,1,False,False,False
16553,◊ê◊ï◊®◊ï◊™ ◊í◊ë◊ï◊î◊ô◊ù,HipHop,False,23,2,False,False,True
16554,Minimum Wage,Country,False,12,2,False,False,False
16555,getforward,Alt,False,10,1,False,False,False
16556,Waves,Indie,False,5,1,False,False,False
16557,Klass,Indie,False,5,1,False,False,False
16558,NFT - Bass Mix,Indie,False,14,4,False,False,False
16559,Stumble,Alt,False,7,1,False,False,False
16560,Rx (Medicate),Country,False,13,2,False,False,False
16561,BED,Instrumental,False,3,1,False,False,False
16562,Unsuccessfully Coping with the Natural Beauty of Infidelity,Acoustic_Folk,False,59,8,False,False,False
16563,Rose Garden,Metal,False,11,2,False,False,False
16564,◊õ◊ú ◊î◊°◊ô◊ë◊ï◊™,Alt,False,17,2,False,False,True
16565,Belli Olmaz,Indie,False,11,2,False,False,False
16566,Slow Burner,Alt,False,11,2,False,False,False
16567,Live And Let Die,Country,False,16,4,False,False,False
16568,Mary,Country,False,4,1,False,False,False
16569,Going For Gold,Alt,False,14,3,False,False,False
16570,Tu Bolero Es Mi Zamba,Blues,False,21,5,False,False,False
16571,"Long Red - Live at Woodstock, Bethel, NY - August 1969",Country,False,54,11,False,False,False
16572,Runner,Alt,False,6,1,False,False,False
16573,Honey Bee,Metal,False,9,2,False,False,False
16574,I Like,Instrumental,False,6,2,False,False,False
16575,Painkiller,Acoustic_Folk,False,10,1,False,False,False
16576,Destiny's Song,HipHop,False,14,2,False,False,False
16577,It's Tomorrow Now,Country,False,17,3,False,False,False
16578,Rhythm Inside - Recorded At Spotify Studios NYC,Rock,False,47,8,False,False,False
16579,I Think I'm Paranoid,Country,False,20,4,False,False,False
16580,Rebel (feat. Lzzy Hale),Country,True,23,4,False,False,False
16581,◊î◊ï◊ú◊õ◊ô◊ù ◊ú◊î◊©◊™◊í◊¢,Instrumental,False,25,2,False,False,True
16582,Surrender Yourself,Alt,False,18,2,False,False,False
16583,That Girl Is You,Country,False,16,4,False,False,False
16584,whenever,Alt,False,8,1,False,False,False
16585,Hold on to Love,Instrumental,False,15,4,False,False,False
16586,Shubh Din Aayo Raj Dulara,Pop,False,25,5,False,False,False
16587,All We Need Is A Little Energon And A Lot Of Luck,Country,False,49,12,False,False,False
16588,Love Yourself,Instrumental,False,13,2,False,False,False
16589,Like No Other 2021,Acoustic_Folk,False,18,4,False,False,False
16590,◊¢◊ë◊ï◊ì◊î ◊©◊ó◊ï◊®◊î,Country,False,21,2,False,False,True
16591,Time After Time,Alt,False,15,3,False,False,False
16592,My Lucky Card,Acoustic_Folk,False,13,3,False,False,False
16593,Whole World's Got The Blues (feat. Eric Gales),Alt,True,46,8,False,False,False
16594,I Put A Spell On You - Live At The Woodstock Music & Art Fair / 1969,Country,False,68,17,False,False,False
16595,Poseidon's Creation,Country,False,19,2,True,False,False
16596,We Used to Wait,Alt,False,15,4,False,False,False
16597,La Valse d'Amélie,Blues,False,17,3,False,False,False
16598,Tatono,Blues,False,6,1,False,False,False
16599,Cyr,Country,False,3,1,False,False,False
16600,Double Trouble,Alt,False,14,2,False,False,False
16601,Cursed - Isolation Mix,Acoustic_Folk,False,22,4,False,False,False
16602,I Like The Sound Of That,Metal,False,24,6,False,False,False
16603,Old Insecurities,Instrumental,False,16,2,False,False,False
16604,One by One - Edit,Alt,False,17,5,False,False,False
16605,O Bahena,Pop,False,8,2,False,False,False
16606,Midlife Crisis,Country,False,14,2,False,False,False
16607,Cusp - Edit,Instrumental,False,11,3,False,False,False
16608,On The Luna,Indie,False,11,3,False,False,False
16609,Summer Madness,Indie,False,14,2,False,False,False
16610,Pain Is a Mirror,Country,False,16,4,False,False,False
16611,My Babe,Alt,False,7,2,False,False,False
16612,Endless Hours,Alt,False,13,2,False,False,False
16613,Demon King,Acoustic_Folk,False,10,2,False,False,False
16614,Tenderly,Blues,False,8,1,False,False,False
16615,20th Century Boy,Country,False,16,3,False,False,False
16616,Ready to Start,Alt,False,14,3,False,False,False
16617,Heaven,Country,False,6,1,False,False,False
16618,Somewhere On Fullerton,Country,False,22,3,False,False,False
16619,Rasputin - Club Mix,Instrumental,False,19,4,False,False,False
16620,I Feel So Good,Alt,False,14,4,False,False,False
16621,War,Indie,False,3,1,False,False,False
16622,Lords of the Hellfire Club,Acoustic_Folk,False,26,5,False,False,False
16623,Semana Sat√°n,Alt,False,13,2,False,False,False
16624,In My Life - Remastered 2009,Country,False,28,6,False,False,False
16625,◊©◊ô◊® ◊†◊ó◊û◊î,HipHop,False,15,2,False,False,True
16626,Plowed,Country,False,6,1,False,False,False
16627,Saving Grace,Alt,False,12,2,False,False,False
16628,Look Away - Acoustic,Instrumental,False,20,4,False,False,False
16629,Memories,Instrumental,False,8,1,False,False,False
16630,Die A Happy Man,Metal,False,15,4,False,False,False
16631,Tramlines,Indie,False,9,1,False,False,False
16632,Welcome to the Afterlife,Alt,False,24,4,False,False,False
16633,High Class Girl - Live,Alt,False,22,5,False,False,False
16634,Through the Night,Acoustic_Folk,False,17,3,False,False,False
16635,Hip Hop Hooray,HipHop,False,14,3,False,False,False
16636,Unperson,Country,False,8,1,False,False,False
16637,Perfect,HipHop,False,7,1,False,False,False
16638,Far from Here,Alt,False,13,3,False,False,False
16639,Girlfriend Is Better - 2005 Remaster,Country,False,36,6,False,False,False
16640,Right Now,Country,False,9,2,False,False,False
16641,◊î◊¢◊ô◊ü,Country,False,8,1,False,False,True
16642,One Day At A Time - Live At The Woodstock Music & Art Fair / 1969,Country,False,65,16,False,False,False
16643,Roadhouse Blues - New Stereo Mix,Country,False,32,6,False,False,False
16644,Proud Mary,Country,False,10,2,False,False,False
16645,Day 'N' Nite - Crookers Remix,Indie,False,29,6,False,True,False
16646,Better Daze,Acoustic_Folk,False,11,2,False,False,False
16647,Her Ghost in the Fog,Acoustic_Folk,False,20,5,False,False,False
16648,Bad Place,Country,False,9,2,False,False,False
16649,Tell the People,Country,False,15,3,False,False,False
16650,Oxygen,Country,False,6,1,False,False,False
16651,Visions,Alt,False,7,1,False,False,False
16652,Abide,Indie,False,5,1,False,False,False
16653,yesworld,Country,False,8,1,False,False,False
16654,Guidance From The Pain,Acoustic_Folk,False,22,4,False,False,False
16655,Where Is My Mind?,Indie,False,17,4,False,False,False
16656,◊§◊®◊ê◊í - ◊§◊ï◊ñ◊ô - ◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,Country,False,42,5,False,False,True
16657,Weak,Instrumental,False,4,1,False,False,False
16658,Sole Survivor,Country,False,13,2,False,False,False
16659,Zindagi Jab Bhi,Pop,False,15,3,False,False,False
16660,◊ñ◊û◊ü,Instrumental,False,6,1,False,False,True
16661,Loud and Heavy (Unplugged),Indie,False,26,4,False,False,False
16662,Tea In The Sahara,Country,False,17,4,False,False,False
16663,Hey Jealousy,Instrumental,False,12,2,False,False,False
16664,When Love Comes To Town,Country,False,23,5,False,False,False
16665,You Really Got Me - Mono Mix,Country,False,28,7,False,False,False
16666,acting like that (feat. Machine Gun Kelly),Country,True,42,7,False,False,False
16667,Talk to You,Indie,False,11,3,False,False,False
16668,Pain,HipHop,False,4,1,False,False,False
16669,Get Closer,Alt,False,10,2,False,False,False
16670,Laid,Alt,False,4,1,False,False,False
16671,Play Ray,Blues,False,8,2,False,False,False
16672,◊ó◊ñ◊ß ◊û◊û◊†◊ô,Instrumental,False,15,2,False,False,True
16673,Shady,Alt,False,5,1,False,False,False
16674,Bun War - Instrumental Version,HipHop,False,30,5,False,False,False
16675,Overall (feat. Chinx),HipHop,True,21,3,False,False,False
16676,Should I Stay or Should I Go - Remastered,Country,False,41,9,False,False,False
16677,"Stay (Feat. Alison Krauss, with Vince Gill)",Indie,True,43,7,False,False,False
16678,◊õ◊ú ◊î◊ô◊ï◊ù,HipHop,False,13,2,False,False,True
16679,Spanish Romance,Blues,False,15,2,False,False,False
16680,Not Enough Drugs (Acoustic),Rock,False,27,4,False,False,False
16681,Ora,Blues,False,3,1,False,False,False
16682,Dimensions,Indie,False,10,1,False,False,False
16683,Town Called Malice,Alt,False,18,3,False,False,False
16684,Non Pi√π,Alt,False,8,2,False,False,False
16685,Ishq Hua Kaise Hua,Pop,False,18,4,False,False,False
16686,Ugotme,Alt,False,6,1,False,False,False
16687,CAN WE STILL BE FRIENDS? - Sports Remix,Instrumental,False,39,8,False,True,False
16688,Sultans of Swing,Country,False,16,3,False,False,False
16689,Sweet Shop,Indie,False,10,2,False,False,False
16690,Midnight Dream,Alt,False,14,2,False,False,False
16691,I'll Follow - Acoustic Version,Rock,False,30,5,False,False,False
16692,Finally Trying,Alt,False,14,2,False,False,False
16693,Missing Piece,Instrumental,False,13,2,False,False,False
16694,Cypress Castles,Blues,False,15,2,False,False,False
16695,Burnt N Turnt,HipHop,False,13,3,False,False,False
16696,Are You Gonna' Waste My Time?,Instrumental,False,29,6,False,False,False
16697,THE ANTHEM,HipHop,False,10,2,False,False,False
16698,Summer Breeze,Acoustic_Folk,False,13,2,False,False,False
16699,Tones Of Home,Country,False,13,3,False,False,False
16700,2 Far Gone - Vocal Mix,Alt,False,22,6,False,False,False
16701,The Ice Queen,Country,False,13,3,False,False,False
16702,Activate,Acoustic_Folk,False,8,1,False,False,False
16703,◊ô◊§◊î ◊©◊ú◊ô,Instrumental,False,13,2,False,False,True
16704,Cactus,Alt,False,6,1,False,False,False
16705,Tonight (feat. iann dior),Instrumental,True,25,4,False,False,False
16706,◊ê◊î◊ë◊î ◊ë◊ï◊ê◊ô (Prod. by JORDI),Instrumental,False,34,5,False,False,True
16707,Green Onions - 45 Version,Country,False,25,5,False,False,False
16708,Same Jeans,Alt,False,10,2,False,False,False
16709,Grace,Alt,False,5,1,False,False,False
16710,Cult,Alt,False,4,1,False,False,False
16711,Epic,Country,False,4,1,False,False,False
16712,◊î◊ò◊ï◊ë ◊î◊®◊¢ ◊ï◊ê◊ó◊ï◊™◊ö,Country,False,28,3,False,False,True
16713,Neverending Sunshine,Indie,False,20,2,False,False,False
16714,When It's Over,Indie,False,14,3,False,False,False
16715,Dreamy Hamilton,Alt,False,15,2,False,False,False
16716,Pukebox,Indie,False,7,1,False,False,False
16717,When You Were Young,Country,False,19,4,False,False,False
16718,Sore Throat,Alt,False,11,2,False,False,False
16719,Ocean - Stripped Acoustic,Rock,False,25,4,False,False,False
16720,Drinkin' My Baby (Off My Mind) - 2009 Remaster,Metal,False,46,9,True,False,False
16721,Made To Fall,Country,False,12,3,False,False,False
16722,Fire,Indie,False,4,1,False,False,False
16723,Sail the Darkness,Country,False,17,3,False,False,False
16724,Kiss My (Uh Oh),Instrumental,False,15,4,False,False,False
16725,Fake A Smile,Instrumental,False,12,3,False,False,False
16726,Night,Rock,False,5,1,False,False,False
16727,Thumb A Ride,Alt,False,12,3,False,False,False
16728,It Never Entered my Mind,Blues,False,24,5,False,False,False
16729,Chi Chi,Alt,False,7,2,False,False,False
16730,Margaritas (with Orange Grove),Country,False,30,4,False,False,False
16731,Chocolate Cake,Country,False,14,2,False,False,False
16732,Came and Saw (feat. Rowdy Rebel),HipHop,True,32,6,False,False,False
16733,By Myself,Alt,False,9,2,False,False,False
16734,Charmaine,HipHop,False,9,1,False,False,False
16735,Down That Road,Alt,False,14,3,False,False,False
16736,Yeh Reshmi Zulfen,Pop,False,17,3,False,False,False
16737,Giving Him Something He Can Feel,HipHop,False,32,6,False,False,False
16738,Such Great Heights,Country,False,18,3,False,False,False
16739,How I Could Just Kill a Man,HipHop,False,27,7,False,False,False
16740,A Greater Foundation,Acoustic_Folk,False,20,3,False,False,False
16741,Likha Hai Yeh,Pop,False,13,3,False,False,False
16742,Miserable Summer,Acoustic_Folk,False,16,2,False,False,False
16743,Prescription Kid,Country,False,16,2,False,False,False
16744,Metaphor,Country,False,8,1,False,False,False
16745,Estate,Blues,False,6,1,False,False,False
16746,Muwop (feat. Gucci Mane),HipHop,True,24,4,False,False,False
16747,Let The Good Time Party Begin,Alt,False,29,6,False,False,False
16748,Narrator - Edit,Alt,False,15,3,False,False,False
16749,Blocc Life,HipHop,False,10,2,False,False,False
16750,This Is It,Metal,False,10,3,False,False,False
16751,Killed Ya,Alt,False,9,2,False,False,False
16752,Knife Under My Pillow,Country,False,21,4,False,False,False
16753,Born On The Bayou - Live At The Woodstock Music & Art Fair / 1969,Country,False,65,15,False,False,False
16754,Retrograde,Alt,False,10,1,False,False,False
16755,My Lucky Card,Country,False,13,3,False,False,False
16756,Throw Dat,HipHop,False,9,2,False,False,False
16757,What Do You Want - Treasure Fingers Remix,Alt,False,41,8,False,True,False
16758,Coming to Get You Nowhere,Alt,False,25,5,False,False,False
16759,Thunder from the North,Acoustic_Folk,False,22,4,False,False,False
16760,O Janewale Ho Sake To Laut Ke Aana,Pop,False,34,8,False,False,False
16761,Surefire,Country,False,8,1,False,False,False
16762,The Way You Felt,Instrumental,False,16,4,False,False,False
16763,I Eat Boys,Instrumental,False,10,3,False,False,False
16764,Gris,Alt,False,4,1,False,False,False
16765,Back to the Stars,Indie,False,17,4,False,False,False
16766,Tere Ishq Ka Mujhpe Hua Ye Asar / Dialogue : Halat Kuch Ti Apni Bhi ( Nagin ) - Nagin / Soundtrack Version,Pop,False,106,23,False,False,False
16767,Sane! Sane! Sane!,Country,False,17,3,False,False,False
16768,Across the River,Alt,False,16,3,False,False,False
16769,Dose,Acoustic_Folk,False,4,1,False,False,False
16770,Can't Help Falling In Love,Rock,False,26,5,True,False,False
16771,Two More Bottles of Wine - 2003 Remaster,Metal,False,40,8,False,False,False
16772,A Nightingale Sang In Berkeley Square,Blues,False,37,6,False,False,False
16773,Peace Of Mind,Instrumental,False,13,3,False,False,False
16774,Antidote to Being Bored,Alt,False,23,4,False,False,False
16775,dying lately,HipHop,False,12,2,False,False,False
16776,She Lives in Golden Sands,Indie,False,25,5,False,False,False
16777,Muffin Man,Country,False,10,2,False,False,False
16778,Animals,Alt,False,7,1,False,False,False
16779,◊õ◊õ◊î ◊ñ◊î (◊ú◊ê◊î◊ï◊ë ◊ê◊ï◊™◊ö) - ◊í◊®◊°◊î ◊û◊ï◊ß◊ì◊û◊™,Country,False,57,7,False,False,True
16780,Telling Tales,Alt,False,13,2,False,False,False
16781,Blue Ballad,Blues,False,11,2,False,False,False
16782,◊ï◊¢◊ï◊ì ◊ú◊ê ◊ê◊û◊®◊™◊ô ◊î◊õ◊ú - ◊ï◊¢◊ï◊ì ◊ú◊ê ◊ê◊û◊®◊™◊ô ◊î◊õ◊ú - ◊ê◊ï◊°◊£ ◊î◊ß◊ú◊ò◊ï◊™ ◊†◊ì◊ô◊®◊ï◊™,Country,False,102,13,False,False,True
16783,Country House - 2012 Remaster,Alt,False,29,5,False,False,False
16784,Electrified,Alt,False,11,1,False,False,False
16785,The Last In Line,Acoustic_Folk,False,16,4,False,False,False
16786,◊©◊ß◊ô◊¢◊ï◊™ ◊ê◊ì◊ï◊û◊ï◊™,Instrumental,False,25,2,False,False,True
16787,Stuck Like Glue,Metal,False,15,3,False,False,False
16788,She,Rock,False,3,1,False,False,False
16789,Best Wishes,Alt,False,11,2,False,False,False
16790,Blue,Instrumental,False,4,1,False,False,False
16791,l e t . g o . m y . h a n d (with Bas & 6LACK),HipHop,False,46,18,False,False,False
16792,Fools Gold - Remastered,Country,False,23,4,False,False,False
16793,Chief's Blues,Alt,False,13,2,False,False,False
16794,No Caption,HipHop,False,10,2,False,False,False
16795,River Deep - Mountain High,Country,False,26,5,False,False,False
16796,Out Of My Head,Alt,False,14,4,False,False,False
16797,◊ô◊®◊ï◊ß ◊ï◊ì◊ë◊©,Instrumental,False,17,2,False,False,True
16798,FOR YOU,Instrumental,False,7,2,False,False,False
16799,Nutshell Pt. 2 (feat. Busta Rhymes and Redman),HipHop,True,46,8,False,False,False
16800,Figure It Out,Instrumental,False,13,3,False,False,False
16801,The Great Escape (feat. Central Cee),Instrumental,True,36,6,False,False,False
16802,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Instrumental,True,63,11,False,False,False
16803,Frontier Psychiatrist,Alt,False,21,2,False,False,False
16804,Hot,Alt,False,3,1,False,False,False
16805,Peaches En Regalia,Country,False,18,3,False,False,False
16806,◊ó◊¶◊ô ◊ë◊©◊ë◊ô◊ú◊ô,Instrumental,False,19,2,False,False,True
16807,Xcxoplex (with Charli XCX),Alt,False,26,4,False,False,False
16808,I Can Change,Rock,False,12,3,False,False,False
16809,One Call Away,Instrumental,False,13,3,False,False,False
16810,Freaks,Instrumental,False,6,1,False,False,False
16811,Thinking Of You,Country,False,15,3,False,False,False
16812,Just Got Paid,Country,False,13,3,False,False,False
16813,Spin Dat,HipHop,False,8,2,False,False,False
16814,Dead Ends,Acoustic_Folk,False,9,2,False,False,False
16815,Ahir Bhairav,Rock,False,12,2,False,False,False
16816,Sweet Home Alabama,Country,False,18,3,False,False,False
16817,Songs Of Yesterday,Alt,False,18,3,False,False,False
16818,Viaggio privato,Blues,False,15,2,False,False,False
16819,Come Together - Remastered 2009,Country,False,31,5,False,False,False
16820,Garjat Barsat Sawan Aayo Re,Pop,False,27,5,False,False,False
16821,broken people,Instrumental,False,13,2,False,False,False
16822,Gettin' Jiggy Wit It,HipHop,False,20,4,True,False,False
16823,Out Of My Mind,Country,False,14,4,False,False,False
16824,Early in the Morning,Alt,False,20,4,False,False,False
16825,Chandni O Meri Chandni,Pop,False,22,4,False,False,False
16826,Satellite Man,Alt,False,13,2,False,False,False
16827,Someday We'll Know,Country,False,18,3,False,False,False
16828,Do Naina Aur Ek Kahani,Pop,False,22,5,False,False,False
16829,Age.Of.Aquarius,Alt,False,15,1,False,False,False
16830,Falling Down,Country,False,12,2,False,False,False
16831,Putain!,Acoustic_Folk,False,7,1,False,False,False
16832,When The Lights Go Out,Instrumental,False,22,5,False,False,False
16833,◊ê◊í◊ï ◊ò◊®◊ô◊§,Instrumental,False,15,2,False,False,True
16834,All Your Love - Mono,Alt,False,20,5,False,False,False
16835,◊û◊ú◊õ◊™ ◊î◊©◊ï◊©◊†◊ô◊ù,Instrumental,False,23,2,False,False,True
16836,So Many Roads,Alt,False,13,3,False,False,False
16837,Let It Bleed - Live,Country,False,19,5,False,False,False
16838,How Ya Do Dat,HipHop,False,13,4,False,False,False
16839,Cool,Alt,False,4,1,False,False,False
16840,Falling,Instrumental,False,7,1,False,False,False
16841,Madelyn,Indie,False,7,1,False,False,False
16842,Luchini AKA This Is It,HipHop,False,22,5,False,False,False
16843,Chosen Ones,Country,False,11,2,False,False,False
16844,Run to the Hills - 1998 Remastered Version,Acoustic_Folk,False,42,8,False,False,False
16845,"Suno Chhoti Si Gudiya Ki Kahani, Pt. 1",Pop,False,38,8,False,False,False
16846,Last Chance To Dance (Bad Friend),Acoustic_Folk,False,33,6,False,False,False
16847,Where Do You Go To (My Lovely) [Re-Recorded],Rock,False,44,8,False,False,False
16848,◊ê◊ì◊ù,Country,False,6,1,False,False,True
16849,An Alternative to Freedom,Acoustic_Folk,False,25,4,False,False,False
16850,Hello My Love,Instrumental,False,13,3,False,False,False
16851,Traveller - Leafcutter John Remix,Rock,False,33,5,False,True,False
16852,Hit the Ground,Country,False,14,3,False,False,False
16853,Slow Dancing in a Burning Room - Acoustic,Instrumental,False,41,8,False,False,False
16854,Maimouna,Blues,False,8,1,False,False,False
16855,"Hi, I'm Human",Instrumental,False,13,3,False,False,False
16856,Promised Land,Country,False,13,2,False,False,False
16857,Right My Wrongs (with Toosii),HipHop,False,29,5,False,False,False
16858,Take Your Mama,Indie,False,14,3,False,False,False
16859,Forever,HipHop,False,7,1,False,False,False
16860,Drops of Jupiter (Tell Me),Country,False,26,5,False,False,False
16861,Thirteen,Country,False,8,1,False,False,False
16862,◊ô◊ï◊™◊® ◊ë◊®◊ï◊®,Country,False,17,2,False,False,True
16863,Last Night (feat. HARLEE),Instrumental,True,25,4,False,False,False
16864,Lithium,Country,False,7,1,False,False,False
16865,Reencuentro,Blues,False,11,1,False,False,False
16866,bad blood,Alt,False,9,2,False,False,False
16867,I Wish I Was A...,Country,False,17,5,False,False,False
16868,Aeon,Acoustic_Folk,False,4,1,False,False,False
16869,Dreamer,Acoustic_Folk,False,7,1,False,False,False
16870,Afterlife,HipHop,False,9,1,False,False,False
16871,Steal Away,Alt,False,10,2,False,False,False
16872,Sun King,Indie,False,8,2,False,False,False
16873,"Freedom! '90 - Live from MTV Unplugged, 1996",Instrumental,False,44,8,False,False,False
16874,Player's Ball,HipHop,False,13,2,False,False,False
16875,"Tum Hi Aana (From ""Marjaavaan"")",Pop,False,31,5,False,False,False
16876,Walking in Your Shoes,Country,False,21,4,False,False,False
16877,Around the Bend,Country,False,15,3,False,False,False
16878,School's Out,Country,False,12,2,False,False,False
16879,We Got Used To Us,Acoustic_Folk,False,17,5,False,False,False
16880,Buck Rogers,Country,False,11,2,False,False,False
16881,Hood Melody (feat. Youngboy Never Broke Again),HipHop,True,46,7,False,False,False
16882,That Dress,Country,False,10,2,False,False,False
16883,the ground below (feat. Royal Blood) - Royal Jewels Mix,Country,True,55,10,False,False,False
16884,Future Club,Alt,False,11,2,False,False,False
16885,Body on Fire,Metal,False,12,3,False,False,False
16886,I Am Alive,Acoustic_Folk,False,10,3,False,False,False
16887,"I Love You, Will You Marry Me",Country,False,29,7,False,False,False
16888,Bho Shambho,Rock,False,11,2,False,False,False
16889,Come For Me,Alt,False,11,3,False,False,False
16890,The Empress,Acoustic_Folk,False,11,2,False,False,False
16891,Roses,HipHop,False,5,1,False,False,False
16892,Everything Changes in the End,Alt,False,29,5,False,False,False
16893,Kill the Pain,Acoustic_Folk,False,13,3,False,False,False
16894,umbrellar,Alt,False,9,1,False,False,False
16895,Whole Lotta Rosie,Country,False,17,3,False,False,False
16896,Creep,Country,False,5,1,False,False,False
16897,Butterflies (with Starrah & Four Tet),Alt,False,37,6,False,False,False
16898,KIDS,Instrumental,False,4,1,False,False,False
16899,The Feds Watching,HipHop,False,17,3,False,False,False
16900,To Tame a Land,Acoustic_Folk,False,14,4,False,False,False
16901,Unchained,Instrumental,False,9,1,False,False,False
16902,Open - Remix (feat. Blu),HipHop,True,24,5,False,True,False
16903,Distance,Country,False,8,1,False,False,False
16904,Venom,Country,False,5,1,False,False,False
